,EPIC ID,Teff,logg,Flare #,Observation time,Average flare duration,Longest flare duration,Shortest flare duration,Average percentage increase,Highest percentage increase,Lowest percentage increase,Flares per hour,Flares per day,RA,Dec
0,248526013,4142.8374,4.6307,3.0,79.6636883483734,0.1634562616212254,0.1838894414540846,0.1430220256806933,0.1746932665506998,0.2347230911254882,0.1341462135314941,0.0015690963171748,0.037658311612197,153.4205515056,3.91169488232
1,213508874,4212.1597,4.4673,5.0,81.33883930500451,0.380033227786771,1.4915335262121516,0.1021579783264314,2.160906791687012,7.365715503692627,0.5785584449768066,0.0025613020189792,0.0614712484555009,286.20681118179,-29.17695739221
2,220231988,4036.3206,4.6253,4.0,78.68261951394379,0.122591788369391,0.2247502043901477,0.0817278891263413,0.1205801963806152,0.1638531684875488,0.0843524932861328,0.0021182145141612,0.0508371483398711,18.84456661132,1.12372093171
3,245921548,4233.243,4.5496,34.0,78.86645455063262,0.1778779013462446,0.490364417375531,0.0817263960925629,2.144078647389132,3.489387035369873,0.9714484214782716,0.0179628547363842,0.4311085136732226,352.7254707069,-12.16080279503
4,246773415,4128.9326,4.3702,2.0,80.54210306664754,0.1328055509402474,0.1430212393388501,0.1225898625416448,7.15487003326416,10.039174556732178,4.270565509796143,0.001034655542386,0.0248317330172645,75.20543434068,15.44993259107
5,206013238,3726.0876,4.5268,7.0,69.14118577655609,0.1692932690909531,0.2247551300388295,0.0817262061318615,0.4667997360229492,0.6239771842956543,0.1267552375793457,0.0042184215296689,0.1012421167120554,342.9654846831,-14.44414486963
6,249112324,3905.1318,4.2821,2.0,87.9796018514171,0.1430227688797458,0.1634556784774758,0.1225898592820158,5.303436517715454,8.679592609405518,1.9272804260253904,0.0009471892527323,0.0227325420655763,234.77882088153,-26.7757757767
7,212311832,3797.936,4.4482,0.0,78.88735668508161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.92347422304,-17.18138054046
8,246822724,3639.0854,4.0452,4.0,80.54215949303762,0.1328072670003166,0.183885939339234,0.08172834081779,7.216963171958923,16.386866569519043,2.505958080291748,0.0020693096350498,0.049663431241197,77.03768774762,15.98108820245
9,205948478,3435.7173,4.099,5.0,69.14107999175758,0.2002292739940458,0.3881997711869189,0.1021580598753644,2.4942779541015625,2.9833078384399414,1.7513275146484375,0.003013162845564,0.0723159082935363,340.2946839049,-16.41910508453
10,246048450,4168.116,4.5585,2.0,78.86659980249533,0.1736693718812603,0.2043169901953661,0.1430217535671545,0.5512595176696777,0.7335424423217773,0.3689765930175781,0.0010566365678503,0.0253592776284076,357.79090998818,-8.29162888621
11,203092824,4168.917,4.2257,2.0,59.84463293122826,0.091942393915815,0.1021582899120403,0.0817264979195897,0.600212812423706,0.6007671356201172,0.5996584892272949,0.0013924946858492,0.0334198724603815,242.7401598519,-27.28415020618
