Des EPIC_ID RAdeg DEdeg Teff logg
79 229427774 253.78121328238 -28.68312760466 6238.4385 4.3373
80 251578602 205.2597715931 -1.78775547659 5556.8687 4.4203
81 246004268 354.3624657439 -9.37668121361 4863.2686 2.3797
82 201211472 172.00007103779 -3.83324346572 5325.3267 3.5148
83 220247215 21.39595428049 1.51447846707 5894.313 3.9967
84 246790962 78.97358060689 15.64364594461 7297.9624 3.979
85 249342511 226.8897390145 -23.81183198247 99999 99999
86 211320053 127.06132199071 10.25506697087 6070.035 4.0028
87 240280516 262.30089848414 -29.90162454932 20557.38 3.314
88 248481579 157.44105680399 2.54850011198 5410.258 4.5856
89 233223877 257.55968853555 -30.71393164404 6887.949 3.9316
90 237832617 261.44371248009 -30.67301165068 99999 99999
91 240297031 263.61567504545 -29.84755958422 99999 99999
92 201150706 173.34433335178 -5.27897737798 5765.115 4.1024
93 231648517 256.9927508607 -29.2197834544 7986.0684 3.3592
94 240443295 263.42365615253 -29.34454105532 4691.6304 2.4937
95 251574105 200.36449607307 -1.87813267279 99999 99999
96 246784423 75.05006232871 15.5719139997 5462.764 3.978
97 251406960 138.06012018306 25.18767597063 7537.69 4.0584
98 211308371 133.93843629104 10.01946422641 5598.973 3.8763
99 212195450 132.89631095376 24.15557014776 5711.3394 4.3985
100 202059403 101.53426112868 16.59862183614 99999 99999
101 202060684 96.3149639391 14.45544440518 11222.813 3.611
102 202061363 96.18200333652 14.32538846904 7097.0215 2.507
103 202062481 103.62815973871 15.50703106548 9630.657 4.375
104 202065475 100.76792264869 15.06202927766 4306.2974 1.6372
105 202072378 98.2188563149 16.10519550013 8765.933 4.0522
106 202072466 102.06860638126 16.59973709443 8614.201 4.0464
107 202072468 102.96945215589 15.86476979971 11375.642 4.1424
108 202072544 102.12298759591 16.23917234714 99999 99999
109 202086829 100.47721593278 15.45222709039 5955.0303 4.2795
110 202087703 99.19289289059 15.78343783755 5995.351 3.7063
111 202087740 102.20695108639 16.09802636878 6065.2153 3.6249
112 202087814 103.37799785332 16.46365202834 5887.4473 4.1049
113 202089811 103.02893463169 15.54757919893 6068.0396 4.0773
114 202089859 101.4148035544 15.26709124743 6116.451 4.2896
115 202090905 98.82439839907 16.37832699391 6093.423 4.1583
116 202091448 91.81174099852 17.55120783343 99999 99999
117 202093875 94.97249677176 16.92428065949 6517.4663 4.1221
118 202094264 97.5159393786 15.11426484756 6409.04 4.1468
119 202094286 100.63995065148 15.28902927438 6302.6523 4.1185
120 202095147 102.45738058404 16.79008118506 6561.7754 3.964
121 202127095 100.34865917785 15.83845598917 99999 99999
122 202127096 99.26239203176 15.68337580009 4801.6636 2.479
123 202127109 100.64638235516 15.25494705204 4945.683 3.5855
124 202127184 99.65709271767 15.90206785509 99999 99999
125 202127185 100.62028133403 15.44737066262 4449.338 2.1071
126 202127191 99.79668281953 15.4719072522 5591.81 3.3809
127 202127310 101.92177163305 16.59160956662 99999 99999
128 202127430 103.16261535667 16.9121847354 5445.4814 2.9526
129 202127597 95.62489993744 16.12782839189 5282.794 2.7393
130 202127697 95.28617367207 15.07099372269 5046.719 2.6714
131 228750367 181.82427719387 -8.90543345982 5560.546 4.0168
132 246013024 354.81738117423 -9.15146565187 7496.736 4.0145
133 248529784 153.94236013849 4.01506179739 6720.0767 4.0549
134 249184284 229.62511808187 -25.87535223376 5067.076 3.5475
135 233283480 257.0626435269 -30.47052143215 99999 99999
136 246628676 73.20679675141 13.61791409601 5573.195 3.3455
137 249155366 230.01939481556 -26.24443511841 99999 99999
138 248423978 160.89676846364 0.50013112969 6208.3423 4.0848
139 201127502 176.26119415294 -5.84849922862 6057.7114 4.2896
140 235729175 261.13687535274 -29.53653721167 99999 99999
141 211431042 128.10756774042 12.1097451445 7344.44 3.803
142 233251987 257.25557834744 -30.59907245793 99999 99999
143 246832695 74.79325317488 16.08516872937 99999 99999
144 248418394 162.25914265535 0.29058465608 5802.6655 4.3349
145 212171310 134.01036379934 23.51917415238 99999 99999
146 251551469 203.05542537429 -2.34309417226 6048.633 4.2213
147 220190951 14.5781725703 -0.3497686847 5603.7886 4.2328
148 228743314 181.88227031509 -9.22846861854 99999 99999
149 202773132 243.25954489953 -28.41749558803 6590.9536 3.9855
150 228759219 182.78293556464 -8.51545261682 6565.7466 4.1036
151 213230582 286.10368841159 -30.20089211269 5625.179 4.5116
152 237873794 258.88373018942 -30.55017204277 99999 99999
153 240384581 264.59627230088 -29.55106029242 99999 99999
154 205900489 336.9975115433 -18.19015983189 99999 99999
155 211338733 130.44626147605 10.60861734635 99999 99999
156 228758723 184.1440685276 -8.53871467409 5767.293 4.2752
157 240393306 265.35143937954 -29.52090858704 4689.3667 2.4065
158 238002934 259.31304175321 -30.16628913505 6361.427 4.1948
159 246829056 74.88718526486 16.04812669534 99999 99999
160 228725299 182.67103409225 -10.09307499194 5866.93 4.1046
161 210401376 63.83584132263 13.49898321244 4986.971 2.6843
162 212270340 207.05943229355 -18.48470651226 6028.9937 4.0567
163 251593773 204.27350043589 -1.46136964394 6035.852 4.0298
164 211484617 126.75071889205 12.91614592829 5086.3735 3.3304
165 248415150 162.35383071842 0.15400052101 6161.75 4.1864
166 211392663 126.88019751489 11.52754218317 6275.5806 4.0129
167 233151176 257.30294839754 -31.00451646977 4836.67 2.7955
168 249159935 236.28294791604 -26.18776850961 99999 99999
169 202963984 246.9932453612 -27.73366788129 99999 99999
170 237643219 258.18221180739 -31.23901597117 99999 99999
171 246769990 77.48610408134 15.4116381624 5585.701 4.104
172 246813567 78.40464036177 15.88520560469 6119.9443 4.1521
173 248425691 158.96520624429 0.56788131824 99999 99999
174 205938590 340.15525237549 -16.75387410426 8423.827 4.0664
175 211324943 129.02924098152 10.35040257099 6903.2124 4.0836
176 213401883 289.61580324865 -29.55377240845 4427.89 1.0543
177 220280304 20.75337749266 2.21304845573 5996.816 4.319
178 237986426 261.59723557446 -30.21533781842 99999 99999
179 210333258 60.13838149253 11.75193077373 99999 99999
180 211353323 126.07071227313 10.87414152105 5972.5103 4.3723
181 228724398 182.37736298801 -10.13700117074 6247.5137 3.8703
182 249249998 231.40470321444 -25.02360678296 5527.936 4.3379
183 212325502 204.72530396204 -16.79159324533 6340.7964 3.8555
184 228727615 188.10534286553 -9.98016943592 99999 99999
185 201168348 172.46872183632 -4.85771013206 5682.2573 4.2929
186 205953136 340.48458919682 -16.26738207644 99999 99999
187 210441768 64.33042213245 14.36287245928 6180.5796 3.6406
188 212154520 136.41073783137 23.13215596514 5856.5234 4.3265
189 246061320 356.98583793993 -7.99560496464 4761.598 2.2541
190 202748631 245.54764517429 -28.50856861422 99999 99999
191 249257159 229.99946126382 -24.9292684415 99999 99999
192 211320474 134.08003425349 10.26268447982 5999.806 4.375
193 213716325 289.00061471547 -28.49608544318 99999 99999
194 245947605 353.68550029065 -10.93245032586 99999 99999
195 249100219 237.82189009664 -26.92298843087 8985.6875 3.8577
196 211403787 128.93841238301 11.69965719079 6104.717 3.9843
197 211418946 130.94533843196 11.92524057951 99999 99999
198 211437138 127.2730321009 12.20315176268 99999 99999
199 211493848 124.8410271747 13.05173912812 4865.4478 2.4477
200 220188663 19.91222232063 -0.43941114103 6534.52 3.9396
201 220269908 21.42077100961 1.99623980746 5817.759 3.3389
202 246064661 358.20519345494 -7.91898217566 5779.2705 3.9533
203 212213871 131.13554592234 24.73308491021 6657.3413 4.1362
204 212276317 206.43117270567 -18.27566573114 5947.8003 3.981
205 202751822 247.5499668459 -28.49687491854 6741.619 3.9114
206 249174484 236.81407556541 -26.00141073899 99999 99999
207 210353030 57.99219894056 12.30570580319 99999 99999
208 211365392 127.64918616569 11.08301417968 5675.7256 4.171
209 202561581 243.23532425487 -29.21628673535 6588.23 3.5698
210 202875485 244.01249978386 -28.04625184669 6116.9683 4.1256
211 202912357 247.66924369318 -27.91492234492 6024.183 3.858
212 210386880 56.39284566225 13.1591935417 4789.077 4.4797
213 246662250 72.40394035378 14.08534761844 99999 99999
214 210349156 58.45771368738 12.19858918755 4915.1675 2.7321
215 210367912 55.09872328152 12.69479557366 99999 99999
216 212317152 203.7226540643 -17.02772779624 5478.5073 3.0709
217 210417521 61.33733984768 13.86116404539 4672.576 1.8298
218 246779190 74.50739102432 15.51442329316 8394.651 3.7095
219 249117522 233.00218111676 -26.71054032929 5977.9717 3.8621
220 249143078 231.36258074174 -26.39841697755 99999 99999
221 249185281 231.51800627687 -25.86289304708 5514.778 4.2182
222 213086465 286.57175037517 -30.82910022937 4921.3345 4.5805
223 233289853 257.7462423941 -30.444404878 7732.615 4.1535
224 248427303 159.12471386854 0.63224281285 99999 99999
225 210450505 59.77762966004 14.53119618256 4934.206 3.0141
226 246802056 75.19516290314 15.76398888701 4594.1255 2.3431
227 210420328 57.03205319379 13.9231517179 99999 99999
228 212320198 204.50986344045 -16.94154576127 5437.622 4.3686
229 248433227 158.75465497945 0.85108493922 4629.6084 2.4184
230 220211753 18.68051027409 0.41988486125 5419.809 4.4333
231 240458731 262.68959856481 -29.28795048051 99999 99999
232 248465612 156.6443932111 2.01074510135 5700.501 4.1612
233 210444916 61.55593597932 14.42390492609 5283.2637 2.8657
234 251373200 137.89897286662 22.9383544662 99999 99999
235 251401079 137.18765894518 24.84716327409 4511.4033 1.1987
236 205970472 340.50942492065 -15.71330605132 4953.438 3.3952
237 240425339 262.14319446272 -29.40946852313 8210.68 3.8171
238 246743816 71.48635842962 15.10707337516 4730.616 1.9132
239 248514898 154.8629479554 3.60431717302 5971.5366 4.1443
240 249166696 236.04262233914 -26.10089640492 4874.784 4.5918
241 201102798 179.37788170928 -6.51239077361 6319.005 4.1049
242 205919039 339.11133145811 -17.46159062091 5999.1143 4.0155
243 212181826 133.88862473887 23.7846365777 99999 99999
244 246000861 355.59850456187 -9.46275246231 4842.393 2.6821
245 248413078 161.75393925028 0.06892720415 5936.4805 3.9367
246 235869687 258.63086903401 -29.10531440872 6388.753 3.7474
247 248523464 153.66021147401 3.84203941284 5764.02 3.4271
248 237862496 258.43962055852 -30.58450949663 5974.786 3.6238
249 245938719 353.05878631551 -11.28535539055 5992.459 4.0576
250 246700523 74.9009800149 14.57957943614 99999 99999
251 246825119 74.74062506714 16.00628544482 5617.486 4.5092
252 248452679 159.28131595544 1.56617046423 5762.8843 4.5173
253 249175911 230.1270261453 -25.98272859231 99999 99999
254 201525506 162.81591201889 0.91641609857 99999 99999
255 205934370 339.32371445077 -16.90054440201 5703.7876 4.2526
256 211402632 128.85072148669 11.68162019601 10066.4375 4.1653
257 228746641 185.90379083027 -9.07494784775 5238.947 2.9041
258 240281671 264.53561336634 -29.8976158108 99999 99999
259 245988457 353.74835479997 -9.78033507905 4666.4727 2.7908
260 205910729 339.12497323219 -17.77718267799 99999 99999
261 211427356 127.25650463445 12.05179205967 6102.6826 3.6978
262 212213822 133.37556056638 24.73153947896 99999 99999
263 251624602 199.54185860089 -0.69029386478 99999 99999
264 212378794 200.57509536066 -15.40986027424 5452.9155 4.4326
265 220222859 19.35348955283 0.80723767492 5677.0063 4.4356
266 246744084 76.86766043117 15.11000563463 5732.8477 4.0711
267 202691132 249.49093897908 -28.7225528424 6323.287 4.0658
268 249148667 230.32022200134 -26.32910919121 5378.916 4.564
269 249162891 236.82520575079 -26.14997128258 99999 99999
270 205904260 337.37965701041 -18.02763895752 5965.652 4.1464
271 246844974 77.91011091547 16.21014288969 5532.967 4.4306
272 242079543 262.02601080348 -30.49317783249 5313.6074 4.1562
273 244401004 266.09664354986 -29.77724892643 6027.177 4.1793
274 246070033 357.3975082095 -7.79997194827 6054.001 3.9721
275 246688973 74.38914457495 14.43205758036 99999 99999
276 249255470 230.30105521139 -24.95090010547 99999 99999
277 201285228 170.34055127963 -2.67411058845 5890.001 4.1357
278 237885218 261.47831234602 -30.51587607858 4692.7764 2.3919
279 249259741 231.17283006229 -24.89558453483 99999 99999
280 249329379 227.61736953811 -23.97691945973 6265.2847 4.1448
281 210353859 59.61971850503 12.32851087909 5523.3735 4.2048
282 212222130 133.31905699854 25.02683158581 6575.587 3.9861
283 246918273 78.29736820398 16.93048633653 99999 99999
284 249175980 232.70588673478 -25.98187180292 5711.3296 4.2483
285 251394349 135.20432104642 24.43921717767 99999 99999
286 211376807 131.08530276889 11.2698248827 5542.3667 4.0246
287 212883462 203.8256738758 -2.57467302869 5255.476 4.4914
288 220227228 19.23460246098 0.9624846567 5028.809 3.5307
289 248517309 155.53360072153 3.66922684616 6600.5493 4.0724
290 211382843 130.11299427052 11.3690076473 5636.1406 2.9387
291 201050511 181.96967717652 -8.09333050619 5840.1973 4.3826
292 220222441 18.66632167483 0.79232265932 5965.6777 4.3048
293 245930102 347.86068939701 -11.71221926477 5700.404 4.2817
294 246857069 75.17290149414 16.33210159376 6975.5713 3.1395
295 249248098 231.33420980278 -25.04828988977 4861.576 2.7199
296 211354974 131.82204013036 10.90362918346 99999 99999
297 211367326 133.24764551664 11.11540854384 99999 99999
298 251555541 200.58445163545 -2.25766195238 5921.801 3.8679
299 210407493 60.4099192512 13.63781594581 99999 99999
300 202598419 243.16328987791 -29.07364604658 99999 99999
301 202607682 246.32158498723 -29.03830738281 4854.1597 2.2359
302 210398294 59.37828191834 13.42722057216 99999 99999
303 211424858 130.0537590381 12.01311175582 7186.1865 3.8967
304 212222608 131.66434541415 25.04681480752 5806.744 4.2966
305 246831174 78.74166698242 16.06985798931 6645.0 4.1569
306 251358611 140.37825192772 21.80138608389 5727.9023 4.2507
307 202876401 249.4691258481 -28.04308041564 6830.885 3.841
308 211336751 129.20454525516 10.57260322172 6160.766 4.0152
309 211347881 128.23759073489 10.77536350522 6132.7646 3.6304
310 228713706 188.76668261902 -10.67039367932 5869.8457 2.8863
311 205963547 340.20828635285 -15.93065479988 4816.149 1.5442
312 210359844 58.64293296044 12.48735538658 5609.6924 4.058
313 211421161 129.09471914704 11.95755084121 6122.0273 4.1767
314 246630315 72.50064397954 13.64153470302 99999 99999
315 251392886 137.37772988213 24.34855841533 99999 99999
316 202762156 249.75049594432 -28.45856740447 5696.031 4.3153
317 210421536 58.27323193108 13.94933637691 4960.004 4.4651
318 235687393 261.65406732693 -29.6657247052 5965.524 3.7722
319 210424124 65.50903290754 14.00442405395 7362.7397 3.953
320 211319549 129.82914997789 10.24528647006 5589.8823 4.4292
321 228718009 187.91455353177 -10.45110241449 5907.7017 4.1948
322 248418099 160.64907197821 0.27836504369 5766.6597 3.7409
323 211429430 127.74864739041 12.08423761929 6332.555 4.0713
324 242098129 262.242910563 -30.42810026213 99999 99999
325 201523526 162.63485789125 0.88479395312 5530.665 4.5539
326 202740420 245.89713325794 -28.53906596923 99999 99999
327 212350125 201.31535920893 -16.12792950888 6201.8564 4.0238
328 211334211 128.36828231969 10.52470455775 4664.9766 2.3551
329 201366542 167.4622169717 -1.46225191056 99999 99999
330 211335092 132.32895628841 10.54133176646 4821.556 2.5056
331 212218790 131.005323366 24.90105252498 5867.7417 4.1284
332 212311841 200.70405071066 -17.18105315594 5725.089 4.1515
333 212327814 200.00886588368 -16.72661490378 3560.475 0.7355
334 249121350 235.69920608599 -26.66441741548 99999 99999
335 201209247 173.87826867694 -3.88553004899 4662.168 2.5814
336 242162987 262.76416429435 -30.20159260938 4754.0103 2.4465
337 251607339 201.24958448618 -1.14859373809 6056.534 4.1156
338 210331908 58.38829335615 11.71110683341 5759.108 4.3161
339 211311970 130.65202596346 10.09253449236 4870.413 2.5014
340 235691064 259.569220004 -29.65433022437 99999 99999
341 220250475 22.16175131619 1.5823978208 99999 99999
342 249170135 230.5027510938 -26.05636816673 99999 99999
343 211536187 123.29027030373 13.64857943813 4931.092 2.6497
344 246851035 70.82765836472 16.27196844511 7732.7935 4.1243
345 205967453 341.0978216243 -15.80948752391 5702.1787 4.1181
346 211433668 127.76572921567 12.15045667185 4700.4214 1.8992
347 220153645 17.38315589263 -1.76089092317 5371.014 4.5962
348 220235178 19.69043634794 1.2343793166 5067.302 3.2437
349 245924682 353.43206595697 -11.97801303184 8826.604 4.2723
350 246749588 75.35694586836 15.17463075554 5865.9385 3.6622
351 212336755 204.3924108942 -16.48227150659 99999 99999
352 246776804 71.76846470609 15.48800832573 6221.577 4.2033
353 221242976 265.70288296295 -29.48092501007 99999 99999
354 242157573 262.97522050168 -30.21983748567 7294.221 4.0406
355 245932976 354.23236873628 -11.56964181384 5101.533 3.1913
356 237697214 258.22405659608 -31.07669770873 6248.5703 4.0593
357 213863096 293.15185462804 -28.05133938765 6676.0435 3.9455
358 235586852 260.74789799346 -29.96822178628 99999 99999
359 246828453 74.77994913824 16.04180526371 99999 99999
360 246882802 74.7163672866 16.58590696802 5657.8843 4.0424
361 205914769 333.14170748145 -17.61744845197 5189.9395 4.6192
362 211489073 123.21961285321 12.98162330867 7523.6006 3.9974
363 231686211 257.67853131001 -29.06873782275 5914.698 4.2929
364 240263231 262.32840373317 -29.96011202976 16109.207 3.3599
365 251576882 203.5803253137 -1.82291071661 5988.1147 4.0756
366 237971842 261.54711161251 -30.25845265604 6368.1006 3.6208
367 246765285 74.95802026707 15.35691013841 99999 99999
368 205978151 338.64651241884 -15.47747465426 5563.6665 4.2266
369 228737155 184.10402536571 -9.5159251207 4725.246 1.4512
370 211337100 129.16039715122 10.57900488362 99999 99999
371 212271587 206.73636478218 -18.44048293012 5998.65 3.7581
372 228746704 182.889134445 -9.07183657824 5087.4126 3.2453
373 212174648 134.5719105659 23.59878805891 99999 99999
374 251554045 200.6240555297 -2.28736454447 5970.969 4.1985
375 210448631 63.2465944991 14.49459242473 99999 99999
376 211500577 126.24537190418 13.14806491647 6453.685 3.9709
377 220266295 23.44247253779 1.91897734865 5699.931 4.1629
378 249163148 234.51671713025 -26.14698877296 99999 99999
379 211490316 126.6719714195 12.99941933621 99999 99999
380 213645408 289.76416646206 -28.72260532956 99999 99999
381 228742658 183.77815576655 -9.25793801469 5620.148 4.0279
382 201215293 171.24486471644 -3.7430651556 5958.4805 4.2
383 210374010 61.64978448625 12.84773408418 6289.1484 3.9938
384 211318888 125.96547652132 10.2316321369 6980.39 4.2208
385 231561614 256.86840878622 -29.57109690937 6358.145 4.1068
386 231645258 257.1535595022 -29.23297503013 6294.7686 3.8331
387 231656955 257.07686932901 -29.18582535168 10501.992 4.0163
388 237793521 258.90579704705 -30.78858613738 99999 99999
389 242182441 264.89631205177 -30.13868751683 9129.808 3.8881
390 246806871 78.9189515854 15.8148953382 4982.4478 2.9101
391 213611091 287.48523073559 -28.83414360219 99999 99999
392 205922257 334.02642413 -17.34029481914 5671.2065 4.1104
393 205997313 340.87752336223 -14.90014754996 6153.9106 4.2686
394 211345990 130.12763738585 10.7403418501 99999 99999
395 237812093 258.27993573352 -30.73326261121 99999 99999
396 251402958 138.0607270932 24.95887468578 6151.2627 4.2768
397 211382454 133.08692509885 11.36314814499 4879.6196 2.7502
398 240292657 264.43237247256 -29.86171216031 7612.853 3.5569
399 251373482 137.71324292336 22.95997325093 6529.5317 3.8739
400 212313298 206.07916594771 -17.13814013891 6347.989 4.0242
401 249117019 237.84100416976 -26.71651918412 6771.363 3.5826
402 201166590 174.6355082479 -4.90134123229 99999 99999
403 246799660 75.25160118066 15.73832477932 4664.203 2.3587
404 213745291 289.22379228894 -28.40621221909 4749.0566 2.5816
405 237853022 261.51720047685 -30.61304769928 5009.9224 3.3652
406 245959086 353.46646571499 -10.58255945977 5936.1025 4.1799
407 246727929 75.46966046915 14.91850001243 99999 99999
408 212867449 203.97780573603 -3.25115013511 5237.4863 2.6639
409 220167503 14.14681887983 -1.3032251726 6134.883 4.2651
410 249124579 235.77249366829 -26.62560127582 5933.6523 4.2467
411 251566981 201.44589402745 -2.02195826719 7292.2993 3.5664
412 201206607 169.20027785883 -3.94844351562 6104.3545 4.1265
413 212303300 204.46948390029 -17.43171702023 5593.099 4.4038
414 249169957 229.30211231536 -26.05851547488 99999 99999
415 202676399 247.9264971275 -28.77827763118 5827.348 3.9936
416 212219831 129.99006915118 24.9375340981 4776.1514 2.5993
417 212222272 130.31714877126 25.03261856272 6088.8184 3.6628
418 212322695 204.88850459931 -16.87068314347 5000.5415 2.886
419 213251240 288.4921333217 -30.11857433235 5750.4927 4.117
420 246724473 73.87869218664 14.87503595806 4674.149 2.4651
421 251403074 137.92637439144 24.96618564046 6395.3784 3.9355
422 202059367 97.06816267864 16.67124385881 7271.632 3.3251
423 202060704 95.91425330027 14.33342026377 10823.531 3.8825
424 202060706 95.62310976634 14.23444257253 99999 99999
425 202072455 101.63166592863 15.67667852333 9035.559 3.9148
426 202072501 102.5161958768 16.62947384173 8044.4985 4.0849
427 202072520 98.4350214194 16.97147614985 9620.11 4.1748
428 202072597 100.38487304632 16.4664603381 7206.4136 4.1464
429 202087678 99.47245206667 15.27484089525 6398.592 4.1279
430 202089251 95.67088201889 15.35614339008 6044.729 4.0898
431 202089875 99.62346860692 16.50081033502 6111.886 4.0144
432 202089934 92.75048998605 17.17003466055 6467.6133 3.773
433 202089995 91.94058697098 17.20614404134 6108.5386 3.8965
434 202090708 97.41156877148 14.50414208657 6369.611 4.0889
435 202090737 99.98997526703 17.18094768188 5878.6816 4.2882
436 202090791 102.52220068311 16.96982166439 6213.665 4.0103
437 202091511 99.88738151527 16.94324261906 6334.4536 4.0805
438 202092465 99.8564181773 15.79048192331 6372.3145 3.5982
439 202092554 101.44145538794 17.12440372483 5731.4565 3.8396
440 202094259 95.43360295622 17.12967609759 6474.4517 4.1583
441 202094298 100.18095702651 15.4025889115 6493.0747 4.1587
442 202095206 98.32101618271 15.97799712677 6525.988 3.9927
443 202095658 100.29729382306 15.09921215987 6721.5635 4.093
444 202127182 100.15511786777 15.64520767919 5309.5312 3.0232
445 202127279 102.26982838395 16.91932718763 4852.4067 2.7434
446 202127326 103.06756827865 16.70920847873 5083.7246 2.8207
447 202127789 98.28528101647 16.50074144672 4955.6733 2.8027
448 202136048 98.20932562605 16.5621964197 99999 99999
449 237798830 260.86215869131 -30.77297132086 6438.79 3.9797
450 238020367 260.29982610412 -30.115293793 99999 99999
451 249227564 231.56830698994 -25.31801147812 99999 99999
452 251403665 135.81333111515 25.00156167255 6393.3564 4.1355
453 202799914 247.26743405027 -28.31965634196 99999 99999
454 211306307 128.98004381384 9.97760597373 99999 99999
455 220249056 21.5151399267 1.55325742101 5870.039 4.1728
456 249118832 235.53132369319 -26.69511527356 5867.8613 4.1426
457 205908472 338.37821917701 -17.86784797928 5905.659 4.2531
458 211353630 127.76391855704 10.88002592353 4771.3296 2.3828
459 220301584 22.06642408313 2.66491460127 5900.056 4.3204
460 245935806 353.45301228335 -11.43054008745 6391.5527 4.0178
461 248416408 158.61950418878 0.21027101049 5734.447 4.1435
462 249159504 234.4538402064 -26.19320509849 99999 99999
463 205985923 339.69851670628 -15.24245188565 99999 99999
464 201356060 167.92181557102 -1.61465266412 99999 99999
465 212283777 206.74302541447 -18.0258215589 99999 99999
466 220199954 17.63395163424 -0.00505135058 6000.9062 4.3222
467 220208320 16.11368957341 0.29619471368 6539.1167 4.0586
468 245914838 352.68160779225 -12.57228219572 6636.9062 4.0293
