EPICID Teff logg
211378687.000000 3686.096400 4.198700
211524607.000000 4134.489700 4.657400
220266546.000000 3578.137700 4.037000
211314570.000000 3517.971400 4.831900
220186649.000000 3780.960400 4.694500
228751231.000000 3511.604000 4.584000
245922655.000000 3514.562500 4.786400
201260636.000000 3625.243200 4.822700
201143248.000000 3528.187300 4.639200
245986661.000000 3562.191700 4.749300
202813658.000000 3717.977800 4.241300
210353740.000000 3807.856700 4.682400
251384283.000000 3861.266400 4.281700
210349237.000000 3378.795200 4.719800
220230853.000000 3703.825200 4.848400
205969986.000000 4199.449000 4.618100
228712074.000000 3470.365700 4.798100
251407881.000000 4178.228500 4.524700
201126062.000000 3627.158200 4.322300
202767023.000000 3475.836000 4.892000
201140975.000000 3653.044700 4.701900
228701235.000000 4198.543000 4.569000
228743446.000000 3881.424800 4.694700
210444107.000000 3827.160600 4.430300
220169765.000000 3553.043500 4.889900
211395279.000000 3601.921900 4.345300
248431704.000000 4170.025000 4.528900
210372126.000000 3512.947800 4.428800
201290520.000000 3472.119000 4.805300
201921127.000000 3452.675800 4.013200
210478918.000000 3747.722400 4.552800
212206519.000000 4166.699700 4.651600
220172764.000000 4205.565000 4.544100
228722026.000000 3551.959200 4.417200
248524363.000000 4246.016000 4.611700
201197734.000000 3607.851000 4.713700
251391693.000000 3985.201400 4.771400
210323900.000000 3560.561000 4.616400
213713191.000000 3342.656200 4.782200
248425700.000000 4203.799300 4.363300
228727977.000000 3623.814500 4.292900
245968661.000000 4186.664000 4.676600
220259414.000000 3559.941400 4.703700
246007592.000000 3729.482700 4.754400
248419751.000000 3752.867400 4.704200
205929116.000000 4120.045400 4.470200
211354171.000000 3516.467300 4.680100
212227299.000000 3565.077400 4.049400
201174640.000000 3529.593800 4.505000
205920687.000000 3460.444300 4.799800
220215323.000000 3410.554400 4.801600
228706465.000000 3490.665300 4.855500
201485726.000000 4198.126000 4.545000
220205427.000000 4141.007000 4.505000
202084234.000000 3950.178700 4.644000
202084668.000000 3927.843000 4.737600
202085320.000000 4198.229500 4.498400
202085383.000000 4234.859000 4.635500
202085472.000000 4210.848600 4.645900
202136419.000000 3461.010500 4.468900
205940512.000000 4187.795400 4.375100
211401871.000000 3711.570000 4.751000
201175580.000000 3689.929200 4.719800
245944980.000000 4207.609000 4.620900
246832232.000000 3380.710000 4.797600
213782215.000000 3990.953000 4.478100
246861553.000000 4165.648000 4.310600
211375321.000000 3435.449500 4.889200
205926322.000000 4010.029000 4.557800
213711130.000000 3508.440000 4.848900
220206333.000000 4199.938000 4.637100
201123619.000000 3530.489000 4.071600
201210404.000000 4195.757300 4.657400
220227470.000000 3566.664800 4.828200
246651394.000000 3546.055700 4.516100
210489662.000000 3405.175800 4.954100
228723628.000000 3530.781700 4.652200
228707132.000000 4246.557000 4.639900
211310170.000000 3454.488300 4.727300
212280209.000000 3572.755600 4.189500
248467000.000000 3999.882300 4.714300
205984468.000000 3802.970500 4.698000
248450107.000000 3896.275100 4.663300
249222916.000000 3865.113500 4.290200
212227096.000000 4142.571300 4.354000
212280466.000000 3677.869600 4.737100
220226990.000000 3435.928500 4.917200
248524277.000000 4194.382300 4.703700
212299288.000000 3662.132600 4.387900
212368012.000000 3943.342800 4.703600
206000548.000000 3658.230200 4.848400
220221774.000000 4057.867200 4.637700
211388827.000000 3445.210200 4.809700
211488381.000000 4176.018000 4.686800
210314232.000000 3597.773700 4.631900
210338097.000000 3487.303700 4.402700
246849484.000000 3375.875000 4.779700
201194247.000000 3833.582500 4.277500
228712858.000000 4120.823700 4.702700
211330448.000000 3675.421400 4.587200
206014402.000000 3639.291000 4.032800
251610809.000000 3777.788000 4.703000
246706378.000000 3745.178200 4.765800
205911536.000000 3408.510500 4.837000
210426077.000000 3675.804700 4.440200
211314162.000000 3820.825000 4.580700
228719523.000000 3365.994900 4.457600
251410233.000000 3472.496300 4.898400
205964642.000000 3613.845500 4.701800
220157239.000000 4240.128000 4.557400
210488219.000000 3363.216800 4.858700
249201216.000000 3585.873800 4.752000
210406527.000000 3725.022000 4.824000
211492424.000000 3513.011500 4.794000
212226026.000000 3434.510300 4.577000
211480727.000000 4236.100000 4.623000
246708072.000000 3403.536900 4.823700
246839140.000000 3488.255400 4.685500
201146106.000000 3510.106400 4.774600
211414675.000000 3385.765600 4.409600
213462890.000000 3741.791500 4.295500
249108674.000000 3208.114700 4.829500
251377562.000000 4242.283700 4.683000
205950779.000000 3442.459200 4.686400
213442550.000000 3559.691400 4.737000
220234669.000000 3569.213100 4.788400
210367064.000000 3653.999300 4.712700
220201150.000000 3768.369900 4.707600
245926750.000000 3656.808800 4.552900
201264179.000000 3794.514000 4.606000
228767376.000000 4000.824500 4.714400
205996447.000000 4132.981000 4.355100
248473312.000000 4206.638700 4.679000
246030323.000000 4225.834000 4.647900
246076822.000000 3541.653000 4.626300
220258264.000000 3651.560800 4.729200
201218774.000000 3961.354000 4.648800
211323989.000000 3797.956800 4.646300
228720575.000000 3592.936000 4.649000
205976304.000000 4199.430700 4.654000
228742183.000000 3954.959000 4.708400
212318879.000000 3814.638000 4.837300
210419493.000000 3604.881300 4.260000
248444277.000000 4242.786600 4.501000
228720648.000000 4128.418500 4.675500
213839027.000000 3555.133300 4.741000
246032593.000000 4197.086400 4.511800
201221146.000000 3703.766400 4.719000
213734273.000000 3533.541000 4.756200
220173693.000000 3996.245400 4.683600
246832524.000000 3820.365500 4.674400
249154575.000000 3635.301500 4.764000
205918058.000000 4215.016000 4.629800
246015696.000000 4230.300000 4.368900
212212344.000000 4198.434600 4.644200
228728812.000000 3791.105500 4.532200
251406388.000000 4014.390100 4.698300
203082910.000000 4026.164800 4.434100
205941822.000000 3733.514200 4.521300
210373873.000000 3514.188000 4.405600
246069203.000000 4186.324000 4.660200
202604087.000000 3705.210200 4.612000
210385899.000000 3708.093500 4.431200
245920547.000000 3317.759800 4.862000
246732141.000000 3922.023200 4.758100
210386601.000000 3694.291000 4.700500
220199246.000000 4118.942000 4.691500
249104102.000000 4080.823500 4.666400
228706486.000000 3520.950700 4.573300
205893858.000000 3834.207500 4.659500
228702421.000000 3476.166000 4.760200
245935540.000000 3879.228500 4.639200
245944897.000000 3343.434300 4.906200
251386469.000000 4021.408700 4.640100
228746120.000000 3755.421000 4.697500
245941164.000000 4000.044700 4.648800
212228695.000000 4240.626000 4.500000
245974588.000000 3583.413800 4.683500
248518076.000000 3780.084700 4.702300
202483641.000000 3686.337400 4.697500
228716273.000000 3920.639000 4.619900
201210002.000000 4235.079600 4.383400
211480470.000000 3721.886500 4.569200
212217647.000000 3582.363500 4.127200
249243597.000000 4242.151000 4.683000
202068113.000000 3282.976600 4.452400
202081358.000000 3573.803200 4.800800
202085047.000000 4079.251200 4.653900
202085386.000000 4189.448700 4.655200
202135114.000000 3875.233200 4.517100
248441185.000000 3480.523400 4.741800
202640826.000000 3626.971000 4.599200
220152532.000000 3702.859600 4.330800
248473818.000000 3416.001700 4.838700
249198295.000000 4231.045400 4.648900
211490469.000000 4199.746600 4.570700
248456193.000000 4109.428700 4.634700
210390391.000000 4058.406200 4.661000
220174622.000000 4096.367000 4.661900
228750551.000000 4241.962400 4.134200
228714614.000000 3741.013200 4.770800
201287802.000000 3556.286900 4.874700
245927782.000000 3652.792000 4.835200
205911287.000000 3509.786400 4.527600
245957266.000000 3763.769500 4.719900
211321386.000000 3482.729200 4.657900
246011221.000000 3522.683000 4.756700
228712872.000000 3731.002200 4.775300
211389211.000000 3571.151600 4.649100
220168802.000000 3680.639000 4.717800
211440074.000000 3677.387200 4.408700
220209167.000000 3688.070000 4.854300
212307861.000000 3545.376500 4.769400
206024309.000000 3592.251700 4.353400
220156753.000000 3768.448500 4.701600
249148700.000000 3496.342000 4.935000
203083616.000000 2860.441400 4.639300
205973478.000000 4112.766600 4.640400
246817687.000000 3321.100000 4.873400
201155549.000000 3416.243700 4.856900
202646341.000000 3595.090600 4.840000
201190784.000000 3970.559300 4.271700
210375265.000000 3951.957300 4.629000
212287001.000000 3381.952000 4.839300
201176421.000000 4071.818600 4.574000
249240805.000000 3773.153800 4.680500
245942556.000000 4001.303200 4.648600
201173200.000000 4164.605000 4.581800
228761658.000000 3979.834000 4.755400
205951739.000000 3756.899400 4.731000
246854231.000000 3357.660200 4.975800
202659813.000000 3724.559800 4.530400
211500278.000000 3312.345700 4.737800
212299157.000000 3661.195800 4.572500
210480766.000000 3381.159200 4.925200
246779925.000000 3682.086000 4.627300
201189741.000000 3491.410600 4.770800
210397664.000000 3566.165500 4.813000
220278539.000000 3539.182900 4.068700
201156345.000000 3555.053200 4.439500
245932437.000000 4112.335400 4.653100
251609376.000000 3903.168700 4.485700
251602041.000000 3818.222700 4.640400
201089025.000000 3483.597400 4.517300
228760197.000000 4157.626500 4.288200
210355463.000000 3431.512000 4.230200
228714361.000000 3774.945800 4.727000
201918479.000000 3554.883300 4.756500
212284993.000000 3556.513200 4.702400
210367469.000000 3372.920200 4.716900
205942270.000000 4192.660600 4.652300
228726934.000000 3813.264400 4.722000
228762767.000000 3549.503200 4.644700
201165795.000000 4149.737000 4.658700
210336845.000000 3714.754200 4.678900
246746614.000000 4221.532700 4.660900
251405783.000000 4197.029000 4.647700
201276883.000000 3679.309600 4.706800
220163386.000000 4190.378000 4.655100
228754121.000000 3612.407200 4.746000
206006723.000000 4037.535000 4.673600
205923133.000000 3762.784200 4.691300
228737512.000000 4012.658200 4.655300
212271290.000000 4126.222700 4.678000
228704044.000000 3815.614000 4.626000
220172740.000000 3512.134000 4.210100
210370656.000000 3489.511700 4.752600
228709416.000000 3985.995600 4.382100
231526829.000000 3474.273400 4.556000
211494245.000000 4100.860400 4.400100
220247277.000000 3521.731700 4.917200
228746270.000000 3474.441200 4.579500
220211133.000000 3612.048300 4.708000
245982821.000000 4231.324000 4.414300
245998783.000000 4187.241000 4.665900
228747561.000000 4213.385300 4.556300
201152644.000000 3726.425000 4.396000
211373363.000000 4235.553700 4.448300
220239918.000000 3697.326400 4.479600
246012128.000000 3744.960400 4.615400
201359129.000000 3763.935000 4.561700
210381646.000000 3572.257600 4.871300
211348849.000000 4150.183000 4.651700
249097408.000000 3478.519800 4.529700
201153524.000000 3314.741200 4.908900
201903390.000000 3682.219500 4.418200
205912560.000000 4206.588000 4.662100
202084559.000000 3489.354700 4.627500
202084937.000000 4051.047400 4.653700
202085551.000000 3611.925500 4.019000
202085672.000000 4213.755400 4.674900
202135911.000000 3818.834700 4.674800
205955086.000000 4061.642600 4.347200
220170204.000000 3406.901600 4.888200
201272167.000000 4170.343300 4.524800
201390218.000000 4130.991000 4.498500
203024070.000000 3873.531700 4.693600
248449640.000000 3860.514000 4.713700
201241974.000000 3606.403300 4.759600
228728591.000000 3739.467000 4.839100
211489484.000000 3596.887000 4.523500
205939537.000000 4115.723000 4.678600
220178797.000000 3710.983400 4.754700
205952324.000000 3651.805400 4.755000
202081464.000000 3993.723100 4.671000
202081537.000000 3655.995800 4.783500
202082159.000000 3823.015400 4.486700
202085110.000000 3889.387200 4.527000
202085701.000000 4130.406200 4.701200
251457107.000000 3424.753700 4.982700
228711122.000000 3592.470500 4.597400
220262404.000000 3613.992200 4.858500
228710522.000000 3394.300300 4.874700
205946209.000000 4248.760700 4.561400
211376630.000000 3665.890000 4.743600
246767446.000000 3689.637500 4.603000
220224927.000000 3480.943800 4.581700
246679155.000000 3509.859600 4.495300
228735933.000000 3714.593000 4.677100
248470026.000000 3284.310500 4.928100
220178394.000000 3598.941200 4.203800
249161091.000000 3741.633300 4.565800
201162246.000000 3969.748500 4.366700
213740486.000000 3847.299300 4.466500
205953416.000000 4132.321000 4.670300
210357981.000000 3604.301500 4.782300
202955563.000000 2873.093000 4.880400
220188008.000000 3331.801300 4.857600
220148325.000000 3661.213900 4.431600
220262962.000000 3439.986300 4.953800
201148900.000000 3807.183800 4.695600
201259803.000000 3716.051300 4.609100
245965056.000000 3360.439200 4.965600
245934421.000000 4036.236300 4.710000
246759896.000000 3626.740000 4.790200
201091701.000000 3628.550300 4.759500
201232485.000000 4063.112300 4.519000
228753134.000000 3619.263700 4.847400
210357006.000000 3605.136500 4.346200
212337349.000000 3564.288600 4.592500
206011409.000000 4148.871000 4.482900
220184691.000000 3239.923600 4.939900
206020713.000000 3539.013700 4.591000
210383988.000000 3473.846200 4.874700
203347164.000000 3842.444600 4.773700
220202916.000000 3505.292200 4.788700
201203625.000000 3692.559600 4.207000
245981693.000000 3577.238300 4.872400
211492815.000000 3454.681600 4.579600
248479812.000000 3637.108200 4.728000
245936178.000000 3781.213900 4.800700
249210223.000000 2810.114500 4.770400
201149416.000000 4183.319300 4.507700
201156840.000000 4074.352000 4.511100
201150679.000000 3310.295200 4.940200
220275265.000000 3520.059800 4.827500
201165011.000000 3657.439200 4.789800
201203955.000000 3487.204000 4.455500
245995707.000000 3488.757000 4.758100
211403409.000000 3424.439700 4.795500
212349592.000000 3685.173800 4.552900
220228491.000000 3428.017300 4.894200
201148324.000000 4249.363000 4.414900
245928605.000000 3662.221000 4.677700
249137687.000000 3577.018300 4.814600
246051416.000000 3572.451700 4.696900
210452938.000000 3319.432100 4.916400
228769353.000000 3526.417500 4.565100
220239179.000000 3602.191000 4.874600
212884924.000000 4113.807600 4.471800
210376448.000000 3475.898700 4.521500
210391472.000000 3409.257300 4.525100
210405830.000000 3691.744600 4.670800
213395537.000000 3288.088100 4.863600
248461118.000000 3749.243200 4.739000
220268541.000000 3320.081000 4.864200
228731633.000000 3289.727500 4.867700
248529613.000000 3402.193600 4.465200
220220652.000000 3426.410400 4.113200
228716913.000000 3426.337200 4.884800
228743405.000000 3723.631800 4.605400
220288315.000000 3386.775000 4.503400
211374020.000000 3477.979200 4.830600
201171409.000000 3639.868700 4.319100
201895362.000000 4175.199700 4.571200
220229280.000000 3567.240500 4.595800
245939500.000000 4163.549000 4.540900
228733328.000000 3380.476000 4.886300
211383671.000000 3414.076200 4.817100
213444219.000000 3465.684000 4.852100
245933105.000000 3728.250500 4.208400
220234553.000000 3693.747600 4.744000
201200410.000000 3621.925000 4.781000
246074131.000000 3548.209500 4.821300
201918845.000000 3552.439000 4.791300
228725019.000000 3468.023000 4.265000
205916847.000000 4246.252000 4.579700
220298669.000000 3363.046900 4.905100
201235301.000000 3898.763400 4.704000
211403968.000000 3551.290500 4.707500
201280577.000000 3845.462200 4.723900
211349344.000000 3482.193800 4.717000
228761066.000000 3861.569600 4.395800
246697609.000000 3408.761200 4.892500
205938653.000000 3790.620600 4.682600
201912949.000000 4002.232400 4.697000
205995692.000000 4221.620600 4.528000
201089091.000000 3413.840000 4.830500
228728687.000000 3678.687500 4.653700
228766391.000000 3518.564500 4.778100
249251082.000000 3551.035200 4.863300
201387134.000000 3660.044200 4.491900
228766662.000000 3778.501700 4.732600
251607109.000000 3481.767600 4.830800
201238064.000000 3509.281700 4.736500
213332125.000000 3964.534700 4.691900
220217757.000000 3563.046400 4.449500
246004753.000000 3503.468500 4.814200
229130720.000000 3560.547400 4.649800
249143037.000000 4211.031200 4.580700
220221219.000000 3780.782000 4.690400
248433172.000000 3673.914600 4.781900
205914673.000000 4139.920400 4.655000
249172800.000000 3483.345000 4.426700
210387639.000000 3364.167700 4.648000
205930655.000000 4224.096700 4.635200
220196450.000000 3471.777600 4.579800
205968379.000000 3757.054200 4.673800
220263089.000000 3784.293500 4.711500
228718706.000000 3536.108400 4.751300
246018882.000000 3697.127400 4.806100
201347066.000000 4056.940400 4.396400
201368722.000000 3613.301800 4.746600
245965442.000000 4201.483000 4.490400
220183708.000000 3825.534700 4.686400
228704506.000000 3374.287000 4.986400
206010646.000000 4171.746600 4.658000
211408839.000000 3593.748800 4.643600
211531844.000000 4144.864300 4.664100
228731432.000000 3520.514000 4.763600
245983559.000000 3825.179700 4.649200
205916458.000000 3599.992400 4.141300
228721090.000000 3846.969700 4.189200
251363630.000000 3827.335000 4.387300
220183549.000000 3655.670700 4.756300
220261002.000000 3536.710200 4.806400
220197813.000000 3705.647500 4.803700
228762208.000000 3432.687500 4.649200
201198725.000000 4247.546000 4.562200
211483344.000000 3486.394500 4.951700
245924870.000000 3866.974900 4.659300
246793066.000000 3530.188700 4.708700
229153363.000000 3445.055000 4.581600
220255934.000000 3900.484600 4.618500
220173213.000000 3752.731400 4.731600
210382121.000000 3531.194600 4.668400
228723349.000000 3473.789000 4.567400
245928385.000000 4223.834500 4.617900
205909275.000000 3716.447300 4.683400
228719619.000000 3311.796400 4.916500
201098470.000000 3587.248000 4.742600
201185751.000000 4159.452600 4.689200
245941765.000000 3504.853500 4.862000
201905122.000000 3555.703100 4.613600
220230652.000000 3483.827000 4.801200
246734079.000000 3490.569300 4.324700
210391134.000000 3771.687500 4.759400
228711073.000000 3669.119400 4.752900
210385578.000000 3614.452600 4.792900
220165254.000000 3579.845200 4.783900
201387979.000000 3954.626700 4.643500
201190856.000000 3343.351800 4.926600
220199072.000000 3578.868700 4.843700
211378223.000000 3551.772000 4.739500
220197598.000000 3422.310500 4.567500
246636441.000000 3322.334500 4.949800
220206196.000000 3472.782200 4.665300
228759112.000000 3541.886500 4.761900
245982312.000000 3619.291500 4.332800
205904697.000000 4244.359400 4.551700
228718486.000000 3409.863800 4.851000
201149321.000000 3791.582000 4.750500
245925841.000000 4099.730500 4.675200
205934242.000000 4160.796000 4.378500
245975711.000000 4192.545400 4.531400
248437113.000000 3691.633300 4.393900
249173953.000000 3464.845000 4.558200
249117165.000000 4236.786600 4.684400
201913366.000000 4200.396500 4.455100
248472875.000000 3374.346400 4.931100
205908698.000000 3837.416700 4.697200
245977565.000000 3331.876200 4.900800
228754800.000000 3872.617400 4.473800
251386275.000000 4164.322000 4.549600
211429172.000000 3276.881300 4.888300
211497653.000000 3561.853300 4.700100
210421801.000000 3136.940000 4.937600
201274176.000000 4117.533700 4.548100
220189671.000000 3477.876200 4.592200
205979274.000000 4110.674300 4.647900
210378094.000000 3790.791300 4.501300
228737252.000000 3386.570600 4.948800
205908463.000000 3818.677500 4.575700
211343903.000000 3502.312700 4.772100
249151067.000000 3677.027800 4.717200
211397962.000000 3378.364700 4.928300
211501352.000000 4235.589000 4.665200
212281891.000000 3472.404800 4.840300
210410964.000000 3689.086700 4.564200
246644458.000000 3435.074200 4.815400
213257891.000000 3403.865700 4.795900
220169879.000000 3484.661000 4.321100
228736966.000000 3783.836400 4.581500
205946454.000000 3575.051300 4.726400
201175459.000000 3316.193800 4.962300
251380340.000000 3795.799600 4.691100
210425130.000000 3677.062300 4.579900
210439419.000000 3362.131300 4.581300
220154854.000000 4124.594000 4.612100
220198434.000000 3456.032200 4.843200
228730662.000000 3413.508500 4.506800
228731701.000000 3485.005100 4.742600
210354942.000000 3734.526900 4.662700
220173046.000000 3837.212400 4.759800
206019700.000000 3849.910600 4.422700
212308734.000000 3625.370600 4.685100
220173538.000000 3375.906500 4.934500
201196871.000000 3902.630900 4.475200
211343918.000000 3521.463000 4.717100
228715171.000000 3544.475300 4.408300
249142065.000000 3704.348000 4.706500
206001048.000000 4178.512700 4.519800
220244164.000000 3690.387000 4.339600
211487356.000000 3420.792700 4.931800
211362966.000000 3660.084500 4.746800
228724917.000000 3631.593500 4.715800
228746474.000000 3524.331000 4.558500
220211951.000000 3625.223100 4.399000
248418078.000000 4194.988300 4.394500
201907915.000000 4232.172000 4.647700
201362552.000000 4144.689000 4.287000
248460353.000000 3566.353500 4.927000
228753037.000000 3412.240000 4.584200
228714211.000000 3613.244400 4.561800
206013306.000000 4204.000000 4.652800
245917993.000000 3555.884800 4.573400
246754564.000000 4033.312500 4.694700
248407141.000000 3486.350300 4.566000
205963435.000000 4174.807600 4.662200
206013096.000000 3653.502000 4.272800
212289245.000000 4231.595700 4.654500
210326779.000000 3503.308800 4.643800
210400536.000000 3411.243700 4.875100
201248032.000000 3854.455300 4.522100
205932218.000000 4192.874500 4.580100
211485669.000000 3563.298600 4.734300
220195854.000000 3723.300500 4.657500
248480964.000000 4228.542000 4.562300
228708703.000000 3453.129000 4.866300
228729608.000000 3567.673300 4.785000
228719610.000000 3453.384800 4.892000
201136343.000000 3291.172600 4.879800
201223149.000000 4104.455000 4.657400
210425323.000000 3473.076000 4.950000
220207378.000000 3721.273400 4.757800
220197456.000000 3288.766800 4.970700
202085652.000000 3633.170700 4.387200
202136008.000000 3799.080800 4.458200
205958522.000000 4096.502000 4.668000
228722094.000000 3498.600000 4.592300
205930485.000000 4038.532500 4.663500
211311315.000000 4183.934600 4.655200
211432062.000000 3593.413300 4.359200
245966594.000000 4241.163600 4.451800
220193286.000000 3593.180700 4.834000
220188114.000000 4014.533400 4.667600
228731697.000000 3669.653300 4.704700
228745444.000000 3397.850000 4.681300
212196561.000000 3984.440200 4.685600
202827748.000000 4088.272500 4.667700
201133900.000000 3734.256000 4.706400
245929941.000000 3791.132600 4.386100
245925892.000000 4154.058000 4.383200
205998588.000000 3945.584000 4.652400
201102594.000000 3444.669200 4.679600
212207926.000000 3817.680000 4.196900
220176116.000000 4148.080600 4.489800
220179315.000000 3662.074200 4.357400
220163154.000000 3822.352300 4.652400
211393432.000000 4187.388000 4.482700
201240084.000000 4242.870600 4.656700
245973039.000000 3951.677500 4.661900
205962814.000000 3644.137200 4.432200
228709764.000000 3590.305700 4.739800
220201779.000000 3532.773000 4.745500
220199235.000000 3356.009000 4.955700
249152334.000000 3595.643300 4.862800
211374676.000000 3565.576400 4.721900
228713889.000000 4126.084500 4.546000
202716786.000000 3565.736800 4.694800
210370843.000000 3635.754600 4.546200
228725730.000000 3629.484600 4.800000
245919176.000000 3805.725000 4.723600
205905261.000000 3763.776000 4.602000
220230043.000000 3527.308000 4.745900
210425070.000000 3536.153000 4.631300
213911421.000000 3549.939700 4.301100
201189844.000000 3776.857200 4.255500
228726696.000000 3458.554700 4.645600
245996687.000000 3581.079600 4.461400
249111828.000000 3464.422900 4.583800
205963438.000000 3968.996600 4.699700
220184049.000000 3387.808800 4.926600
228716031.000000 3421.673600 4.560100
246044430.000000 4186.452600 4.440100
205942684.000000 4134.315000 4.663400
211392983.000000 3579.363800 4.781700
220223090.000000 3441.444600 4.557900
246037854.000000 3795.874500 4.691100
246746214.000000 3797.873500 4.534400
245978709.000000 4091.622600 4.695300
228701087.000000 3572.877200 4.775500
210312956.000000 3510.806000 4.661800
201255251.000000 4145.838400 4.650700
205933375.000000 4244.275400 4.659300
213714642.000000 3568.925000 4.598700
220197784.000000 3733.434300 4.667300
211392891.000000 3501.599400 4.899100
245913422.000000 4074.452600 4.656600
212282975.000000 3261.321800 4.954400
201148067.000000 3527.062300 4.737400
246833569.000000 3517.110000 4.437800
211432376.000000 3963.033200 4.673500
245921214.000000 3465.731400 4.806300
220176647.000000 3602.566700 4.799000
228708549.000000 3578.786100 4.734000
212212117.000000 3527.002200 4.576700
220266472.000000 3883.910000 4.377000
201390316.000000 3477.605200 4.471300
245951935.000000 4002.775100 4.689700
246700110.000000 3639.409000 4.744800
220249740.000000 4097.178700 4.391600
212283238.000000 3573.822800 4.659600
220219651.000000 3725.247000 4.679300
245929889.000000 3463.939700 4.828300
246860716.000000 4214.674000 4.507400
201203954.000000 3207.815400 4.900000
201918478.000000 4113.132300 4.661100
220245588.000000 4113.627000 4.675800
228722027.000000 3530.758500 4.821900
249147589.000000 3332.158000 4.979800
211322184.000000 3385.096400 4.921200
213559660.000000 3504.634000 4.813400
220265249.000000 3617.342800 4.691400
201159680.000000 3843.626000 4.571100
206019671.000000 4066.046600 4.638200
210379141.000000 3282.592800 4.500500
228713707.000000 3471.274400 4.536600
228754725.000000 3613.918700 4.855000
246849611.000000 3745.390100 4.201200
246822607.000000 4244.830000 4.582500
205959792.000000 3830.929400 4.357600
201077030.000000 4157.035000 4.661200
210367189.000000 3475.773000 4.502200
210398984.000000 3296.317100 4.411700
220179815.000000 3477.423800 4.650400
246054782.000000 4190.463000 4.631800
251554125.000000 3564.482400 4.691200
205978711.000000 3794.233000 4.740200
245967344.000000 3326.985000 4.558900
249131375.000000 4231.491000 4.588300
245939009.000000 3436.871800 4.841700
211356726.000000 3467.551000 4.550700
245925891.000000 4135.632000 4.686800
205930391.000000 4220.534000 4.641000
212274780.000000 4000.257800 4.691600
228709297.000000 4244.986300 4.492700
228711197.000000 3456.930000 4.822800
228738348.000000 4130.749000 4.668000
211358479.000000 3416.224900 4.872100
201181471.000000 4212.062500 4.658000
201163588.000000 4067.104700 4.450700
228744217.000000 3542.129400 4.878000
201923398.000000 3550.388000 4.513800
210405685.000000 3564.018600 4.556900
205943807.000000 3553.336200 4.521300
220272487.000000 3596.551300 4.764900
201489882.000000 3311.973000 4.617100
210412311.000000 3692.636500 4.748500
245945608.000000 4057.152000 4.455000
220179459.000000 4127.759000 4.520200
220222660.000000 4170.537600 4.564200
211337552.000000 3514.444600 4.435500
228724460.000000 3936.160000 4.705200
237804153.000000 3549.076400 4.547900
211344480.000000 3490.167000 4.740100
245942429.000000 4200.380400 4.664100
248537652.000000 3679.063200 4.634500
201177699.000000 4002.718000 4.659100
202067546.000000 3485.898700 4.828800
202081543.000000 3558.009300 4.756000
202085535.000000 4057.232400 4.693800
202135885.000000 3413.772700 4.416200
245943220.000000 4197.572800 4.393400
210381759.000000 3555.043500 4.662000
228758685.000000 4179.699000 4.676400
201128834.000000 3901.617700 4.644000
245940388.000000 4199.513700 4.661800
205905303.000000 3657.411100 4.548600
205971278.000000 4146.799000 4.703900
211358141.000000 3615.625500 4.654400
201249966.000000 3760.421900 4.695800
220170582.000000 3880.353000 4.619400
201909132.000000 3541.892300 4.596500
220229167.000000 3811.403800 4.565600
245925061.000000 3688.529800 4.467700
220194715.000000 4120.016000 4.357700
251385685.000000 4001.224000 4.702700
228736573.000000 3807.091800 4.684800
210427434.000000 3641.407500 4.627300
245953663.000000 3978.051500 4.717900
212324305.000000 3756.584000 4.645600
228713227.000000 3646.642800 4.671000
201203425.000000 3699.127200 4.372800
201130890.000000 3626.035400 4.800600
205973393.000000 3694.538600 4.457200
228705976.000000 3505.663600 4.445100
228716810.000000 3720.662600 4.398300
251613190.000000 3479.440200 4.726800
211324804.000000 3482.083000 4.638300
228718063.000000 3732.862500 4.771200
246880633.000000 3682.417500 4.448400
246088736.000000 3659.300800 4.733100
211357000.000000 3512.957500 4.693100
228712072.000000 3724.721400 4.584200
228758546.000000 3813.184800 4.550300
245946255.000000 4180.663000 4.459100
228760125.000000 4201.257000 4.622900
245961338.000000 4184.993700 4.222800
228734295.000000 3836.749000 4.396600
251394770.000000 3515.836000 4.783800
246024313.000000 3342.410400 4.934500
248434367.000000 4035.853000 4.666800
201210268.000000 3519.172900 4.638900
248420912.000000 3500.761500 4.094700
201095230.000000 3529.830000 4.849500
201144622.000000 3766.041000 4.605700
228716828.000000 4153.655000 4.677700
220175846.000000 4221.706500 4.495900
220217748.000000 3582.139400 4.779500
220227325.000000 3423.757300 4.861700
220224022.000000 4098.330600 4.641200
245968150.000000 3656.094200 4.588100
220172208.000000 4044.101000 4.440300
220265936.000000 4211.727000 4.486500
211376530.000000 4099.780000 4.684200
220217615.000000 3555.861300 4.597000
220177948.000000 3531.415800 4.689000
251397540.000000 4112.764600 4.695000
220195154.000000 4219.665000 4.515200
201379131.000000 3676.822000 4.620100
211329787.000000 3406.374300 4.908300
211333770.000000 3435.596700 4.590600
228736439.000000 4193.625000 4.435800
213641888.000000 4136.680700 4.687200
201165284.000000 3872.783200 4.640700
210401443.000000 3799.080800 4.672600
245942776.000000 3390.151400 4.484000
249176589.000000 3912.354700 4.753300
211546227.000000 3601.099400 4.517600
228709674.000000 4081.374800 4.770700
205933913.000000 4202.689500 4.653800
220260884.000000 3551.807100 4.312400
245923027.000000 3582.760700 4.710600
211519241.000000 3508.771200 4.867100
228721749.000000 3810.309600 4.599600
220160220.000000 3621.020500 4.755500
