EPIC_ID,TIC_ID,RA,DEC,(BP-RP)_0,Amag,Dist,Plx,Gmag,AG,BP-RP,E(BP-RP),Teff,logg,Flare #,Observation time,Average flare duration,Longest flare duration,Shortest flare duration,Average percentage increase,Highest percentage increase,Lowest percentage increase
205930655,TIC 12772896,337.079946,-17.030266,1.531227,7.182392165549798,491.1108928396032,2.0362,16.03569,0.3974,1.744027,0.2128,4224.1,4.6352,1,54.707429226219574,0.16665969052610308,0.16665969052610308,0.16665969052610308,22.530078887939453,22.530078887939453,22.530078887939453
220196450,TIC 248944598,20.142653,-0.137099,2.219551,9.30860018485211,228.8329519450801,4.37,16.584993,0.4788,2.516551,0.297,3471.8,4.5798,1,47.542126365018476,0.687509722062714,0.687509722062714,0.687509722062714,48.037898540496826,48.037898540496826,48.037898540496826
205968379,TIC 240716128,339.728045,-15.780863,1.878717,8.514653992436239,327.34295721627547,3.0549,16.408869,0.3192,2.061417,0.1827,3757.1,4.6738,0,54.707558487579945,0.0,0,0,0.0,0,0
220263089,TIC 344281038,22.37878,1.847174,1.898731,8.22438527178614,361.3891800079505,2.7671,16.488361,0.4741,2.172231,0.2735,3784.3,4.7115,0,45.896334996727774,0.0,0,0,0.0,0,0
228718706,TIC 98668320,185.974102,-10.417334,2.280089,9.147073638676265,238.71475973359435,4.1891,16.63017,0.5937,2.661489,0.3814,3536.1,4.7513,0,24.999623197413484,0.0,0,0,0.0,0,0
246018882,TIC 9097839,356.871293,-9.001342,1.956561,8.978892940694756,211.3807389870635,4.7308,16.07422,0.47,2.230761,0.2742,3697.1,4.8061,31,159.64474548202793,0.06765349431093308,0.3125077330082604,0.011573743960070715,8177.866374308528,241810.595703125,-3840.9175271843956
201347066,TIC 443612272,168.733872,-1.750346,1.69274,7.085881204329157,458.1061890146136,2.1829,15.957512,0.5668,2.00984,0.3171,4056.9,4.3964,1,24.562437026032512,0.1666639763063813,0.1666639763063813,0.1666639763063813,112.64638900756836,112.64638900756836,112.64638900756836
201368722,TIC 62903331,167.256181,-1.430036,2.094178,9.12343725267288,200.6058296054084,4.9849,16.068455,0.4333,2.354778,0.2606,3613.3,4.7466,7,100.15001982761532,0.12996584041742867,0.20832880529769682,0.04861488591268426,9772.668489388057,21293.78204345703,18.804752826690674
245965442,TIC 9051603,355.985363,-10.405998,1.522839,7.026311677893345,614.5526057030481,1.6272,16.344807,0.3757,1.724439,0.2016,4201.5,4.4904,0,54.70891557975642,0.0,0,0,0.0,0,0
220183708,TIC 248342805,16.426514,-0.638611,1.863267,8.170335959023317,339.5355154149124,2.9452,16.287062,0.4623,2.128067,0.2648,3825.5,4.6864,0,47.542000603491715,0.0,0,0,0.0,0,0
251605231,TIC 66715123,199.403877,-1.201631,2.451594,9.161062132789024,234.77485091796967,4.2594,16.01432,0.0,2.451594,0.0,nan,nan,12,26.222243170536785,0.20196790317155924,0.7291621913545896,0.03472199138332144,2022.7214177449544,15363.746643066406,11.389029026031494
228713797,TIC 380198133,187.858399,-10.665828,1.3595890000000002,6.995283555531904,596.8723886832995,1.6754,15.985891,0.1112,1.418489,0.0589,4443.1,4.4958,2,24.99969937695255,0.16666590887894017,0.18749731867933406,0.1458344990785463,56.95804953575134,91.3292646408081,22.58683443069458
206010646,TIC 146799122,342.962686,-14.518702,1.550168,7.471692976706006,416.0426027625229,2.4036,15.924982,0.3576,1.742068,0.1919,4171.7,4.658,1,54.707714272393105,0.1666624140455042,0.1666624140455042,0.1666624140455042,40.28204679489136,40.28204679489136,40.28204679489136
211408839,TIC 443996338,131.086161,11.775762,2.141088,8.687893976905086,302.416306287235,3.3067,16.60402,0.5131,2.455488,0.3144,3593.7,4.6436,2,48.834052484442054,0.16667093984449366,0.18750300080841953,0.1458388788805678,56.587398052215576,57.946932315826416,55.227863788604736
228731432,TIC 176940513,183.714542,-9.795676,2.311642,9.30861978936758,240.8071856864209,4.1527,16.866667,0.6497,2.728942,0.4173,3520.5,4.7636,2,24.99952669266372,0.4062420443118526,0.7291505929915729,0.08333349563213233,330.05656003952026,651.6572952270508,8.455824851989746
245983559,TIC 8919252,353.950449,-9.912261,1.918971,7.916052790075021,397.4246880216199,2.5162,16.344927,0.4326,2.171371,0.2524,3825.2,4.6492,0,54.70884063647759,0.0,0,0,0.0,0,0
205916458,TIC 12822542,337.985929,-17.555537,1.875588,8.072865145332397,404.25273881230544,2.4737,16.11233,0.0062,1.878988,0.0034,3600.0,4.1413,1,54.707458005352464,0.12499818769015292,0.12499818769015292,0.12499818769015292,29.155147075653076,29.155147075653076,29.155147075653076
201232438,TIC 443617785,169.204726,-3.474375,1.18888,6.629296725811926,707.8643731860975,1.4127,16.003347,0.1243,1.25498,0.0661,4692.2,4.6434,2,24.562484320312706,0.6354187209286692,0.9374972600492129,0.33334018180812564,333.6442172527313,655.4985523223877,11.789882183074951
210422183,TIC 388978323,57.693654,13.963409,2.44856,9.349371531213125,256.9175037895332,3.8923,16.39834,0.0,2.44856,0.0,nan,nan,1,52.04096730945844,0.22916866949753967,0.22916866949753967,0.22916866949753967,17.54530668258667,17.54530668258667,17.54530668258667
228721090,TIC 176909193,183.238009,-10.299435,1.825078,7.50235490510366,466.4179104477612,2.144,16.185131,0.3389,2.017778,0.1927,3847.0,4.1892,3,24.999517811674195,0.16666518733003008,0.31250018481932784,0.08333104308826478,65.48171440760295,168.11015605926514,11.79262399673462
220183549,TIC 248353555,17.629778,-0.644323,2.065181,8.889176151674185,268.5789487819945,3.7233,16.464336,0.4298,2.322281,0.2571,3655.7,4.7563,1,47.542039110986025,0.10416694475338772,0.10416694475338772,0.10416694475338772,20.486581325531006,20.486581325531006,20.486581325531006
