EPIC_ID,TIC_ID,RA,DEC,(BP-RP)_0,Amag,Dist,Plx,Gmag,AG,BP-RP,E(BP-RP),Teff,logg,Flare #,Observation time,Average flare duration,Longest flare duration,Shortest flare duration,Average percentage increase,Highest percentage increase,Lowest percentage increase
211307517,TIC366577452,127.95687,10.002571,1.302298,6.673472632490947,333.8563749874804,2.9953,14.303771,0.0125,1.308898,0.0066,4597.2,4.5514,1,48.83394418944431,0.1666722732800281,0.1666722732800281,0.1666722732800281,3.470790386199951,3.470790386199951,3.470790386199951
211441750,TIC21221710,128.868501,12.273031,1.868784,7.960415977452126,189.88663767730665,5.2663,14.352888,0.0,1.868784,0.0,nan,nan,8,199.65565057064123,0.07784077145586821,0.2708426173560383,0.009260123255444341,51.1307418346405,152.33421325683594,5.990457534790039
245926817,TIC49735747,352.614833,-11.872472,1.368678,7.0649952255717725,294.4380649530371,3.3963,14.513465,0.1035,1.423478,0.0548,4428.9,4.6434,3,109.41744545446682,0.11805457298411663,0.14583209063857794,0.08333269467811988,14114.395525799924,41840.58976177484,2.9553771018981934
202983384,TIC392171437,245.83905,-27.665546,2.194235,9.45264999016487,99.66810520965186,10.0333,14.946431,0.501,2.503035,0.3088,3514.2,4.7728,2,27.93701107187735,1.378433270546111,1.9721538769608742,0.784712664131348,71.36735916137695,87.3501181602478,55.3846001625061
205935708,TIC240663428,339.380989,-16.852113,1.593215,7.524238819981491,187.6278214533651,5.3297,14.363125,0.4724,1.848915,0.2557,4210.8,4.6602,21,133.62286670811227,0.38987692925900863,3.3124916783008302,0.02777699709031367,4221.243092559633,74090.33203125,6.249582767486572
211314705,TIC468989066,129.129927,10.14728,2.0862510000000003,9.101266139660437,90.93719877052906,10.9966,14.357374,0.4624,2.365451,0.2792,3607.4,4.7787,14,372.6601143655828,0.06498248576230838,0.3333378746467588,0.009260145697226108,836.8947003568921,5327.703475952148,3.6020278930664062
211425195,TIC366631676,130.174334,12.018094,1.264757,6.183621022029346,437.636761487965,2.285,14.47749,0.0883,1.311457,0.0467,4553.8,4.4568,1,48.83401365634995,0.25000910562607714,0.25000910562607714,0.25000910562607714,10.327041149139404,10.327041149139404,10.327041149139404
245948955,TIC49710564,352.169397,-10.886081,1.23632,6.1271546761897095,435.691878703381,2.2952,14.383452,0.0604,1.26802,0.0317,4631.0,4.4944,6,109.41744559392146,0.48611410552014905,1.3333507445640862,0.10416802344843745,-6781.580119245096,6002.441260369626,-42000.41434341548
246890134,TIC303678383,75.581543,16.657602,1.326054,6.562798755160754,275.8392408904091,3.6253,14.356179,0.5901,1.635754,0.3097,4556.1,4.6229,7,156.06457798086763,0.22321504166464884,0.4791689639555443,0.08333435850681781,57266.41399874922,402371.28050785424,-3667.306552259447
211399359,TIC366622912,128.067142,11.630727,1.1431410000000002,6.126243637339776,447.42729306487695,2.235,14.381456,0.0016,1.143941,0.0008,4835.3,4.5398,5,172.48643835907842,0.14305811364733928,0.2500083075640305,0.06944303173622757,10.552270412445068,24.83004331588745,2.834463119506836
