EPIC_ID,TIC_ID,RA,DEC,(BP-RP)_0,Amag,Dist,Plx,Gmag,AG,BP-RP,E(BP-RP),Teff,logg,Flare #,Observation time,Average flare duration,Longest flare duration,Shortest flare duration,Average percentage increase,Highest percentage increase,Lowest percentage increase
228726674,TIC152852070,182.11573,-10.025196,1.36323,6.817767475651536,212.7840667290833,4.6996,13.791063,0.3336,1.53833,0.1751,4492.1,4.6568,14,127.40165426300746,0.25265196256129585,1.444454977350233,0.011574344786367874,1837.4936921255928,23063.844299316406,6.899726390838623
220183307,TIC269530909,14.192774,-0.653366,1.658113,7.169062204993635,229.5631413420261,4.3561,13.973573,0.0,1.658113,0.0,nan,nan,56,204.15207689943304,0.06312124507955932,0.3124941401183605,0.009259287908662373,-3656.854253364919,8204.8828125,-57891.85496758504
211319386,TIC366519880,127.254144,10.242176,1.699858,6.479551647049837,253.35056117149296,3.9471,13.802761,0.3046,1.867958,0.1681,3945.2,4.2838,28,200.10665657449294,0.14973002574508396,1.472321447588456,0.009260074400572194,91.8365695646831,1119.4156646728516,2.801811695098877
248482146,TIC277914443,157.611125,2.568763,1.88656,8.311079437983205,138.56364921226566,7.2169,14.430426,0.4111,2.12286,0.2363,3819.2,4.7013,7,102.6327602887186,0.07441138249636683,0.180571931958184,0.027780545036421245,1454.5227442468915,9677.01187133789,8.850765228271484
202938666,TIC67984631,242.396208,-27.822588,2.349057,10.317822025747494,54.012887474951526,18.5141,13.980309,0.0,2.349057,0.0,nan,nan,3,27.895490828264656,3.076360893887719,4.333349427863823,1.645800348949706,83.69322220484416,141.1315679550171,36.06076240539551
246692633,TIC436662451,72.931165,14.479754,1.306807,6.637968559707266,204.27757236533,4.8953,13.819472,0.6304,1.644307,0.3375,4446.0,4.4098,31,256.4718708813857,0.1708567046544123,1.2060904931176992,0.009260015815016231,348.51261769317904,3573.3375549316406,-450.3546453308761
248482979,TIC374180384,157.950591,2.596252,1.344253,6.047694101770549,341.296928327645,2.93,13.786856,0.0735,1.382953,0.0387,4444.1,4.3963,12,175.84606540769664,0.053823966778584996,0.16668170827051654,0.02778042257159541,423.1219877799352,3978.2772064208984,3.625202178955078
210372124,TIC435339777,55.196126,12.803042,1.757828,7.930775464026848,129.5722818974565,7.7177,13.779536,0.2862,1.915328,0.1575,3830.8,4.5724,51,353.6256714329147,0.1300867985190623,0.5046716593960809,0.009259543335247145,47010.760074218335,2955694.0978561263,-572531.7043535353
248424679,TIC277914016,157.548148,0.528786,1.187234,6.652086958268113,252.2068095838588,3.965,13.810171,0.1493,1.266234,0.079,4708.7,4.646,27,177.07508493816567,0.09902626169034395,0.3055856304822555,0.027778032595506374,642.882482652311,12230.699157714844,2.524137496948242
211478478,TIC60255708,124.903544,12.828364,1.17325,6.310804563137022,296.49835443413286,3.3727,13.732216,0.0613,1.20545,0.0322,4755.6,4.5937,25,225.86577585744612,0.07296889718733837,0.3472544853539148,0.00926005487826842,7412.828398704529,82411.43798828125,1.7110109329223633
210351536,TIC242969175,59.431362,12.263468,1.976365,7.898211624253856,149.8576352465158,6.673,13.776606,0.0,1.976365,0.0,nan,nan,55,255.44857043611023,0.07592909104776646,0.7083871694803747,0.009259397580080986,51.54579704458063,580.2709579467773,2.872586250305176
251575375,TIC157836663,203.761436,-1.853312,1.12559,6.359980118514379,332.7897766980598,3.0049,13.97083,0.0,1.12559,0.0,nan,nan,13,79.36417589864618,0.08814339569509964,0.22916958628616158,0.027779754556377156,1005.5328268271226,9229.486083984375,9.16750431060791
251619392,TIC66782405,200.771866,-0.82325,1.085716,6.149735486556887,324.3383497664764,3.0832,13.844427,0.1397,1.160116,0.0744,4911.3,4.5473,22,155.89442462819306,0.3475403215691854,3.256926746188583,0.03472288004422808,1096.5392605824904,8501.392364501953,1.3289928436279297
