EPIC_ID TIC_ID
245939167  49531872
220225837 336956836
211404031 468988512
246799202 245819967
251552740 114982307
211427681  21285586
212883485 157836816
220203073 399671028
210411714 389019257
248424564 277877407
228723830 368438572
210472266 389083349
228746527 176910158
242088762 100423991
201162999  49465009
249134329  23629343
220147388 248354079
249187109 225797737
246805318 432695129
231612676  23277312
235759047  83324196
220181028 423358377
237944799 152331739
251588608 157858620
210392554 435303422
228709504 110976041
251628027  66768691
251375401  85914193
251555317 130691783
240446438 197135871
251380097 243245620
246694716 389139991
210432489 242994339
211324054 444010620
212876142 130718209
237799552 153140352
213062557 425606292
246898790 293945531
202723865 392103860
220315812 344282983
228748524  98594426
246025955   9004514
211509301  60284300
210370784 242981649
251623614 114958965
202889754 175831181
211422772 366485066
206003293 146579304
251392790 117506753
220184821 248345142
246843060 303596825
212290365 290055544
213869475 169683503
211369529 444033547
220193142 248343011
220216222 399722699
202658558 206064965
235798694  85948230
212226869 117416742
205924423 188569689
201147711  82054765
246743626  59090570
212313679 297142626
213669334 168034867
212298735 422290301
210459050 435910961
233292681  46008951
240339972 199398725
251554561 115082992
233225270  46006113
246750920 303592988
212181661 203226437
211357164 366410730
202775454 175752826
249253113  48624601
211341357 458686781
212327115 294301692
251602447 115071805
248409062 318090592
211362093 366444455
212220509 117166266
248431548 277871061
228743659 176942888
202885568 175698326
251382485  85979054
212356355 357446817
211427256 366499777
202706032 206258576
202059310         0
202059360 438167982
202060369 438164597
202063042 308061627
202089871 438545328
237894153  46152529
212215284 117296466
235666234  80347872
249136188 186690852
211326074 366398970
212305951 422350559
251378967 386892571
246889455 411691980
201292886  38065672
248446592 277895116
228748273  98591687
249277490  48625989
251583536  66715246
201913290 291089814
240291981 200030321
202918106  68558574
211376339 443970140
251583439  61110114
212877238 130725369
213713912 168304823
229128135 380674488
212880714 157838205
249151181 147815781
212225243 355125800
212315470 422350480
212331783 422327929
202735040  98642651
205964618 240849795
201204571  38131518
211508477  60284308
212878660 130691636
229161343 350546966
212273934 437331657
251401227 138709216
235605757  85075497
246923249 293638851
202842502  98174550
220204416 388816797
246866348 293638359
202939579  98681876
205917406  12723721
249144644  23449414
246672335 436654845
202957308 175698919
201197280  49417099
211502031 284852092
246009098   9632356
211428282  21221788
212334142 422327942
220269104 369481465
211357782 458655349
211354618 444034186
201185394  38160002
246886718 293470764
212301616 392467196
212380282 357514174
211375850 366484839
242146196 162769073
249150896 186902398
220187825 269532952
211363666 443965709
211414187 468988443
202060164         0
202060378 438198910
202062419 385758388
202063066 438305999
202063090 385988992
202090693 294222175
202127044 438520449
202127147 307584364
202127275 387613184
210442091 311151353
211337697 468988903
212215841 117278732
251398804 126367263
246836459 293512375
245937834  49785704
245971900   8995067
246843815 293509058
242220400 192819663
202727506 205913291
210386794 389019492
210436303 242937803
248512341 277831766
220269206 262809052
246701104 436644413
220191699 398572078
240284832 161008345
246836150 293609721
211307894 366569058
211423401  21289550
202954842 175936698
220284165 399724647
245967219   9051614
211311380 366443426
235774713  83323618
206019387 188580272
211412245 366485026
228734658  98719868
248534103 277747947
249200379 186690910
248414623 374312406
211480544 386588876
249151042  23344137
211364731 366631362
228745439 183650406
246025842   9632427
210470138 434230702
212219515 117357463
228736909 176867428
202539362  67978974
245947645  49687029
245944455  49785650
246754774 293702355
213681774 168153987
246901714 411836179
210386083 242883492
210384590 242984921
211534741  27636527
228768247 176911223
205901703  69763457
249121916 186287141
211381707 366568582
212313505 335007071
212187879 126278009
233258382  44473933
203015926  68164490
202750562 175938546
249124752 388671578
202637341 205520258
211396074 366527336
212291038 405680055
245933690 402313179
212870912 130713772
211306754 366632260
251404834 117419751
213379292   2031563
249131925  23565907
249136766  23130542
202063120 307471986
202063160 438288172
202095165 307806676
211328173 458681751
201488786 281726286
246742424 303592908
212193121 126237232
246847425 411691477
237663020  46159778
246788829  59090149
228747710 183651728
212158959 203279636
251357613 414969048
210372486 348722331
212210492 117220142
246034227   9031539
251397293 126322004
245992586   9051765
213804654 168438554
205970257 145750664
211325312 396846792
201150552 173163511
211386388 366622859
211353328 366528408
251404378 126369306
202582483 392323406
245974508  49736084
210324184 311148835
210324198 649944857
212152124 203279234
246751480 436706264
245963775  49733690
251595464 130717850
212218628 117166247
201088126 152802579
201202322  38141879
242088649 100423991
202589921 175587777
202947197  68499562
248437142 277833306
246784167 436640580
249126470  23761237
249201701 147782406
202896463 175698422
246806772 436727439
211301689 458687029
228723337  98581108
201238932 173098868
212316561 290055307
212316566 290055307
237708453  46158313
248454767 374296925
228723783 429302034
210393031 389081584
231585366 324991088
248527482 345074532
212215763 117279296
210476527 435903825
211349119 366399137
213919915 169579145
211530033 186812948
211335924 468988915
228732100  98661745
248424228 374312510
212290017 286230885
210361187 435332460
249235464 292263898
213517464 168303677
249273604 225797997
212222367 126239657
246715531 303682287
210468979 435911045
211406619 366399449
248524322 345074522
211413734 366499844
248526431 277734772
220168079 333608126
248450613 374272815
249113570 292265386
210402430 435340407
211307849 366569059
212330307 392460679
210399450 389052719
246033770   9003103
246794704 245873351
211331473 437038557
228719238  98661898
228700808  32423308
248413508 318092866
201188056  38159980
214008881 325928206
228712159  98594050
228756786 176940306
211378388 366527102
202060168 438195903
202062464 434332056
202063201 434300440
202063217 438069802
202127274 337262840
205931960 335871396
228757777 176939163
251406164 126351727
213625761   2531262
228753110 176939120
212202811 126322070
245929348   4579916
249145449  23956374
201188204  38132318
202814875 175751957
211335101 366658248
242195866 162766868
211358101 396847601
246798818 436651226
246708249 245826567
228719349 111012936
210390800 242968631
211403386 468993029
212346451 357413614
203385347  23956431
228752310 152870109
212365239 357512742
246841922 293512325
213385540 108671272
205942336  12724123
246784282 245911779
246784301 673580921
211311644 366395554
245952735  49733125
210358034 389009616
246875348 293890593
248890833 286830450
201085409 152773137
212188821 197214443
228724419 176937977
228740273 183651798
228758216 152868789
246727991  59129619
202997793  67985023
205914001  12822523
240428261 197126011
205936960  12784216
210381178 389051677
211313260 366398857
211422285 396734013
210372533 243011119
249256998 388670186
251387989 284993556
210363545 435332440
211382175 458686206
206027116 111751203
220159551 269486681
213574685 168547367
211397259 366527933
205927674 206280648
246862939 293703478
210441949 434260714
211396632 366399399
231459974  44463405
246908228 303596300
202836906  67897053
201270464  38116680
246020511   9031595
249126325  23761232
246703034 245798976
210461664 348662149
246005337   9054269
246883838 293890677
201182852 443613784
228734646 176869927
212885883  61071299
202059422 387715204
202060130 438072487
202060408 372610462
202092502 307951281
202093824 438114587
202127286 155139612
213651180 168689240
246694710 389139991
248477337 374179479
240261123 163641267
211332314 366409831
212313031 357494032
212884802 157836797
213814656 168035760
213572829 109173351
231458648  45218541
251400181 138687962
202571062 392323519
246721656 436706518
246721853 436706517
201199000  49429194
249253508 225802239
210386706 242964565
213601546 168443764
220240448 344283272
249178538  48482144
205911491  12773171
210384020 435336681
221230980 203603004
211390221 468992949
210378686 242968727
211382664 443996598
248469002 374238799
212348098 335038079
202683706 323015082
211320775 366400196
211424769  21184505
210451837 389015882
211498410  27650470
205962680 240720829
210411657 242968456
210323006 415369919
210378120 388995207
240443493 201346718
246808055 245863402
249162844 225801957
220217787 380886593
228748659 176910181
246809073  59130315
211435372 337608225
213403720 168548488
220158274 248351846
211328509 443996990
211352854 437030967
220161888 248343237
235826358  83321660
228714709 183652040
235702303  77648229
251404850 126277727
210351339 242985373
248433904 277871039
210441967 389019000
249345843 220304960
210344703 388994809
211317608 366528875
251592068 114958785
210463105 435920700
233291450  45223185
235624330  78912752
231676613  23147976
240317090 188937533
210431212 389008541
211370153 437039715
212282632 286961327
251575685 114985216
237911727 153136122
246849668 436588201
201159953  49427268
248438551 277871010
211374279 437039689
246816678 411691168
201509939 281726456
248467357 374269013
220227468 380907442
220271859 369480767
212206615 126316755
212328273 405679710
202709492 392103955
205970157 240627367
233390809  43556137
246789771 411787075
202060428 438545687
202063357 387143006
202071951 445935818
202087841 434328080
202090045 438544868
202091505 336877381
202092470 438426621
202093819  59613362
202127012 307814484
202127013 438489359
202127262 155138562
202127539 438070009
205937021  12784215
249157382 184862717
210451708 434226507
248430579 277811452
213622018 168551162
220226574 336957199
235719088 302891564
228760355 176941693
240270796 202963439
211309811 458656489
249121511 225801888
249241356 388736098
237721584  47020614
237924803 157393741
242154489 102360460
246649130 436639526
245951071  49592355
248432053 277871057
220232100 399735573
237817805 153000247
246024134   8991032
246024207   8991033
251362174 414969123
246659580 436584399
203255564  66751239
206026526 146165722
202655918  67821548
220155692 248347385
245968556   8961680
246645083 436631821
202891681 392170728
201173711  38088391
205963211 145752454
242211210 105560349
210329876 311128711
212306975 405676206
202575346  67820890
212328705 294318999
245924774 434101656
211382159 437034573
248425376 374337706
220217526 399702497
212314603 335011038
202668981 399124395
205935513  12857858
205936318 240663431
242128604 163646309
249275577  48539446
210334087 311128667
202897146 175937226
210433394 435905890
245947761   8990567
235813275  82658962
210479001 389053328
212290908 392467325
251405997 126319332
212196808 126234392
220218257 388814575
228726936  98719781
211421716  21273577
235730151  85070676
245980920   8989969
248484584 277838176
210472328 434230715
212357535 357446833
211351144 366499366
212223298 117380974
212292964 290110797
228731818 183651881
235724416  86850490
246711754 303528602
220254221 344297375
220184896 248393235
201224207  38138380
201366465  62902608
211325961 366398968
249333165 220380692
202960901  68254981
235863134  78174636
238028143 160122666
201475710 281746865
213852583 168438272
240297307 201335897
213627918   2208964
246800994 436678521
212364586 357413772
211326900 396734533
211426303   6951263
246032160   9070179
211317224 366484437
251566284 115078670
213872755 398276595
240373711 191794829
245970930 423609052
249223471 292202337
228700674  32425903
235595645  88562669
251360554  86119420
202060425 438209296
202063347 434299996
202071294 438308601
202071941 294223398
202091594 307373377
202095200 438228171
202127176 307814658
248481575 277869192
211346827 444038068
220191879 248942790
246021427   8988506
202782724 392329508
246716740 245820457
220181390 248351345
240318671 201986104
210391399 242960574
210470092 389043786
211419495 366657853
251410763 126278347
211324618 443966011
245933263   8961898
228710779  98676800
242068123 161016578
201216391 173103766
210344106 456888711
248416043 374273060
212317819 404434644
212191379 126234355
212323683 294302375
251377477  85991349
237815793 159243155
212289900 345983835
211369808 444037955
206013660 188573314
245932827 205236675
248407356 318092905
228714277  98753217
210369570 348722360
240366070 198712822
212176291 203226475
233278375  43681807
210406779 434229162
212188341 332109230
246893312 411692035
210376377 242944780
205987067 146800954
210420802  59001962
246798094  59130227
246821508 293637902
212293390 392467427
240429094 200677619
251617538  66779495
237813541 157292728
249119330 185467501
210470970 435880142
211321523 366500386
210386744 242960598
242178210 103403510
211333233 366484561
220200591 248385140
201163267  49546773
220280695 344297465
211318826 366622444
210446642 389043605
205924466  12655523
213518704 108667731
212192610 117417040
228714825 110997096
248474997 277914391
249159949  48663966
205924057  12770198
245933692  49687167
248510707 277832814
220233338 399702810
249227608 388735938
251363820  86016650
251610347 115078931
231641888  23897320
201228539 173146026
211345799 366444583
202797111 323182473
240329398 200032452
248433909 374349739
210409791 389008726
212358957 357493092
212335030 294302465
240255386 109100005
210397329 434238729
237674413  46159425
251407044 138687435
251405412 126323129
212221768 117254374
251360408 414964533
220221445 328084792
233078419  43689815
235894776  77653992
245926385  49733368
202794306 175830327
235675054  78918331
251601741 157858555
210395735 242965423
202059416 387142211
202063421 306903127
202071955 438494899
202091495 385809967
202127313 155253933
202854385 205336079
211373095 366410061
211482037  60255727
211342712 444013724
212276666 286942579
228703159  32425866
212215806 117357521
245918124 328009725
251569597  66769068
212883730 157839247
245926081 434097226
211401787 366484980
220244538 336956726
201437341  14326003
211334158 366399025
213670700   2377591
205893214  69818026
220164883 333605281
212222762 126234598
201136194  49544634
201495451 281782020
210417838 243014983
246671003 432694960
220189690 248391423
228727231 152852076
212281607 203382573
245992502   8962456
233160016  44477942
245926954   4611069
205897543  69814834
240451481 201347214
201447508  47377473
202755280 354810028
211328155 366500347
233195691  43685131
220173526 269591777
202604953 392168428
220176759 269592186
240359232 190831571
246026454   8989706
249165934 225953086
246831338  59130491
235681237  84261675
210421204 243014958
210385758 389008939
211326255 458681741
202800342 175697531
237742375 155823958
201277617  38114118
228734666  98718810
246750514 245820239
211349602 444038054
220153240 248351138
220166114 333609035
248484736 277886841
211355743 366399958
210450455 435904039
211322357 444037189
246789223 293944348
212416504 347810968
201175045  38143659
205942773  12822126
210359769 242944633
231518505  23157330
233127348  45075192
202521931 323016530
245941043  49710637
211380313 459055617
205926618 206283140
205952359 145752439
246697697  59090999
211448947  21273730
202674012 205609711
210392472 242960567
233183196  43685656
249341944 220231558
205986197 240662588
242171743 105460665
251611984 130714291
246728202 436636427
220181320 269504849
235852863  82660463
212228563 117353767
231688825  24514579
248433739 374312260
210416057 456864964
242178386 162767653
201175402 173165643
211415478 366410298
211320437 444013584
249329775  61121005
212185524 197242760
212227961 332108866
203027754  98226699
210327399 415389591
211397281 366576650
240257799 202963660
248440681 277886517
210372619 435332843
205920347 437697901
211327638 468988969
248516041 345035899
246774623 245905521
228726859 152853735
202071993 438365666
202090754 385757807
202093171 155095538
202093896 438401029
202095295 434329629
202127396 387613618
202127546 385813327
202127650 434367122
203122666  68254056
246793325 245905630
248438255 277840421
220235821 399735515
220292863 344279739
201143243  82071641
246623961 436646891
210467277 348664040
211477491 186812615
213410939 168302976
212216213 117416862
213432146 168440917
220150121 333640936
248441166 277839966
249176408  23201243
211398088 443965249
212875292 115078435
220154535 248380423
228712348  98753239
246742340 389135549
211389347 366355125
220161363 248345301
220306252 344280894
228752884 176867594
212293243 422327585
245932119  49677785
211346996 396847654
228751000  98629601
246698541 436573031
246925732 411757909
205909728 188569830
220265562 399723151
248441094 277839967
251399547 138665466
246880365 293890644
212319959 335696872
248442949 374238953
211311044 437031208
248471368 374171597
205970667 240627368
220169144 248380517
228725316 176869838
245925285  49733379
201153232  82049359
202558355  68561309
240314245 201991214
220182383 423386835
246702820 436659380
251406686 138660766
212316138 405676112
202627452  67982365
202796635 392329622
210357078 243015470
211369923 437030866
245984590  49783880
246781822 436724163
201439215  47386106
220210415 399673145
246009564   8940197
251568691 114959622
201093530 152800345
238029513 156552969
249151662  48627300
212272590 437335764
228703736 110996964
231532027 324988995
213189631 391002429
201183255 443614500
210399137 348666879
212338760 335040423
212214897 117166209
212217790 117380322
201265590  38204944
211384981 458682094
228720003  98719706
205966706 240663587
231605800 324991834
202767131 175938377
206034034 188585592
201260990  38159665
220195408 248944591
246077404   9633298
240463946 200615568
202600756 323020529
202604807 175828472
246736647  59129696
202718711  98642485
210322349 415369910
210338796 242985266
210373178 242981678
202637357  68161816
211339194 366528617
205982255 240627405
251392039 126323315
210466843 435920735
228701343  32425895
249100090  23131132
211503688 186853268
229428211  16167741
211525557 186816754
205945331 240764927
242084843 100317411
246883665 293893405
201188042  38159981
210338231 356732643
210367122 435306493
240448412 199349680
251612951 130726287
201243638  38140837
228709679 110997039
249209706  48626683
202627721  67982366
246803575 245823533
249154785  23196590
211435859   6992111
210369163 242939970
202071979 438455928
202091583 438366058
202092475 438162771
202093107 438543755
202127106 438520216
211337431 444010527
251394765 284993424
211335842 458655201
251364546  86016628
246644286 436591693
251408260 126316582
202753773 205620519
248432486 374338206
210449062 434228844
213424353 168440982
201454088  47386139
249277074  48625995
251377230 386892897
245966016  49783778
249157390  23130238
211362239 366399204
211426789  20419387
212295397 405680202
242185437 103403837
246750079 303681951
249173165 292160633
211438318  20419429
248423298 374180002
205918335 188569966
246753970 293769721
210439910 243010600
212353149 422324304
220237706 344225838
220289831 399733773
248461356 374271127
249122607 292160017
251598953 157838982
212220637 117416813
212220644 117416813
213524105 168688580
220229732 336956804
201193926 173097388
201207184 443616599
202646010 205758101
201250998  38065794
251604004  61099069
212215268 117166213
202527051 391996185
202796625 392103344
211386433 437030764
212360667 404434991
251568323 114959626
212319857 335041197
249173170 292160635
211312333 468992433
212222118 117414373
228733091  98724230
210354551 242965081
212348639 357494332
249197321 185463022
246787571 293637563
202843067 323022916
202846107 175937668
228718883 203248726
212875948 157839327
220174864 248353916
210355746 242883417
211326436 437039953
245931711   4582469
251573681 157843405
211338415 366568835
211328748 366657411
228727959  98718879
213303228   2529157
248466918 374201363
202738894 323021985
212298342 287301712
210341408 311148999
213251400 390827393
246699580 303761203
220186461 248393244
211487361   6859728
246639388 436654584
248458339 374239490
201146022  49504746
212303338 422290347
212361489 335041495
220217381 399722889
251401096 138687977
201194808  38141840
211542908  27650749
251363309 414964484
212219006 117249199
246875826 293890600
251381698  85910914
251585543  66715232
211480861 186817940
202795188 204790169
206002578 146800980
210454657 434228805
249261352 292261863
242060013 163761107
246631213 436577592
233368408  43678183
248443336 374314923
205906310  12787544
211426443  21289596
246052710   9665418
211330569 366398996
211485825 186817004
220254277 344299486
246832832 411780101
248454918 277893281
202944505  68558397
249145237 117698555
246773658 436706097
246770655 432614106
248443249 374268399
233392817  45216946
246799955 293889895
202627120  68413901
246921072 411757862
205928894 206280659
212191312 126239935
202795246 204790171
210434629 389008514
220234417 399673352
249249070  48481451
211310317 458655031
220195199 248944699
246872693 293768556
246872726 293768556
248431833 374171339
212178107 197217840
212342710 294318110
245931511   8918925
210338993 242969058
212203100 126240002
213645953 168444025
251551988 114959700
202710655 205913039
213572657 168547380
220222351 399694980
228719452 110976168
211353766 458686048
249236358 186282461
211382769 437038823
213814481  96774606
228764842 176867701
245950518 423611778
202913391  68499336
211336971 366631208
228728040  98724284
210366338 435332802
242125479 162759193
246026058   9005697
202059332 434392132
202063530 438118339
202063546 438207451
202085943 385755526
202088526 445954396
202090002 294223300
202090732 307585340
202093815 438317189
202127101 307813772
202127457 155364042
202127586 434367092
212177247 197217848
235806848  87760529
210374240 242964665
202920172  98225936
251564144  61071360
210388603 435335988
211309861 458655027
210322499 415369912
205985250 145540840
240474731  89477348
246838920 411839266
251617908 130711786
202863081  67984107
220233165 369493479
240426061 187134762
240494253  89476385
248427604 374239277
211434978 408816468
210326405 311148860
211412092 458677760
211479802  20444247
231656112  24513392
249107388  23016449
213920015 169579145
210451352 389046691
246052441   9063600
246791785 311240742
246842607 411691437
251408897 138660798
205992539 240720904
211395085 443965230
211355543 366622689
212168508 197249107
237776623 157492240
242152811 163636192
210436133 435925453
211341889 458682744
201155959  49504803
220171920 248346848
203255363  77391850
245998307   9031720
245930478  49785774
248441550 277870987
202651401  98641843
212221788 117254372
220207374 399725075
251562877 114959656
211383764 458677513
211367807 444010359
212351048 335103605
235855972  84275000
246001726   9003273
245974037   8919207
249149819  23629100
210341801 388994880
210389575 243015205
212324287 404434696
221115664 203652249
246894097 411748654
248465613 374270467
201357016  62903357
202730536 205151321
201196448  38085685
213462460   2530283
228759057 152830098
206026936 188580319
213441771 168303179
212325231 357493395
246852855 293609873
220150649 248351113
211478249  27654425
212278696 286942785
249172185  48559147
205966516 240849802
210378231 456865260
249213255 186695992
245929558   4619738
248438416 277839987
201201365 443616641
249254478 292204491
251594854 115010567
211406406 366410249
246796042 411787140
201499999 281746725
212312807 404434591
245963452  49783770
251557797  66780224
202616289  68261269
251403085 126278235
248420484 374239123
251386051 126351989
220282425 344225201
212203068 126240001
212361565 404433747
246835930 389134692
235864398  78174601
246833823 293893873
246702681 436616565
251406015 138687456
211355588 437034414
251403358 138665517
228733739  98724224
237684575 151594489
212356002 357445625
211351999 396733683
248460496 374268283
211361075 366622718
213443323 168301284
212316818 294302307
212333505 422327050
251363314 414964484
211355954 366499394
220172257 333608950
248432995 277798459
228726299 176869847
235713374  84260438
245990146   8990821
246769139 293944136
246853701 411691547
228710524  98668217
211304446 444037058
246906998 293610334
249119720 459348654
210390825 242995451
201497396 281746741
202059364 438210860
202059409 445937333
202060447 438119661
202065298 438528954
202071486 438427630
202071505 307813020
202071566 438428288
202087198 438118260
202088483 308491945
202089248 307128936
202089831 308057887
202090720 294056799
202093908 438368228
202095166 307373208
202127123 307731111
202127534 385814292
202127674 438055044
202127955 307811353
205934458  12770295
212293060 345983733
251557842  66780223
220209846 399725055
211383838 468988616
211490840  27629711
246019571   9051885
220176296 248355606
249152178  23201585
237838760 158251389
246731017 303761525
251384049  85910879
237944091 150833390
242115745 161014258
220231989 344225427
210398331 243015134
212147214 243245504
251358606 414964567
212297163 335010890
246744722 436612815
212367428 357446904
202995762  68328624
229162508 350544740
213661624 168546844
203089891  68254237
220305954 344280896
228733408  98661727
240406318 200619075
210342145 242964950
220163853 248347338
205963269 240812236
211408337 443996335
201497354 281782143
202599543  68414504
205971456 188570399
213197918 468111879
228699205  32423285
233388992  45219245
210433189 243014867
210390678 434159740
246851625 303762681
249150560 147745768
211526736  27626936
212333755 297148024
242180658 108511439
246681893 436644581
251567740  66765062
210408945 389008733
205975573 240720868
228746795  98582669
246810092 245901906
202706664 205871410
205995088 240851657
211337421 366568842
212191634 126239939
213846541 168298797
235640127  85957832
240391344 199409274
246899060 293470655
240338884 198703493
202650683  68427847
213160885  31229523
201481531 281731071
211531380  27630308
246686895 436662409
251395542 126367228
205919993  12723924
205940072 240812152
201160334 173096901
212435800 308179962
213720771 168763827
228743084  98668641
246619457 436646841
210450400 435918675
212280934 357604966
213503909 168443204
212216998 117414307
246856760  59089585
211508692 386589071
212346731 404420911
245936880 423611880
251591356  66782242
220211230 336956934
251556624 130718055
210385888 242885672
210357707 242944349
235877228  86049295
246609896 436639134
246698062 436659428
210366367 389009118
249186455  48538536
205982792 240720888
220196257 248944689
245926847  49687260
206012838 146579318
206013698 146364204
212291711 422290160
248419480 281724228
228734867  98593228
235828136  88553677
245994611   8990857
210455330 435915829
212216353 117220592
251550724 115070878
205926273  12784674
201234383 173098878
212314906 422350488
205914715  12858169
248414533 281660163
251581606 130691942
205977048 240716209
248425656 281701069
251395219 138708823
212302211 277915303
248437977 277914126
212312818 357446473
201168216  38141692
205948419 240812177
240386956 188932957
202738026 318431950
210461342 389117803
213544217 168443436
248474245 374179492
246760205 436732056
251396857 117419404
235842365  84274446
211438370  20419430
220178796 248382745
246720580 432698367
211387472 443996563
245931657  49677910
220259411 399672918
246854569 311365280
229158740 350565203
245928991 423608824
249134759  48623416
211315349 366519954
202597255  68257471
212181827 197242695
201218667  38138397
210357460 389009207
245963233  49711059
246897187 293768326
251612938 115011186
211419063   6992049
211440851  20537457
246746662 436587539
201208734  38140966
246865157 436648713
237905764 157379148
249212336 226028695
211393879 458677860
251397560 138687923
202900241  98468988
246790257 245826078
202059415         0
202060553 438072709
202065543  59865066
202071465 438528332
202071482 438491498
202071488 308056854
202071551 438106669
202071557 438115531
202073152         0
202087770 307250521
202091618 438072423
202092406 387612418
202092445 308057775
202127122 307814752
202127265 387614804
202127428 387715006
202127607 438054689
202127703 385755794
202127959 308061680
248463171 374268988
201086879 152719676
213213655  31080720
240404874 192504600
235862208  86048705
240260685 107456647
246641098 436647054
251402059 138665498
212879366 115083129
245941504  49783630
212332378 357446644
210330150 415339898
246758031 303593043
201176131 173102222
202569086  98305034
202987851 399152364
237882176 151492886
245914976 434099631
249151958  23266996
248474984 277833029
212357477 404421005
202552065 286021929
212874978 157844379
228742653  98674274
242107091 163647383
206014841 111755002
249205780  48624109
251549500 115083012
235663114  86848167
248425317 277888876
213544311         0
228702245 111015078
246702818 436616561
211333146 366400107
