EPIC_ID,TIC_ID,Teff_k,Teff_t,logg_k,logg_t,Teff,e_Teff,logg,e_logg
205980065,240812294,4131.089,3817.68,4.6936,4.2,3961,157,4.68233,0.0111084
205973393,145750665,3694.5386,3493.03,4.4572,4.69,3745,157,4.69226,0.0125145
205970716,240849807,4132.4478,3804.15,4.5341,4.49,3867,157,4.62878,0.0175664
205968379,240716128,3757.0542,3345.04,4.6738,4.52,3720,157,4.73215,0.0130367
205965241,145964101,3853.899,3394.54,4.4746,4.8,3687,157,4.61539,0.014481
205963438,240851571,3968.9966,3434.63,4.6997,4.57,3792,157,4.70662,0.0101644
205961974,240812235,3758.0464,4189.45,4.7209,4.66,3612,157,4.74348,0.00847942
205952324,240812195,3651.8054,3330.76,4.755,4.72,3536,157,4.76446,0.00969477
205942270,12857784,4192.6606,4173.1,4.6523,4.54,3828,157,4.65726,0.0128565
205942270,12857784,4192.6606,4173.1,4.6523,4.54,NaN,NaN,NaN,NaN
205938176,12784778,4051.4832,3312.35,4.6557,4.74,3739,157,4.60397,0.0136615
205934242,12822707,4160.796,4224.81,4.3785,4.6,3963,157,4.59995,0.0183475
205930485,12773325,4038.5325,3467.4,4.6635,4.63,3813,157,4.63281,0.0179424
205929676,240663515,4239.5273,3452.68,4.5019,4.01,NaN,NaN,NaN,NaN
205925135,12787721,4144.5273,4083.76,4.3642,4.68,4046,122,4.39965,NaN
205924604,409119470,3656.4272,4151.65,4.2284,4.65,3761,157,4.65202,0.0129859
205912386,12784558,3473.4,3414.08,4.9225,4.82,3424,157,4.91876,0.00437348
205911796,188569804,4242.5005,3726.25,4.6856,4.72,4070,122,4.7051,NaN
205911202,188569903,3600.5579,4198.78,4.174,4.47,3825,157,4.66509,0.0162961
205911100,437697980,4207.676,4164.6,4.6341,4.58,3976,157,4.60664,0.0125125
205910644,12858118,3426.2656,3479.58,4.8061,4.2,3335,157,4.85174,0.00179278
205908577,188543818,4189.722,3744.96,4.6521,4.62,3911,157,4.63686,0.0115229
202813658,205760699,3717.9778,3745.39,4.2413,4.2,3714,157,4.69133,0.0103524
202587982,323015924,3577.7273,3291.17,4.2586,4.88,3378,157,4.6458,0.0118004
202135885,438336319,3413.7727,3207.86,4.4162,4.98,3344,157,4.7546,0.0100635
202135872,438400734,3464.6091,3385.77,4.7606,4.41,3330,157,4.85605,0.00329746
202135853,306607547,3466.7173,3678.69,4.0021,4.65,3561,157,4.67346,0.0108565
202135114,336994061,3875.2332,3385.64,4.5171,4.89,3670,157,4.56528,0.0235775
202085551,434392844,3611.9255,4169.8,4.019,4.62,3777,157,4.64755,0.0114644
202085551,434392844,3611.9255,4169.8,4.019,4.62,NaN,NaN,NaN,NaN
202085297,307475217,4089.6013,3482.19,4.6233,4.72,3913,157,4.6501,0.0111608
202084610,385814111,4001.6108,4205.9,4.7106,4.68,3778,157,4.71595,0.00906812
202084234,438519595,3950.1787,3807.09,4.644,4.68,3655,157,4.6829,0.0102177
202083293,372654792,3518.997,3557.22,4.7581,4.11,3403,157,4.80243,0.00515132
202081526,307127614,3973.8215,3593.41,4.7257,4.36,3824,157,4.71995,0.00878871
202068504,445955879,3562.751,3332.67,4.7553,4.85,3465,157,4.80275,0.00634774
202068113,308254407,3282.9766,3555.36,4.4524,4.68,3195,157,4.83131,0.00666798
202067525,387143067,3793.1123,4168.81,4.7348,4.6,3689,157,4.76501,0.00727437
201920159,350475580,3562.8684,3413.62,4.6445,4.54,3475,157,4.73971,0.0096048
201903390,380640263,3682.2195,3850.96,4.4182,4.39,3627,157,4.58422,0.0162399
201895362,291074978,4175.1997,3320.25,4.5712,4.65,3853,157,4.60312,0.0160603
201457252,47380328,3702.201,3407.64,4.8416,4.59,3617,157,4.8087,0.0120832
201405299,53190651,4226.5693,3483.74,4.2153,4.87,NaN,NaN,NaN,NaN
201392089,53190692,4225.6763,3243.53,4.5409,4.91,4022,122,4.65965,NaN
201390316,53210568,3477.6052,4092.45,4.4713,4.66,3426,157,4.74559,0.00924636
201376427,53207396,4123.4873,4232.56,4.6712,4.2,3904,157,4.65027,0.010895
201372271,443588692,3771.4639,3381.16,4.5933,4.93,3645,157,4.66931,0.0106194
201359129,443610065,3763.935,4120.37,4.5617,4.39,3690,157,4.66176,0.0111672
201293791,38064629,4144.2637,3630.99,4.5952,4.66,4030,122,4.54359,NaN
201287802,38132721,3556.2869,4136.83,4.8747,4.68,3473,157,4.86755,0.00085419
201283422,38139580,3683.0645,3783.84,4.8142,4.58,3584,157,4.81518,0.0052879
201274176,38142111,4117.5337,4083.23,4.5481,4.75,3900,157,4.64071,0.0167866
201264179,38086750,3794.514,3824.26,4.606,4.67,3662,157,4.67081,0.0111791
201263800,38159655,3767.3853,3643.45,4.5654,4.75,3764,157,4.68868,0.0110257
201260636,38139521,3625.2432,4066.05,4.8227,4.64,3587,157,4.86738,0.000873558
201256431,38161012,3907.495,3865.2,4.6344,4.63,3815,157,4.69935,0.0136861
201248254,38159702,3658.7505,3554.88,4.3971,4.76,3859,157,4.66053,0.0111635
201245379,38116567,4052.9136,4195.71,4.6897,4.69,3860,157,4.6676,0.0124538
201241974,38160957,3606.4033,3366.47,4.7596,4.85,3490,157,4.78352,0.0074884
201225541,38159769,3930.6602,3847.25,4.7614,4.74,4023,122,4.68845,NaN
201218774,173147467,3961.354,3599.24,4.6488,4.61,3742,157,4.63605,0.0151263
201217949,173145074,3787.756,3435.27,4.6602,4.79,3719,157,4.72732,0.0167154
201195593,49419427,4184.1045,4076.58,4.5666,4.45,3829,157,4.59477,0.0139139
201191486,173109506,3500.5576,4242.78,4.1036,4.68,3585,157,4.70065,0.0104227
201189844,173096779,3776.8572,3762.69,4.2555,4.64,3790,122,4.18901,NaN
201184584,49417033,3526.4639,4035.27,4.7356,4.31,3372,157,4.80647,0.00593697
201184549,38144239,3709.1501,3554.39,4.7704,4.77,3614,157,4.78253,0.00606361
201183294,38132289,4075.4885,3950.18,4.6596,4.64,3835,157,4.62677,0.012065
201183292,49522674,3889.699,4041.88,4.6712,4.65,3732,157,4.69838,0.0113974
201181471,173163027,4212.0625,3595.51,4.658,4.63,3919,157,4.66573,0.0123666
201180709,173097335,3409.9985,4230.4,4.5977,4.63,3332,157,4.77515,0.00799864
201179349,173145833,4188.9404,3843.63,4.5028,4.75,3953,157,4.64352,0.0231461
201177699,38115712,4002.718,3382.59,4.6591,4.88,3765,157,4.66781,0.0116775
201175161,49427354,3956.6638,4093.07,4.6455,4.67,3743,157,4.65326,0.0119813
201174640,38141156,3529.5938,3657.41,4.505,4.55,3429,157,4.73881,0.00893954
201173976,38141726,3673.267,4105.83,4.3567,4.52,3834,157,4.62402,0.012656
201170018,49427320,3755.3694,3318.17,4.8023,4.61,3695,157,4.79267,0.00962887
201166730,38132199,4147.623,4173.65,4.368,4.67,4082,122,4.41717,NaN
201166171,49465026,3762.6912,3567.03,4.6415,4.26,3702,157,4.70343,0.0178626
201165795,82049276,4149.737,3414.48,4.6587,4.55,3920,157,4.62119,0.012749
201165795,82049276,4149.737,3414.48,4.6587,4.55,NaN,NaN,NaN,NaN
201165011,173108948,3657.4392,3615.9,4.7898,4.63,3552,157,4.79488,0.00656848
201163416,173109340,4149.1377,3787.33,4.6579,4.86,3838,157,4.61353,0.0130359
201152644,173109284,3726.425,3374.28,4.396,4.47,3667,157,4.61695,0.0132217
201152644,173109284,3726.425,3374.28,4.396,4.47,NaN,NaN,NaN,NaN
201149639,173163505,4101.4097,4012.66,4.5385,4.66,3778,157,4.61374,0.0120654
201149420,380166466,3690.0852,3658.39,4.5241,4.51,3891,157,4.70552,0.0108327
201148900,173104321,3807.1838,3339.85,4.6956,4.91,3679,157,4.71011,0.0107135
201148030,82054762,3475.397,3648.42,4.7918,4.27,3359,157,4.84616,0.00511208
201148030,82054762,3475.397,3648.42,4.7918,4.27,NaN,NaN,NaN,NaN
201145370,49456015,4185.1245,3553.74,4.6854,4.63,4024,122,4.65551,NaN
201140975,82055010,3653.0447,4000.26,4.7019,4.69,3485,157,4.75062,0.00843572
201089091,152773113,3413.84,3266.5,4.8305,4.98,3307,157,4.88068,0.0048489
201077030,152822348,4157.035,3290.58,4.6612,4.88,3957,157,4.61413,0.0135678
