level_0,index,TIC ID,Teff,logg,Flare #,Observation time,Average flare duration,Longest flare duration,Shortest flare duration,Average percentage increase,Highest percentage increase,Lowest percentage increase,Flares per hour,Flares per day,RA,Dec
24,24,130725798,4126.38,4.68,17,79.36413564693657,0.629503798127229,3.1874967532535265,0.0277797917606221,804.955475470599,5144.791793823242,2.430868148803711,0.0089251061270856,0.2142025470500565,101.3923455,17.00640676
25,25,245866832,4244.18,4.66,10,305.2784490274221,0.1236118411035704,0.3749931148242922,0.0416663931928269,-28391.43507443232,326.393461227417,-172996.40062749095,0.0013648741599484,0.0327569798387626,185.3287207,-10.16802563
26,26,168304196,3950.48,4.69,2,52.49995567253427,0.1354202274688987,0.1875049397306156,0.0833355152071817,2.41888165473938,3.123998641967773,1.7137646675109863,0.0015873029275133,0.0380952702603197,75.21760599,16.75159982
27,27,169683807,4148.72,4.65,8,102.11839133283456,0.1093779008033664,0.208339783232077,0.0833357362491824,9.911209344863892,45.64558267593384,0.9888887405395508,0.0032641851186913,0.0783404428485912,20.98775943,0.812275538
28,28,203213314,4200.35,4.69,3,204.4987274204816,0.2731520162225631,0.3333306863207781,0.1944606503598152,516.4038101832072,1312.24946975708,10.81550121307373,0.000611250747507,0.014670017940168,173.5856449,-3.829513201
29,29,366564791,3794.94,4.56,11,247.92366255804745,0.0801831327527534,0.1875177421911757,0.0277796636837592,27.54893194545399,258.26427936553955,1.655900478363037,0.0018486873282053,0.0443684958769295,265.7295254,-29.44001974
30,30,168035517,3133.59,4.32,6,52.72909087195967,0.3495461142907743,1.1250296274715763,0.0347219574975952,21944.94588971138,126339.404296875,1.715409755706787,0.0047412158234828,0.1137891797635882,294.4174588,-27.99074369
31,31,61099157,4134.51,4.45,18,103.39048982900704,0.307876573202773,1.9375198420164,0.0277778354552538,208.3692855305142,3322.233963012696,1.0750055313110352,0.007254052101314,0.1740972504315378,75.96887521,14.78405653
32,32,344301577,3621.51,4.17,35,300.88933688696125,0.0950420853806723,0.3958321837708354,0.0277781858007983,3844.528322644526,72256.400088856,-5408.875239635715,0.0048467431528861,0.1163218356692675,127.6577861,12.28950729
33,33,152740072,3590.61,4.05,5,52.01206360605238,0.044448610551899,0.0555605906647542,0.0347253860213641,9.09160614013672,14.552545547485352,2.2875070571899414,0.0040054810151599,0.0961315443638382,246.8651642,-28.36409796
34,34,438335026,4193.8,4.68,1,165.15901820911495,0.0416699716965922,0.0416699716965922,0.0416699716965922,2.212703227996826,2.212703227996826,2.212703227996826,0.0002522821164625,0.0060547707951003,336.6917849,-17.46012945
35,35,66765927,4162.42,4.37,11,103.44287929157532,0.1938193210487084,0.666671072077861,0.0277798866777629,149.3742834437977,1425.337314605713,1.0690093040466309,0.004430786695732,0.1063388806975703,16.6002221,-0.84272773
36,36,14326004,4205.69,4.61,10,223.1764719647647,0.0993089217727629,0.3124957826803438,0.0347256116692733,116.87983870506288,366.14298820495605,1.0462164878845217,0.0018669829440284,0.0448075906566836,171.1536328,-5.036830427
37,37,27650664,4037.01,4.61,7,174.5413099375196,0.1577411192484175,0.4027752600673011,0.0347254113394228,75.70031200136457,287.00783252716064,1.3092041015625,0.0016710466236965,0.0401051189687174,64.27841295,13.40085521
38,38,150824465,4045.35,4.67,3,55.83370573313573,0.1134271274816001,0.2083390946984309,0.0486102789341202,317.37375259399414,743.8258171081543,18.51050853729248,0.0022387910377551,0.0537309849061224,342.6578292,-14.15560956
39,39,106574245,3749.2,4.02,8,27.93779670036065,0.0807286709456889,0.1666655907811218,0.0277776195048318,100.57688653469086,148.8870143890381,54.38511371612549,0.0119312677699107,0.2863504264778592,248.6594062,-28.59744054
40,40,458682991,3637.33,4.31,6,100.9859830251362,0.2303335998988132,0.4722262229906846,0.0277802004102341,119.66068148612976,650.5568981170654,1.4029383659362793,0.0024755910920604,0.0594141862094519,259.2113651,-30.11983515
41,41,411748581,3800.82,4.57,5,74.96263198103816,0.1527888793898455,0.527828284291445,0.0347253265249491,13.760888576507568,32.692813873291016,1.6994833946228027,0.0027791624683886,0.066699899241328,101.3091705,15.92220597
42,42,202965402,4223.41,4.3,7,27.93784142858931,0.0753964979489865,0.1597215557371782,0.0416664684144052,14.14175033569336,20.94931602478028,7.058298587799072,0.0104398425845526,0.2505562220292642,16.72595883,-0.877801958
43,43,444013674,4137.4,4.65,13,199.93033938102508,0.0726551302597657,0.2083523724677434,0.027778024885265,19.34184294480544,137.4683141708374,1.9592642784118648,0.0027092769828913,0.0650226475893923,348.2095811,-11.7757789
44,44,4582629,3705.87,4.38,16,188.42395871147343,0.1744789430609046,0.6319512425206995,0.0277781578997746,1407.4866846203804,10921.72622680664,1.2248754501342771,0.0035381204769586,0.0849148914470065,139.0049564,22.31759391
45,45,389168412,4183.6,4.47,13,153.0605956001134,0.1848328320356638,0.4583504240088132,0.0277802225873529,17.179866020496075,88.1404161453247,0.3243207931518554,0.0035389034293439,0.0849336823042544,200.5729558,-15.41204912
46,46,366576533,3645.5,4.63,13,149.2296071312876,0.258032071201814,1.3264792032568948,0.0277801158390502,112.7749333014855,727.088737487793,1.6743659973144531,0.0036297533517603,0.0871140804422476,127.8155101,10.38389008
47,47,284852140,4098.87,4.69,7,174.53447670451123,0.3571737663086684,0.8125802420031505,0.0625057750894484,215.67245381219047,633.044958114624,27.04312801361084,0.0016711120471656,0.0401066891319763,126.319542,10.81763656
48,48,98719666,3926.69,4.74,12,174.90770471559608,0.039932622783643,0.0833344985153416,0.0277781407298789,30.577994386355083,110.21547317504884,2.4320363998413086,0.0028586505140697,0.0686076123376741,286.4333069,-29.737366
49,49,248344651,3946.92,4.69,17,228.7651900751692,0.0763892515311614,0.2430560859424986,0.0277778425784163,3395.955227693765,54020.41808447948,-21024.827373045104,0.0030963335510117,0.0743120052242827,61.54527663,13.16177663
50,50,293511639,3813.41,4.66,2,73.12366722071101,0.0659771876914874,0.076393911969717,0.0555604634132578,31.581521034240723,56.6431999206543,6.519842147827148,0.0011396219103974,0.0273509258495385,18.14029569,-1.604595826
51,51,287028149,3599.04,4.18,0,49.57002510088887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.66194168,15.76783389
52,52,399673347,3987.87,4.74,25,300.87406383345046,0.4288939153695537,2.083381898144125,0.0277795755246188,1145.7167635426058,36707.39651509946,-18440.77745383996,0.0034621351318712,0.0830912431649103,357.8069846,-7.50023844
53,53,380195512,3674.39,4.03,15,102.29416376973222,0.0537069982852699,0.1458468991272639,0.027778220795426,130.7746402422587,370.58725357055664,5.931365489959717,0.0061098304826744,0.1466359315841862,74.23564661,16.00681712
54,54,98591425,4133.62,4.47,12,174.8309797465506,0.1504690827061949,0.534727533387013,0.0277781064505688,23.976340889930725,73.2075572013855,1.945030689239502,0.0028599050392833,0.0686377209427996,125.9744177,12.2822261
55,55,366410094,3846.53,4.66,11,174.5349406941748,0.2474914699347953,1.2361930104270868,0.0277777582259659,31.80014978755604,242.47472286224365,1.3997554779052734,0.002626026235838,0.0630246296601121,133.4548429,24.16111158
56,56,168689357,4089.27,4.48,5,52.72918964133669,0.1375030579580652,0.2708409077467877,0.041666425366202,4.981350898742676,8.824801445007324,2.375912666320801,0.0039510057854181,0.0948241388500361,176.152794,-5.671750985
57,57,281726403,3816.8,4.34,8,174.31059139045396,0.2934122332657125,0.6041579803222703,0.0625062507824623,139.7531434893608,439.7120475769043,2.740895748138428,0.0019122953497798,0.0458950883947153,338.0939356,-16.27735748
58,58,23508660,4001.88,4.67,1,26.68791120443484,0.2291737689633919,0.2291737689633919,0.2291737689633919,13.157165050506592,13.157165050506592,13.157165050506592,0.0015612561937684,0.0374701486504431,62.58405212,14.17379729
59,59,130716802,4106.76,4.63,17,155.87403794685406,0.2622656376505374,0.7431062659725285,0.0347222552350103,723.8793295972488,4965.427017211914,2.216935157775879,0.0045442675551578,0.1090624213237885,14.77024351,-0.687499789
60,60,436723472,3538.41,4.61,11,257.1310518140004,0.1843480819035118,0.3958676112310968,0.0486111900431751,-13280.66042378414,2865.036414659844,-151687.24559866622,0.0017824892407972,0.0427797417791337,139.0061188,22.31796484
61,61,176937880,4175.57,4.66,13,174.72650846609645,0.558259886815694,2.701627710490812,0.0763896101589125,79.5978647011977,448.01201820373535,1.52510404586792,0.0031000829320169,0.0744019903684076,126.937262,11.70572968
62,62,411748342,4123.92,4.66,7,74.96263381360723,0.0813519206183498,0.1805572444309291,0.0277802557175164,4.790932791573661,7.535886764526367,2.535879611968994,0.0038908273606272,0.0933798566550547,203.962194,-1.743503047
63,63,294318951,4080.34,4.69,3,123.86963617153174,0.3055655868020039,0.7500276001194379,0.0833344204520472,24.420185883839924,34.979915618896484,12.804174423217772,0.0010091254310854,0.0242190103460518,62.85909694,15.10600888
64,64,27682900,3537.74,4.41,6,174.5344390716682,0.0798673148728236,0.2708547558427199,0.0277776281068327,21.34982347488404,89.3665075302124,3.414630889892578,0.0014323820635613,0.0343771695254725,102.341038,16.02389231
65,65,111012853,3430.61,4.25,8,77.25206667399584,0.0763929559956295,0.1111204280664424,0.0347250830536722,33.61891061067581,75.74169635772705,1.3896703720092771,0.0043148791700292,0.1035571000807013,242.1772795,-27.55845111
66,66,12857978,4217.24,4.46,11,212.475586878712,0.061868068802472,0.1666652351032098,0.0347219839586614,14.10384394905784,48.31440448760986,3.2697319984436035,0.0021571105653421,0.0517706535682104,175.4091671,-5.726290865
67,67,334994723,4009.73,4.11,0,74.29254221958467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.7589965,-1.614708013
68,68,434226319,3533.98,4.58,6,206.3329508547472,0.1631926708400897,0.520825282370879,0.027779141053088,48.75286817550659,231.85124397277832,2.409219741821289,0.001211633909971,0.0290792138393049,103.3726589,16.91643914
69,69,9707680,3742.42,4.69,17,262.69191972015005,0.4048262471950532,2.013923339213761,0.0277782904322521,-6033.979204757587,27583.53594009028,-157589.15587875273,0.0026964412688747,0.0647145904529929,245.705948,-27.7934473
70,70,8962325,3663.91,4.45,30,262.34307299660213,0.1981490342480659,1.5694605567673534,0.0277774263367973,-2105.922016280479,7083.65478515625,-20343.41300136849,0.0047647532131187,0.1143540771148493,355.2459999,-9.470343982
71,71,435332777,3902.01,4.72,25,204.5722104759897,0.4758631009360579,4.771273197517985,0.0347237372111521,854873.32024838,21660506.476326507,-262136.89279095497,0.0050919265341219,0.1222062368189261,132.7227514,24.52624768
72,72,392460351,4032.02,4.67,3,99.6196626638948,0.6412118092947215,1.069446645956759,0.0833364143936705,12.84408171971639,24.30018186569214,5.922818183898926,0.0012547723677978,0.0301145368271487,57.05169341,13.6258902
73,73,437030379,4139.53,4.67,7,125.0924600699409,0.2053737439836628,0.6736701936183636,0.0277798190327303,109.76340770721436,737.3865127563477,2.32393741607666,0.0023316086877146,0.0559586085051505,338.0546589,-17.54604366
74,74,366355013,4241.41,4.66,5,150.331093279548,0.0805584501948487,0.2500074721581313,0.027777040451383,67.26236820220947,183.0893278121948,1.9858360290527344,0.0013858299623081,0.0332599190953946,338.0541624,-17.54406494
75,75,152868600,3599.49,4.27,4,52.211283978963365,1.385493710850369,1.7501534551879558,1.1251085985527425,140.00518321990967,218.8870429992676,103.22179794311523,0.0031921579774559,0.0766117914589431,243.690301,-27.54540482
76,76,429301398,3750.89,4.57,1,74.16582218577287,0.1249981174119057,0.1249981174119057,0.1249981174119057,1.9343852996826167,1.9343852996826167,1.9343852996826167,0.0005618041496566,0.0134832995917603,203.6518806,-2.713855222
77,77,389019080,4001.86,4.7,23,305.1915839827159,0.093599951836248,0.3333234009569423,0.0277772860076765,-2689.7078862781486,1549.568763712114,-35964.544785968494,0.003140104064559,0.0753624975494166,170.1008239,-3.140176298
78,78,366526205,3609.26,4.05,5,149.22956252751965,0.1513986626656333,0.2708362469384155,0.0277804059551272,146.1313796043396,406.44140243530273,5.362141132354736,0.0013960593987194,0.0335054255692664,201.3823092,-1.212347711
79,79,366355070,3418.68,4.21,3,150.31722078226016,0.3726884409823014,0.4722215809847512,0.2708354656467691,442.8536891937256,1245.8646774291992,4.917788505554199,0.0008315747147897,0.0199577931549546,243.6332866,-28.12315182
80,80,399694801,4216.77,4.48,43,300.88787177673,0.133078086640686,1.041683465242386,0.027777795194197,-1762.9997344169635,6986.441087868991,-30399.504527239485,0.0059545991537875,0.1429103796909022,356.7853579,-9.048192772
81,81,130726437,3703.43,4.76,36,210.3210522496954,0.7729794561406417,3.3055539030597174,0.0277784422564764,3820.276358392504,32489.31579589844,3.1183958053588867,0.007131953667763,0.1711668880263132,338.0833375,-16.85514989
82,82,12819720,4064.05,4.69,13,212.4755508385299,0.3327916385196833,1.7707701874896884,0.0277775352083153,380.0284124710937,3889.346505685206,-3056.101249504945,0.0025493129187287,0.0611835100494894,156.7592851,1.061281792
83,83,248342826,3483.48,4.49,36,300.81666277912245,0.1309826564731161,0.8333576200529933,0.0277778566196502,-12665.542812722972,18070.32832456878,-488987.8501873,0.0049864259052078,0.1196742217249891,238.1008492,-26.36328326
84,84,468992773,4073.91,4.67,5,174.2853957942791,0.5569841716007886,1.284811771213299,0.0486159570955351,465.2269959449768,1276.2685775756836,3.693366050720215,0.0011953573756647,0.0286885770159528,169.9492747,-3.94920686
85,85,203248644,3821.79,4.69,7,102.29382840587527,0.6726734901701548,2.444657438242757,0.0277786488363744,130.8417558670044,421.4789867401123,4.7815680503845215,0.0028512635729049,0.0684303257497199,156.0225884,2.097724826
86,86,168148329,4222.86,4.66,3,52.72910970565363,0.932894907288528,2.666738362579281,0.0277769998047006,2343.094543615977,7018.331909179688,2.808380126953125,0.0023706070650117,0.056894569560281,133.3472254,9.945523872
87,87,248380495,4126.91,4.64,15,181.9816309512757,0.0611120117890247,0.1458315319594021,0.0277788784619588,5.650843504838,3358.9394711602163,-7537.265479814687,0.0034344125653392,0.0824259015681431,159.1031418,0.87807543
88,88,366410156,3588.81,4.53,5,150.3450687270779,0.0638915242797793,0.1666717882364992,0.027780013100255,67.52691984176636,187.29496002197263,3.1316399574279785,0.0013857011413624,0.0332568273926996,183.9473951,-9.189145911
89,89,23343859,3529.86,4.35,1,26.687890394311125,0.0277786179563008,0.0277786179563008,0.0277786179563008,2.4092793464660645,2.4092793464660645,2.4092793464660645,0.001561257411172,0.0374701778681301,242.1947832,-28.65004413
90,90,38160960,4066.7,4.67,14,126.80346155385064,0.0689511615169716,0.2083335335789797,0.0277779294210631,4413.19426042693,38512.921142578125,2.760040760040283,0.0046002950249556,0.1104070805989354,206.3430173,-17.57439285
91,91,98753821,3468.9,4.4,12,174.93562066478262,0.067709803617068,0.1527798117663223,0.0277781357899584,73.76007934411366,254.37915325164795,1.974546909332276,0.0028581943351498,0.0685966640435957,242.167569,-27.56112941
92,92,293890350,4189.36,4.51,7,74.96255905455519,0.0892897205579044,0.1805660707818788,0.0347225050941233,34.69399894986834,189.7114992141724,3.116941452026367,0.0038908312408918,0.0933799497814054,54.84744451,12.43006168
93,93,290055475,4209.84,4.67,8,75.41100166694855,0.8906418773848372,2.187535319632389,0.104170702429883,33.93980264663696,108.39855670928956,3.680253028869629,0.0044202215322042,0.1060853167729009,70.99536784,16.27307915
94,94,98671079,3945.24,4.28,9,174.92152114276928,0.8850836542132028,2.8196871796149026,0.0277780842857282,139.2006410492791,632.9082489013672,1.494395732879639,0.0021438185395948,0.0514516449502762,127.2540184,10.24198436
95,95,168688550,3819.21,4.7,4,52.68751590327406,0.6597385245653982,1.5833781080725655,0.0347221120935046,38.38363587856293,92.5058364868164,2.2260546684265137,0.0031633046995922,0.0759193127902132,157.6110501,2.568722941
96,96,98664556,4201.51,4.5,19,174.85193903416325,0.1217123599444676,0.4166687125273256,0.0277786829619799,12.357422552610698,48.17707538604736,1.3285160064697266,0.0045276401911218,0.1086633645869246,201.4153984,-1.607463059
97,97,60284406,3700.5,4.33,10,174.5763195269235,0.1020879184177374,0.2500069770158006,0.0277803625981505,126.7176604270935,998.2089996337892,2.847766876220703,0.0023867307306957,0.0572815375366977,133.8235168,10.96660183
98,98,2527561,3421.54,4.39,3,52.45820150101508,0.1597262285367075,0.1875047568350965,0.1458369462504833,301.7590681711833,848.188304901123,21.59861326217652,0.0023828495149148,0.0571883883579567,239.1051247,-26.47474818
99,99,173109331,3991.59,4.28,15,224.4958406841785,0.1046339400369712,0.4166686642565764,0.0277774243531894,51.81837320327759,230.74488639831543,3.0282974243164062,0.0027840159447731,0.0668163826745549,18.05075148,-0.183608392
100,100,98677199,4029.82,4.68,5,51.80359794180413,0.6361680463495759,1.0139731081922037,0.0416703736646013,46.64252281188965,84.94478464126587,3.8254141807556152,0.0040215996882566,0.09651839251816,162.1791051,0.971936461
101,101,186853232,3648.3,4.31,5,174.5276456707004,0.0555604075647352,0.1111224804785706,0.027777652973782,392.07202911376953,1794.065284729004,7.081043720245361,0.0011936981819282,0.028648756366278,357.4900173,-8.589600154
102,102,130691883,3486.69,4.18,19,155.89474429047436,0.0986863819974874,0.2986111203190376,0.0277777689975664,840.3282516881039,6196.733093261719,7.043600082397461,0.0050782126765709,0.1218771042377017,246.88831,-28.35279334
103,103,396733648,3830.77,4.57,6,174.23004316402125,0.3958641303699248,1.2501074937563317,0.0347252252936414,119.9767549832662,663.0177974700928,3.2471656799316406,0.0014348845667486,0.0344372296019668,55.19599205,12.80287379
104,104,126317117,3771.38,4.53,2,103.02715665259166,0.0694458066340075,0.1041658859601284,0.0347257273078867,198.6924171447754,251.383376121521,146.0014581680298,0.0008088482303198,0.019412357527676,127.0274324,10.25372138
105,105,49710987,4209.47,4.32,10,240.0848906917854,0.1958338207731912,0.5694538117609227,0.0347228493837974,3267.786741943811,17156.440739209833,1.6685843467712402,0.0017354972462701,0.0416519339104839,200.1278605,-0.475797188
106,106,404434391,4159.87,4.39,3,75.3897512220667,0.1574098232484478,0.2013929928875768,0.0833343938686539,11.931161085764566,17.064356803894043,4.332613945007324,0.0016580503048989,0.0397932073175736,129.4145627,10.79057685
107,107,438101944,3805.98,4.6,15,208.6588625809993,0.3870522196362496,1.875009336974472,0.0833315425552427,-1631.2582988880674,118.312668800354,-4905.090544082201,0.0029953196920038,0.0718876726080932,246.5954256,-29.24230672
108,108,366500042,3648.62,4.03,5,149.28508015682928,0.1041744183360151,0.152792195137863,0.048615845794302,80.99149942398071,171.80304527282715,2.4877309799194336,0.0013955402181816,0.0334929652363606,181.4881168,-7.178763356
109,109,152701780,4197.09,4.64,9,126.65899654582086,0.4259339936550582,1.368057324541951,0.0277804875513538,41.85283051596748,202.94272899627688,2.941358089447021,0.0029607055971293,0.0710569343311046,16.68529846,-2.139037817
110,110,357445986,4199.96,4.67,5,74.29252027934444,0.4666753212100047,1.1458423253354797,0.083333733732843,171.1341428756714,633.9432716369629,1.1965394020080566,0.0028042302583084,0.0673015261994032,76.70949119,15.545747
111,111,423610835,3762.86,4.71,32,212.17519999745213,0.1260868139649247,0.3333391446512905,0.0277783650558376,320.72344548037853,3571.926645924634,1.862561702728272,0.0062841148887775,0.15081875733066,357.7631403,-7.827271609
112,112,32425847,3524.58,4.52,16,102.0530832747047,0.0546903184977765,0.1875022075842025,0.0277799424543445,31.285809725522995,136.8621826171875,2.265501022338867,0.0065325480159393,0.1567811523825446,245.478328,-27.60295688
113,113,9098086,3473.67,4.28,9,24.764415797141737,0.0609581864087481,0.1041695470794366,0.0347223405551631,805.1771269904243,3626.09748840332,3.963041305541992,0.0151426951910281,0.3634246845846758,227.2665448,-23.94837507
114,114,242968769,3548.93,4.65,11,230.5102172109248,0.1540440374031442,0.8264248272939767,0.0416698253934555,118.95918195897885,314.78633880615234,3.461933135986328,0.0019883428113468,0.0477202274723233,172.4074172,-4.454023797
115,115,186812773,4171.12,4.64,8,174.5414578973755,0.1276094529942781,0.270840551394258,0.027780347785665,287.46770173311234,1299.9651908874512,4.821908473968506,0.0019097659510173,0.045834382824416,354.2780145,-10.02931613
116,116,9726864,3904.65,4.73,10,98.21709976618604,0.1319466175225443,0.4374976233752932,0.0277783002065916,4149.149967432022,28752.313232421875,2.756774425506592,0.0042423026912683,0.1018152645904412,161.5364849,0.278650287
117,117,392328956,4213.41,4.53,18,55.832683369096,0.2349510421997946,0.7916554942955827,0.0416652865201285,5.157805151409573,19.955098628997803,1.0886192321777344,0.0134329921963796,0.3223918127131105,17.16797784,-0.04374442
118,118,468993012,3761.18,4.57,3,174.23675426044724,0.0416681325201958,0.069443771895294,0.027780078332853,19.795445601145428,42.89628267288208,3.6207199096679688,0.0007174146495701,0.0172179515896837,75.95981508,14.58649419
119,119,117296362,3876.95,4.66,9,103.54086154165113,0.1388888821502152,0.4999929863595298,0.0277806024528217,221.48660951190524,1714.1180038452148,1.293027400970459,0.003621758544564,0.0869222050695376,200.2799708,-1.193241879
120,120,6859688,3885.3,4.29,7,174.59025846005284,0.0902833366577137,0.1875053239366479,0.0277803688777567,44.23253536224365,261.0480546951294,2.8431296348571777,0.0016705781252589,0.0400938750062142,131.1675217,10.74597792
121,121,366623403,4238.23,4.63,4,149.63016741405477,0.1128528917510038,0.2152955681067396,0.0277806031890577,330.2077680826187,784.6925735473633,17.44440793991089,0.0011138573828195,0.0267325771876686,338.3545116,-17.87936692
122,122,248377917,4097.5,4.69,17,228.0304915900224,0.1793350775591106,0.909775087651724,0.0416668844218293,-10437.309153295968,283.3580732345581,-105132.93731466647,0.0031063097237313,0.0745514333695531,127.2249357,10.63991635
123,123,366481074,3738.6,4.69,13,174.57669963177796,0.1816392799936903,1.2917973106359568,0.0277777528021943,295.12774577507605,1794.646453857422,3.7818312644958496,0.0031027431943046,0.0744658366633116,354.3556473,-9.187543498
124,124,436563193,4103.38,4.66,8,156.08459839966918,0.1276037842271762,0.1666665463708341,0.0833331774920225,-1456.530318669078,12052.587523781169,-15196.464578499996,0.0021355940096011,0.0512542562304273,289.5508745,-29.42046855
125,125,287335599,3822.89,4.43,0,25.326706955518148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.5015846,-11.50448578
126,126,459055908,3707.4,4.62,1,126.80739011264131,0.0277798366150818,0.0277798366150818,0.0277798366150818,11.414957046508787,11.414957046508787,11.414957046508787,0.0003285823218162,0.0078859757235892,246.9956626,-28.93605992
