level_0,index,TIC ID,Teff,logg,Flare #,Observation time,Average flare duration,Longest flare duration,Shortest flare duration,Average percentage increase,Highest percentage increase,Lowest percentage increase,Flares per hour,Flares per day,RA,Dec
443,443,366485342,4189.72,4.65,1,48.83389296727887,0.2083399256746361,0.2083399256746361,0.2083399256746361,5.513083934783936,5.513083934783936,5.513083934783936,0.0008532325427052,0.0204775810249256,338.7958699,-17.86384497
444,444,27650485,3482.88,4.84,1,48.83373422349132,0.2291724870592588,0.2291724870592588,0.2291724870592588,8.387291431427002,8.387291431427002,8.387291431427002,0.0008532353163076,0.0204776475913847,130.6150744,10.03263955
445,445,281726323,4201.71,4.53,2,49.12433769563222,0.3958363367460151,0.3958363367814854,0.3958363367105448,5.415928363800049,5.415928363800049,5.415928363800049,0.0016963757119669,0.0407130170872069,126.4053075,10.34865852
446,446,435923506,4007.06,4.69,7,305.22852534698427,0.126984082412069,0.4166618138247031,0.0277800403014225,-44218.98881665947,3423.927688598633,-313041.2434667803,0.0009555681807101,0.0229336363370441,201.5967553,-15.83552839
447,447,111012373,3261.11,4.46,1,25.041416225338025,0.2916696315944591,0.2916696315944591,0.2916696315944591,8.86298418045044,8.86298418045044,8.86298418045044,0.0016639101515555,0.0399338436373321,71.20931684,13.58943159
448,448,173102252,3313.78,4.45,1,24.56261999690992,0.2916676712475237,0.2916676712475237,0.2916676712475237,38.30817937850952,38.30817937850952,38.30817937850952,0.0016963445541195,0.0407122692988697,64.55458066,14.46430029
449,449,374273463,3563.25,4.65,4,24.56202307708486,0.2708305395135539,0.5416550117022325,0.0833333387220136,50.635987520217896,102.12020874023438,5.718386173248291,0.0067855431184802,0.1628530348435264,19.39783677,0.129513865
450,450,243010641,4243.92,4.47,12,178.4697424384981,0.1429458141739322,0.4097538900305153,0.0277803568856143,3482844.715234779,41790931.79271391,2.8620481491088867,0.0028015953470224,0.0672382883285399,354.0583231,-11.24976396
451,451,173102277,3719.29,4.49,2,49.125242566716224,0.3333345204874831,0.3333345205003297,0.3333345204746365,32.70440101623535,32.70440101623535,32.70440101623535,0.0016963444652748,0.0407122671665963,200.4517752,-17.56118703
452,452,392170607,3599.09,4.22,3,27.89563524194364,1.0555585554999043,1.6875146944155404,0.6666729011160442,41.539931297302246,56.465160846710205,13.912832736968994,0.0044809877572549,0.1075437061741195,125.0760276,13.2668239
453,453,458682259,3516.65,4.26,3,149.82686525665645,0.1597302887605565,0.229169849875916,0.1041754788293474,154.15006478627524,449.0677833557129,5.401372909545898,0.0008342963045103,0.0200231113082486,129.1703115,10.9005543
454,454,8988177,3675.46,4.71,16,181.8215866975927,0.0659734308495956,0.1388927931211583,0.0277783621936578,775.2791002392769,6056.794738769531,6.645715236663818,0.0036665980028844,0.0879983520692256,286.3895973,-31.08114748
455,455,245820054,3910.15,4.6,7,205.0871696759677,0.1051634017269082,0.3889212496096661,0.0277775484432822,519.745809691293,2995.482635498047,8.219265937805176,0.0014221594999213,0.0341318279981132,173.4003993,-4.449149536
456,456,7024744,3516.37,4.57,1,48.8338793926182,0.1666718626452166,0.1666718626452166,0.1666718626452166,3.724920749664306,3.724920749664306,3.724920749664306,0.0008532327798836,0.0204775867172076,200.6609257,-0.941096023
457,457,335103856,3823.27,4.62,0,25.00033352832611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.29910041,2.711093258
458,458,8988199,3486.11,4.77,2,109.41779047530532,0.3229144511278718,0.5208297921344638,0.1249991101212799,-7550.529557075901,-6981.888568140135,-8119.1705460116655,0.0007616068006065,0.0182785632145568,353.078509,-12.49914
459,459,44476807,3838.85,4.65,0,24.64603980508946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.62596704,-1.356546689
460,460,242985004,3625.08,4.16,4,104.04044658406474,0.1822891456907314,0.3541546843307515,0.1041684178635478,-94238.41211634356,206.5269947052002,-369558.7295550987,0.0016019410925153,0.0384465862203695,202.6450262,-0.954211265
461,461,444009797,3790.88,4.71,3,24.41716125697189,0.4166773106417167,0.5625122903009014,0.3333465669979887,502.9024521509807,818.2573318481445,46.125006675720215,0.0051193502260345,0.1228644054248281,290.459148,-28.40081614
462,462,9054080,4185.77,4.63,0,109.41798207012651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.89268225,-1.821298586
463,463,173097336,3461.9,4.41,0,24.562612728601835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.3168066,-7.93852985
464,464,38114155,3313.46,4.93,6,73.041652873477,0.4305584973037639,0.6458322592934564,0.1458327738280331,81.4988652865092,222.82452583312988,4.812061786651611,0.0034227045824531,0.0821449099788749,123.1539179,13.40986974
465,465,9700025,4141.48,4.68,1,109.41827044557432,1.104165744036436,1.104165744036436,1.104165744036436,-3803.83341866116,-3803.83341866116,-3803.83341866116,0.0003808017298847,0.0091392415172328,171.0577406,-4.25152128
466,466,130714127,4057.24,4.67,21,79.36412574821043,0.1289717233302261,0.6666741929341242,0.0277784037662058,298.5818601789929,2525.589370727539,6.006157398223877,0.011025132473279,0.2646031793586982,127.7637413,10.00544337
467,467,175588676,3614.95,4.61,3,27.89567082798272,0.5694417717487946,1.083318824745902,0.12500117898594,28.16070318222046,38.333678245544434,10.337960720062256,0.0044809820409341,0.1075435689824185,21.49267469,1.131312152
468,468,9003224,3952.08,4.63,2,109.41794250444808,0.6458347800653428,0.9166623316705228,0.3750072284601629,-12570.364410833665,-5859.615445540935,-19281.11337612639,0.0007616057424032,0.0182785378176773,185.8596837,-9.431312219
469,469,245799420,3580.0,4.8,3,156.12529795832802,0.099535883703993,0.1805540243276482,0.0347219400105132,509.4519257545471,1109.4130516052246,94.18190717697144,0.0008006389844223,0.0192153356261375,23.14789028,2.404413853
470,470,386622134,3457.69,4.57,1,48.833760600137566,0.1250004935934612,0.1250004935934612,0.1250004935934612,2.615213394165039,2.615213394165039,2.615213394165039,0.0008532348554485,0.0204776365307648,134.5742009,25.06333436
471,471,117380455,3595.54,4.53,5,103.31172279417774,0.2666664065682198,0.7916565650471057,0.0277796760146884,482.8965735435486,2226.8457412719727,4.104840755462647,0.002016550762089,0.0483972182901375,20.98699996,0.66029069
472,472,9665497,4087.1,4.39,5,109.41828098969997,0.2333374545909464,0.5000114436261356,0.1041667577810585,18211.355232992624,147022.35067801256,-131622.9999537655,0.0019040084659431,0.0456962031826351,126.4133372,13.05168145
473,473,388995139,4150.46,4.68,7,104.04023237278216,0.2142827934045986,0.3750056182034313,0.124998262617737,-9731.036665736983,10110.099995589817,-93592.0850162246,0.0028034026838925,0.0672816644134222,140.0635497,21.86732868
474,474,438337653,3609.69,4.75,9,165.15903496858255,0.1558772784899499,0.4097602330275549,0.0277803363469502,19.29793357849121,60.64790487289429,4.808521270751953,0.0022705388177603,0.0544929316262475,351.4308257,-11.12603181
475,475,458677162,3761.56,4.31,6,174.24380993479667,0.0613451377181869,0.1458386049430373,0.0277797320586614,14.503530661265057,62.158918380737305,2.9305338859558105,0.0014347711984348,0.034434508762436,136.2672235,25.08160243
476,476,48559268,3462.9,4.83,4,53.75052117021232,0.3072983365914865,0.4375137564854867,0.1250039280519104,690.1096045970917,1216.083526611328,139.97480869293213,0.0031007451283845,0.0744178830812292,54.40053385,12.84145824
477,477,294301774,3513.18,4.64,2,25.00041146812509,0.3229264740429016,0.4791840003076686,0.1666689477781346,55.32554388046265,103.46851348876952,7.182574272155762,0.0033332784718196,0.0799986833236705,129.2961015,12.21911553
478,478,366355496,4015.85,4.7,2,48.8338600757279,0.1458365935343408,0.1875056819774272,0.1041675050912545,3.170245885848999,3.9229273796081534,2.417564392089844,0.0017064662347827,0.0409551896347851,175.4080119,-4.847905526
479,479,374350271,4060.97,4.7,0,24.56207560789244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.5615646,12.03600122
480,480,185854309,4076.2,4.63,0,50.1187151040208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5558161,24.59766998
481,481,432613930,3481.96,4.76,6,130.06419244361086,0.2083344077332943,0.3749966895836678,0.1041679541940538,115.77667792638142,338.5014057159424,2.389240264892578,0.0019221277993817,0.0461310671851616,16.87835137,-0.01069301
482,482,443970873,3715.27,4.66,2,48.83406012911314,0.2291736433552387,0.2916777991729304,0.1666694875375469,4.401487112045288,7.349801063537598,1.4531731605529783,0.001706459244081,0.0409550218579444,22.27360985,1.376742453
483,483,366623130,3648.52,4.55,0,48.83393906573178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.5757353,-17.7751676
484,484,328009688,3473.4,4.92,0,109.4173984542408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.5529927,-17.7096274
485,485,23375009,3516.93,4.51,3,26.687896791351704,0.0810199069831772,0.1111112569105898,0.0277786252622718,8.9019775390625,9.947586059570312,7.225453853607178,0.0046837711108245,0.1124105066597889,200.4315965,-17.50704174
486,486,173145881,3528.53,4.71,1,24.562645901710766,0.4166686054948059,0.4166686054948059,0.4166686054948059,37.80909776687622,37.80909776687622,37.80909776687622,0.0016963427650831,0.0407122263619959,357.8828244,-8.962828598
487,487,126237385,4162.15,4.67,6,102.99930344391146,0.7222499940576578,1.2987015066396452,0.0347251842522382,750.5308210849762,2302.6065826416016,4.354763031005859,0.0024272008804034,0.0582528211296818,174.7997429,-5.021095374
488,488,366631586,3632.44,4.14,1,48.83394260905811,0.1458350038969911,0.1458350038969911,0.1458350038969911,2.1117806434631348,2.1117806434631348,2.1117806434631348,0.000853231675358,0.0204775602085937,187.9357061,-10.41481373
489,489,85911020,4243.97,4.66,4,76.92094047782939,0.0833371475501962,0.1597375098658631,0.0416670082877317,2312.714222073555,6541.728210449219,78.83325815200806,0.0021667268448791,0.0520014442771003,339.08225,-17.4776399
490,490,366399964,3466.72,4.0,1,48.833869120092,0.2500021300011212,0.2500021300011212,0.2500021300011212,8.784890174865723,8.784890174865723,8.784890174865723,0.0008532329593667,0.0204775910248029,97.72023333,15.22629423
491,491,49504699,3502.68,4.73,1,24.562749579117963,0.2500021611188003,0.2500021611188003,0.2500021611188003,15.340864658355711,15.340864658355711,15.340864658355711,0.0016963356049556,0.040712054518935,167.1524941,-0.932948047
492,492,357513273,3511.41,4.74,2,25.00030634462792,0.3958413590322607,0.4166707268016125,0.3750119912629088,18.21548342704773,23.8480806350708,12.582886219024658,0.0033332924878834,0.0799990197092029,355.0107208,-10.26562241
493,493,436724056,4157.81,4.65,4,253.07177016348143,0.274316493014453,0.3889226487376618,0.1041679359041154,19927.32829664168,99259.80835162014,-12891.216550276667,0.0006585747061357,0.0158057929472577,138.4091132,24.93811142
494,494,49426984,4195.93,4.53,2,24.56270036835849,0.3958401817760659,0.4166695336280099,0.3750108299241219,24.609994888305664,40.06681442260742,9.153175354003906,0.0033926780070436,0.0814242721690481,75.60922887,14.67910003
495,495,243015707,3753.2,4.78,6,100.4497052684269,0.2974586031068611,0.4653135642788584,0.0486156270926585,851.227068901062,2323.512458801269,85.56399345397949,0.0024888077006491,0.0597313848155799,181.9603571,-8.488119882
496,496,176940451,3704.33,4.68,1,24.99952025700327,0.1875002190304258,0.1875002190304258,0.1875002190304258,7.956826686859131,7.956826686859131,7.956826686859131,0.0016666986501468,0.0400007676035248,131.337229,11.77568449
497,497,423611868,3335.05,4.74,0,54.7087988485896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.137572,-4.37556868
498,498,277840115,4236.5,4.6,5,50.09988994519108,0.1444556041686155,0.2639128235637145,0.0763955450011053,3961.507329940796,19027.207946777344,55.979323387146,0.0041583591014121,0.099800618433892,137.2384567,24.9381065
499,499,374270448,3650.25,4.23,3,50.0999746129728,0.0810258791205645,0.1597365073512264,0.0416704232329721,15831.911480426788,47427.42004394531,24.838972091674805,0.0024950112443297,0.0598802698639129,354.5440649,-10.30604809
500,500,443970782,3755.7,4.8,1,48.834057230463486,0.104168350988175,0.104168350988175,0.104168350988175,4.563224315643311,4.563224315643311,4.563224315643311,0.0008532296726857,0.0204775121444585,243.5058794,-29.38883782
501,501,32180832,3558.59,4.41,2,50.32696394583832,1.718767754811097,1.9513899818343816,1.4861455277878122,104.81034517288208,117.42253303527832,92.19815731048584,0.0016558386757249,0.0397401282173983,126.5025623,10.512619
502,502,110999175,4099.88,4.67,0,25.041408397576788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0181977,2.590884406
503,503,110996591,3702.06,4.51,0,25.041406010715264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0202769,-25.87874622
504,504,443996607,3586.23,4.8,2,48.83406180202701,0.270840302371198,0.3125051649487886,0.2291754397936074,14.961451292037964,20.42224407196045,9.50065851211548,0.0017064591856226,0.0409550204549436,233.4013596,-26.09584131
505,505,98664529,3695.62,4.7,0,24.99960486575356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.20064565,12.0453226
506,506,130692036,3513.37,4.53,3,26.22933349107416,0.0462969030266625,0.0833351977366874,0.0277777506234997,14.819157123565674,22.32719659805298,3.415501117706299,0.0047656567423849,0.1143757618172379,138.3604745,23.89340454
507,507,147745755,4105.47,4.64,1,53.02145314155951,0.1111141659748682,0.1111141659748682,0.1111141659748682,22.04788923263549,22.04788923263549,22.04788923263549,0.0007858454304415,0.0188602903305978,160.3965994,0.710308588
508,508,173097561,3979.72,4.61,0,24.562592515762617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.9500247,-2.22582207
509,509,61099144,3805.1,4.62,21,103.34882894617569,0.0565484700763092,0.145835550342781,0.0277778367576502,212.02595688047865,1764.286994934082,3.4511923789978027,0.0084664723240908,0.2031953357781813,183.4634744,-8.894171205
510,510,157839046,3640.68,4.45,11,26.229389786665703,0.4589678053562238,1.5347239002358035,0.0416666172436634,3082.2639692913403,10659.700012207031,5.809926986694336,0.0174740372178363,0.4193768932280726,17.03574805,0.077989614
511,511,38143314,3600.09,4.74,1,24.56254426150917,0.3541668247435154,0.3541668247435154,0.3541668247435154,34.80607271194458,34.80607271194458,34.80607271194458,0.0016963497845766,0.0407123948298407,183.860116,-8.153536808
512,512,290055501,4175.45,4.66,0,25.00050421483548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.7238721,2.167159123
513,513,423609056,3715.66,4.63,14,52.82003585314169,0.1627010548895344,0.5972332318597182,0.0277783967680989,647.2279608249664,3704.269409179688,57.48159885406494,0.0110437890454146,0.2650509370899507,55.15009709,13.06076098
514,514,437031242,3871.38,4.39,6,48.89357310624246,0.1886760562075172,0.5139406133794182,0.0277804829070191,60.768832763036094,253.8517713546753,4.971206188201904,0.0051131464549904,0.1227155149197707,356.1767832,-8.145083123
515,515,396847258,3635.06,4.58,0,48.83403937261096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.20233592,0.655382222
516,516,152851019,4238.22,4.34,12,100.81117814320488,0.2974617370858065,1.548621135819758,0.027780259683368,45.83574732144674,222.9229211807251,3.20425033569336,0.0049597674504878,0.1190344188117084,354.2047938,-9.930499314
517,517,27650406,3470.72,4.86,1,24.41679525153472,0.1250003478407961,0.1250003478407961,0.1250003478407961,4.900956153869629,4.900956153869629,4.900956153869629,0.001706475654869,0.0409554157168576,76.37898034,16.90071007
518,518,422326934,3551.04,4.66,1,25.000375860434588,0.0833344732327532,0.0833344732327532,0.0833344732327532,213.56799602508545,213.56799602508545,213.56799602508545,0.001666641609681,0.0399993986323458,158.1010284,0.665824997
519,519,333640942,4182.69,4.63,27,170.11387446309004,0.1023705557006535,0.3541851958616462,0.0277774740538916,35.21464047608552,344.95649337768555,3.907060623168945,0.0066132171967201,0.1587172127212836,351.8956777,-10.92327136
520,520,9698738,3649.11,4.66,2,129.70344587556997,0.0937511341703611,0.1111131063626089,0.0763891619781134,360.19442677497864,678.5898685455322,41.79898500442505,0.0006424912828706,0.0154197907888945,76.96285816,15.95468564
521,521,335040253,3642.54,4.13,1,25.00030651346151,0.1041685108552883,0.1041685108552883,0.1041685108552883,11.655986309051514,11.655986309051514,11.655986309051514,0.0016666462326864,0.0399995095844743,132.6961211,10.12171676
522,522,38116208,4091.4,4.66,2,24.56253912202465,0.2291707951621902,0.375008424321777,0.0833331660026033,3.810197114944458,5.356597900390625,2.263796329498291,0.0033927002790444,0.0814248066970668,355.1961291,-9.164552841
523,523,9031722,3467.09,4.73,18,79.46632713171493,0.0590289582576133,0.1805556703288857,0.0277784249269643,438.0148662461175,5525.341796875,3.748834133148194,0.0094379597883878,0.2265110349213084,15.6686565,0.119872362
524,524,422335828,3849.61,4.59,1,25.00040643088323,0.1250020971194771,0.1250020971194771,0.1250020971194771,11.806941032409668,11.806941032409668,11.806941032409668,0.0016666395717149,0.0399993497211585,156.3804548,1.998848686
525,525,176878982,3686.26,4.63,2,25.076734709478387,0.0555567470310052,0.0763910227806263,0.034722471281384,8.43002200126648,9.643292427062988,7.216751575469971,0.0033231333464573,0.0797552003149775,201.0396813,-0.79334131
526,526,47350472,3448.97,4.66,0,24.562161255100364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.61689549,12.64924894
527,527,86131445,3924.13,4.58,17,209.8694040735313,0.1446123991698802,0.6666684962112868,0.0277805107234598,270.14656698002534,2165.7983779907227,3.745174407958984,0.0033751148075169,0.0810027553804067,19.55228672,1.143223696
528,528,38138470,3563.41,4.72,7,74.7520471131952,0.1279789033337692,0.395833479133671,0.0347217172457021,150.39826461247034,260.6376647949219,26.85127258300781,0.0039017883513611,0.0936429204326681,352.0051308,-12.3151184
529,529,422350573,3825.96,4.47,1,25.000411604878764,0.1041684400101985,0.1041684400101985,0.1041684400101985,52.426254749298096,52.426254749298096,52.426254749298096,0.0016666392267931,0.0399993414430365,128.2557673,10.01151332
530,530,366528936,3799.37,4.64,1,48.83392388937568,0.2708422137375237,0.2708422137375237,0.2708422137375237,7.254314422607422,7.254314422607422,7.254314422607422,0.0008532320024304,0.02047756805833,190.9606366,2.142558577
531,531,245869959,3683.06,4.81,4,78.02121337052813,0.1979189203120768,0.3333446052856743,0.0833336911164224,-370.7374953650556,11395.439698933087,-9821.47133089798,0.0021361711702066,0.0512681080849604,170.6149973,-2.701673938
532,532,173108930,3264.71,4.77,1,24.56264246428396,0.2291676391294004,0.2291676391294004,0.2291676391294004,23.597657680511475,23.597657680511475,23.597657680511475,0.0016963430024783,0.0407122320594813,67.17498429,15.56477368
533,533,98674054,3503.64,4.59,0,24.99963328825129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.3155628,9.983216159
534,534,130711940,4087.75,4.5,10,26.22934120675245,0.1951407029961956,0.4166665483276119,0.0277784031704868,3996.956185102463,31688.73291015625,9.521710872650146,0.0158855178016976,0.3812524272407426,54.91582501,13.09533103
535,535,12787378,3459.04,4.85,29,134.87962062386646,0.0991367176183271,0.8958217580802739,0.0277775232407293,-797.8310946568007,6750.021328955897,-25325.73830417837,0.0089586056644017,0.2150065359456427,161.8609409,0.535716052
536,536,357492962,3742.65,4.64,1,25.04193244116277,0.7291891270358519,0.7291891270358519,0.7291891270358519,37.44151592254639,37.44151592254639,37.44151592254639,0.0016638758516166,0.0399330204387999,130.841959,11.67348074
537,537,366622655,4012.77,4.44,2,48.833940850081945,0.1875048989302286,0.2500083753036506,0.1250014225568065,5.896580219268799,9.3284010887146,2.464759349822998,0.0017064634121821,0.0409551218923721,243.813455,-29.26875342
538,538,49427310,3428.06,4.87,1,24.56269496478876,0.1875011796867056,0.1875011796867056,0.1875011796867056,15.33294916152954,15.33294916152954,15.33294916152954,0.001696339376701,0.0407121450408241,17.36963229,-1.76798967
539,539,49735932,3542.94,4.77,2,109.41750650529092,0.0937497052364051,0.1041663400828838,0.0833330703899264,59376.01082576183,118479.6365849174,272.385066606244,0.000761608777196,0.0182786106527047,16.63136973,-0.919146504
540,540,444006028,4241.39,4.67,2,48.83409021958414,0.3020916173262549,0.3333392436470603,0.2708439910054494,15.341323614120483,19.360721111297607,11.32192611694336,0.0017064581925991,0.0409549966223785,229.3074147,-25.92545997
541,541,335696736,4203.68,4.42,0,25.04193198908001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.3333822,-25.22627702
542,542,277812143,3882.69,4.66,15,126.422886785861,0.1240812071798548,0.6250259236601323,0.027780327147866,680.3087703386942,4004.967880249024,3.090083599090576,0.0049437251109337,0.1186494026624108,157.5677913,0.791587187
543,543,176940537,3523.53,4.53,6,50.07630225015987,0.5370460340539012,1.5277926387161642,0.0347226007465906,159.20889178911844,549.0912914276123,4.191958904266357,0.0049923814013084,0.1198171536314034,133.299993,10.18260169
544,544,436637490,4147.19,4.68,6,104.04266101255688,0.2152790248727569,0.3749950817866647,0.1041674994921777,2434.134014704039,8295.342730269154,-1048.242234260674,0.0024028604955598,0.0576686518934368,354.037752,-9.66352823
545,545,366568155,3573.27,4.75,2,48.83391959314872,0.1875038267133959,0.2083355307465808,0.166672122680211,4.737311601638794,6.020486354827881,3.454136848449707,0.0017064641549892,0.0409551397197409,175.1754085,-4.438237701
546,546,357513159,3577.73,4.26,2,25.000297741434,0.3020903651243998,0.3750118724774438,0.2291688577713557,12.914615869522097,15.585458278656006,10.243773460388184,0.0033332936349482,0.0799990472387582,245.3585002,-29.11339049
547,547,404420725,3774.74,4.47,1,25.00034107638612,0.0833361888448962,0.0833361888448962,0.0833361888448962,1.8822193145751955,1.8822193145751955,1.8822193145751955,0.0016666439285511,0.0399994542852274,133.8758485,25.02055355
548,548,443588637,4226.64,4.34,0,24.562416621276725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.5937076,-9.452807587
549,549,269533151,4164.67,4.66,5,102.16704634811094,0.2541664542630314,0.4791694683954119,0.0833344180136919,16426.190723642165,97674.20572961138,-41493.363584653205,0.0020391441348268,0.0489394592358443,136.0840136,24.95508114
550,550,277776499,4205.94,4.53,1,24.56294433132416,0.0833365934156518,0.0833365934156518,0.0833365934156518,22.57246971130371,22.57246971130371,22.57246971130371,0.0016963221552202,0.0407117317252858,340.0528132,-14.75479421
551,551,292202541,3660.77,4.72,1,50.104668889252025,0.1180580004602234,0.1180580004602234,0.1180580004602234,19.47784423828125,19.47784423828125,19.47784423828125,0.0008315924960758,0.0199582199058202,62.99166964,13.21504118
552,552,38160764,3593.85,4.71,2,24.56257455273385,0.3020845901498887,0.4583341411703259,0.1458350391294516,94.58350539207458,99.00227785110474,90.16473293304443,0.0033926953851854,0.0814246892444504,129.4832556,11.81824403
553,553,243245808,4073.11,4.69,21,76.92089984447375,0.2050284738988704,1.2013974075939586,0.0277772658628236,136.36241867428734,1127.7606010437012,5.036699771881104,0.0113753219446101,0.273007726670643,358.6126794,-7.646273453
554,554,366354694,4220.48,4.66,2,48.833848824462166,0.1562543238421767,0.1666709456362696,0.1458377020480838,31.0132384300232,58.11564922332764,3.91082763671875,0.0017064666279506,0.0409551990708163,343.757563,-14.16110584
555,555,5741492,3583.24,4.89,0,109.4169125477954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.7985769,-5.149769106
556,556,374270993,3390.51,4.87,2,48.311565573456846,0.3229103498633776,0.5624873414442391,0.0833333582825162,9.101450443267822,14.810752868652344,3.392148017883301,0.0017249147764964,0.041397954635915,101.6340949,15.80927251
557,557,405672718,3973.82,4.73,0,50.33396005234772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.42190016,14.89032001
558,558,380943158,3902.38,4.33,6,102.16770656095468,0.3611131292612602,0.9375142469070852,0.104165721219033,10786.663433114903,40643.79250670042,-3009.726013734752,0.0024469571493302,0.0587269715839252,136.5189618,24.65034166
559,559,434101710,3661.5,4.35,16,80.17434885057719,0.1002616187890907,0.3680617433146835,0.0277784085828898,997.1098363399506,9335.916900634766,7.078671455383301,0.0083152114887661,0.1995650757303882,55.78373435,12.90458613
560,560,386892945,3437.71,4.91,10,203.12133983101128,0.4430542224920827,2.611129843721301,0.0277772880931479,3167.1986162662506,16743.589782714844,11.278128623962402,0.0020513190146014,0.0492316563504336,157.4065728,1.178522264
561,561,49544793,4240.33,4.56,0,24.56275929907997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.2224859,-10.83409171
562,562,281777509,4131.09,4.69,1,24.562194121144785,0.6041582807533814,0.6041582807533814,0.6041582807533814,41.82707071304321,41.82707071304321,41.82707071304321,0.001696373966477,0.0407129751954501,340.6799176,-15.41934965
563,563,9065285,4207.23,4.66,4,109.41815064942716,0.4375037588179111,0.7083313101902604,0.2083327518776059,-289.2893615638304,24966.659212511586,-22657.43958908936,0.0015232085872175,0.0365570060932202,356.2784745,-9.837642706
564,564,374312600,3368.39,4.88,1,24.56205681036317,0.2083292495692603,0.2083292495692603,0.2083292495692603,115.9592866897583,115.9592866897583,115.9592866897583,0.0016963834498211,0.0407132027957073,161.9139086,0.575838425
565,565,396734341,4128.31,4.38,5,97.72760189719496,0.1013932506383298,0.2083411055618853,0.0277805622258711,10.264317989349363,13.423573970794678,5.240857601165772,0.0021317757653819,0.0511626183691663,159.7410231,1.968715274
566,566,387143067,4168.81,4.6,0,92.85857288008106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.12639701,16.02972058
567,567,336878177,3445.55,4.85,5,208.65751360506897,0.3972469937179994,0.9097753131441096,0.0486102601580569,101.91011905670166,253.01551818847656,9.366011619567873,0.0009984463522729,0.0239627124545518,131.806926,11.30956331
568,568,307585255,4049.24,4.67,2,108.75070593290523,0.1145841444376856,0.1458353283815086,0.0833329604938626,-18020.75060853054,-14313.925017882406,-21727.576199178675,0.0007662785507318,0.0183906852175646,262.4883319,-30.03640085
569,569,385814111,4205.9,4.68,5,230.38791527051148,0.302798540250933,0.7708816235690392,0.0277774324817983,23.994178771972656,58.11898708343506,3.388190269470215,0.0009042719670809,0.0217025272099416,354.4367076,-10.5931372
570,570,438153873,3484.35,4.3,1,165.15885681299187,0.083332295931541,0.083332295931541,0.083332295931541,2.420485019683838,2.420485019683838,2.420485019683838,0.000252282362997,0.0060547767119282,245.4162918,-28.05198171
571,571,59616469,3718.97,4.3,1,43.50027840823441,0.1041673186477964,0.1041673186477964,0.1041673186477964,0.4505157470703125,0.4505157470703125,0.4505157470703125,0.0009578482757199,0.0229883586172796,290.5613092,-28.34251565
572,572,49710854,3451.7,4.8,2,109.41741397271652,0.1249985620379448,0.1249985620379448,0.1249985620379448,9794.60380705979,19303.3415201182,285.8660940013808,0.0007616094212765,0.0182786261106363,182.0514442,-9.585064034
573,573,27679382,4215.29,4.64,10,98.03280249781368,0.1520969864059679,0.8125826842128845,0.0277803342264633,54.41298842430115,172.89023399353027,2.7148962020874023,0.0042502780299069,0.1020066727177673,159.6264956,1.279514253
574,574,9068352,4235.29,4.64,0,54.70898209173333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.5238635,-26.4554297
575,575,366399048,4215.34,4.58,1,24.41693047745821,0.2916755879584798,0.2916755879584798,0.2916755879584798,22.952687740325928,22.952687740325928,22.952687740325928,0.00170646620406,0.0409551888974416,16.18288689,0.301177968
576,576,248344776,4131.98,4.29,0,47.541999005115485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.8004968,-7.868597195
577,577,176944089,3553.43,4.61,5,24.99952472042264,0.2624964210622693,0.6666518212327901,0.0833311598630643,12.36213445663452,29.88271713256836,1.042020320892334,0.008333491762871,0.2000038023089052,58.24228429,12.65054305
578,578,366623224,3426.68,4.44,1,48.83393990326863,0.1250026068682928,0.1250026068682928,0.1250026068682928,8.724033832550049,8.724033832550049,8.724033832550049,0.0008532317226339,0.0204775613432138,340.2316514,-16.56064686
