TICID,RAdeg,DEdeg,Teff,logg
374312359,245.4545004,-27.48065909,6381.616,3.6049
335104078,341.2711142,-15.61303474,6174.1533,4.3882
49737850,54.24159537,12.72491493,5887.7056,4.1453
205338917,12.80987174,-1.241881659,6031.6055,3.9437
160122877,236.6650987,-26.49551064,5511.839,4.2714
49677634,230.8831788,-25.04156882,5351.3154,4.1597
243015218,172.7501677,-4.095243064,4570.8604,4.627
176879072,245.4530669,-28.91623609,,
434101713,200.9135503,-15.80003487,,
350498107,286.7573564,-30.75097983,5830.452,4.3051
436633376,22.6000054,1.357751264,5711.784,4.3339
366395504,185.8406649,-9.269162256,4705.82,4.5719
1637882,71.13783063,14.36668415,7213.542,4.1982
398569902,244.2679206,-29.12835188,5264.0864,4.2125
160921102,246.9903916,-28.38183112,,
335103979,287.9376121,-28.81534505,5415.6064,4.3027
389018908,232.9729717,-26.76746005,8990.789,3.9978
176909205,243.9616044,-28.89310074,,
328009701,250.7222166,-28.24803866,6280.023,3.9589
293837418,133.0791076,24.14194361,5522.3306,4.1711
437704454,353.7464922,-9.23573701,4772.5293,4.3456
6997255,244.6508266,-28.46974407,5915.3413,4.1013
61072399,58.14152461,11.34606511,4437.1343,2.1032
9070070,182.3082361,-10.19103851,5753.0127,4.2483
335010898,264.3079149,-29.90044367,7286.981,1.9236
269504950,68.21256583,15.54018894,5830.2124,4.0087
205871617,229.3717582,-25.074049,,
294301824,19.8837327,0.829746273,5857.16,4.3956
159126159,184.0093131,-9.56955594,5688.5557,4.2039
23201504,183.3221459,-8.501165853,,
366444018,352.7246023,-12.1624368,4882.956,4.5552
9632627,352.7254707,-12.1608028,4233.243,4.5496
436570187,154.7409781,3.734059582,6009.2466,4.1956
23380027,173.3077888,-3.762855079,6174.7227,4.4242
297145556,248.5742477,-28.90355928,,
79581388,129.9629517,10.57270563,5723.8193,4.2179
389169404,199.9288509,-16.95694772,,
173103859,77.10633813,16.08627513,5974.0513,4.2299
20423387,233.8774721,-25.73747632,5746.466,4.0757
66768011,231.2700173,-25.33618898,,
49427234,170.9772103,-2.912701532,4881.648,2.9468
200615937,339.9200552,-15.01659027,6202.912,4.1433
335920034,64.35733183,13.7950564,6418.2964,3.9327
98591763,127.1776879,11.72506338,4677.003,2.6661
443613819,264.996781,-29.36742856,,
456889021,157.477664,1.83184681,6017.46,4.0236
429302014,243.1477348,-27.73285691,6632.761,4.1101
357413782,338.6003257,-17.84267963,4701.2417,2.6838
98724161,264.6710235,-29.66631268,,
199408271,78.60829459,16.35030949,6532.612,3.7286
173163148,162.3404101,0.110540263,,
204818300,200.3155322,-0.882816379,,
297142954,257.9334862,-29.33515598,7054.5024,3.9258
334994805,155.7790119,0.779203127,,
12649545,153.3281979,3.939253735,4649.317,2.7225
374296561,235.8316843,-26.90982749,6173.5435,4.1813
48664307,247.4790672,-28.53190262,6663.1846,3.9861
23565852,60.94466539,12.56449698,,
67762032,130.9482781,10.2966917,,
98582905,130.2975539,11.52564972,6083.229,4.2843
9054524,22.85260607,1.650715181,5717.337,4.0286
422327025,75.49629783,15.0812557,,
199409162,76.03457315,15.69154862,5672.692,2.5487
159127455,76.51604726,16.19445327,6340.7754,4.0476
411839349,236.9778583,-26.7962536,6539.4185,4.1313
357494173,135.8795559,24.84856017,6522.9536,3.9854
8937839,58.68828517,13.24075852,5371.7837,4.1848
38131671,60.88704448,13.32237319,6620.7417,4.1422
162762289,203.9072814,-17.89260797,5787.4937,3.8757
49687222,263.6841042,-29.84222823,3875.433,0.8562
79727502,161.5882537,0.887491093,5856.276,3.5593
242969005,243.3215614,-28.92934766,5628.862,4.182
173096846,343.3407427,-13.99700665,5960.591,4.0371
168442988,134.1624338,24.05401019,4890.2876,4.4199
286230862,203.5067033,-2.735984149,5712.211,4.2793
389167885,258.5321344,-29.18753752,,
240766769,339.3206044,-15.53027383,5025.8228,3.312
243015280,14.46060467,-1.052272336,4869.178,4.5613
437038436,357.0233357,-9.003332158,,
203279277,136.1963738,24.40278193,5713.826,4.2011
176910080,78.91982005,16.27869737,6881.275,4.1247
85072441,236.4167404,-26.58691001,6298.059,4.2962
436655284,17.54587797,-0.50424785,,
47350486,257.7295652,-30.07369963,,
374338383,126.4943927,12.86055198,,
443580906,134.2138132,23.72793386,5842.179,4.4355
24396285,289.373376,-28.33658508,,
107455444,19.84193339,1.420010454,5696.006,4.2968
114959639,165.3089208,12.95399357,7390.037,4.0463
68053244,165.0456796,13.01554733,5666.6504,4.1901
436586283,171.08322,-4.772011501,6021.333,3.6854
203378686,200.2256818,-17.15052804,5590.533,4.3856
86049108,17.29676764,0.240978528,4488.025,2.1301
12822196,261.0235862,-30.35335139,5745.6743,4.3606
437029857,138.0026883,23.25529635,4676.708,1.8757
147694971,126.6360662,11.97365941,4825.417,2.4354
411697541,203.3897922,-17.33485698,,
392467723,16.55798182,-0.858419817,5809.9585,4.5113
12784356,188.0566996,-10.70751349,,
422335794,206.8977266,-18.42652929,5500.434,4.0799
157857827,207.7420495,-17.92824672,6240.864,3.9649
9065256,286.8078496,-28.69183575,,
374350012,201.192457,-1.982171017,4905.4688,3.1492
436577504,133.7781955,10.79422392,6454.0146,3.8406
147811454,178.4943343,7.308808291,6249.8877,4.2659
152852338,134.2926489,23.8284653,,
151492082,258.9337149,-29.77497328,7140.949,4.1239
240849811,357.462848,-9.005040826,5926.2627,4.3979
415389351,68.88952523,15.26907223,,
347756937,78.34231623,15.80488674,,
269593931,160.6028985,-0.069799456,6123.9907,4.0494
281701321,244.3423019,-27.94052783,7222.6084,3.7893
374200794,131.2644352,11.34364792,,
7020260,203.5557322,-17.4009578,4439.052,2.0058
269532919,253.7816296,-28.9071888,5445.984,4.0648
386883683,353.6583447,-11.17567257,5664.2837,4.1608
205105855,74.49412462,16.10119096,,
68328734,233.9418765,-26.19513588,,
153905567,125.929447,10.56071251,6712.2197,4.1139
281660320,257.2959142,-29.90262145,,
281660320,358.6419901,-7.694327087,5421.7314,4.4732
147814987,236.5231312,-26.2925108,5019.9463,2.7195
17051017,339.7898013,-16.45348214,5726.1104,3.8483
281706066,207.6776335,-18.18235404,5685.309,3.8548
374180120,157.6913049,1.428567843,,
277812771,180.3708438,-6.809964756,6453.43,4.1986
438102168,201.4893393,-16.02725235,5973.9795,3.9938
438101393,291.0813559,-28.52969383,,
307811823,175.4799461,-5.743634121,4487.4756,4.3418
438105480,75.51346449,15.85235079,,
438226468,71.797274,16.30609354,4928.994,4.252
155253673,159.6862926,1.010575767,4921.534,2.7512
438054022,229.8266969,-26.27775115,6740.69,4.1797
306605919,234.2741791,-26.77807315,,
438152268,17.09687643,-1.45306033,,
438154794,158.1616917,1.011704434,,
372425198,131.6551285,24.671425,,
59359787,130.1150637,25.00831081,6039.4087,4.0702
438458084,132.1198768,25.45277101,4752.03,2.4398
307376108,185.0343611,-9.66675685,6800.323,4.1505
294356385,288.9000957,-28.62975877,,
387143219,265.5091324,-29.45611263,6167.1143,2.8133
438311716,169.7623983,-4.154695958,5900.7524,4.1929
307017822,200.8936039,-17.63954987,,
438163791,130.4728542,11.19856457,6418.032,4.2477
438528171,293.3845502,-28.59927042,5255.6665,3.916
438226473,229.8796308,-25.33012473,5554.142,4.0493
438335293,126.4967751,10.16023515,4974.582,2.679
438497407,265.2776246,-29.75686339,,
307471275,261.7832825,-30.60804342,,
307016302,264.2438049,-29.80945213,4800.846,2.7574
290110739,259.1846194,-29.76660913,6516.5005,3.7685
436731334,355.4111429,-8.836221142,4710.302,2.616
45225340,243.9676043,-28.59597435,6349.2397,3.7512
89478591,131.758707,11.65072917,4608.2607,2.4212
111752242,286.8524807,-29.86107497,5510.505,4.3991
366495838,184.1169317,-8.861101748,5299.909,3.8348
436702457,235.9128349,-25.99114835,6611.32,3.8275
458655761,232.4350347,-25.23914636,5498.7856,4.1859
248387360,200.7362879,-2.276684445,4988.165,3.4198
436574061,202.2613727,-1.009509746,4889.7183,2.8456
126321892,133.6176601,10.91356771,6229.164,3.9758
27629966,19.23545983,-0.680736189,4769.601,2.332
240716293,261.9865213,-29.33590001,5532.2017,3.5512
182965722,75.82959914,16.27695335,,
182965723,244.2653585,-29.10660255,,
130692119,60.52038932,13.7092694,5772.849,4.0402
66779422,127.8776483,11.27978383,,
388977770,57.01988435,13.92074188,,
243031686,60.888637,14.10922138,4972.8594,4.5468
60285347,129.2801402,10.03443542,,
437031101,124.6993292,12.8981507,7791.5264,4.2699
160123252,261.9172993,-29.31337793,,
242969017,355.6742984,-9.095992782,5661.175,4.1283
366400101,357.8644962,-8.318274617,5740.611,4.4161
293890000,236.0373466,-26.88506219,5959.6187,3.7643
240849771,134.287555,25.22622578,5038.121,2.5853
9726697,205.278068,-16.84117728,4808.5034,2.1543
374314391,257.5598261,-29.11378844,6121.0464,3.793
435306392,71.2126251,16.32295083,5568.8276,4.5499
38138562,230.5877031,-26.37448871,,
240766734,136.6417365,24.62503746,6306.245,3.9394
159137106,127.3814028,11.83782722,4820.6113,2.6065
374171283,204.2159572,-1.636739949,5914.231,4.0265
69814589,130.1326522,10.7269171,5894.1836,4.0236
404420630,229.2332585,-25.61413045,5653.904,4.0449
168438243,203.9204269,-17.53975806,,
242968550,200.2028224,-17.10218661,,
81028965,74.04127618,15.33211123,5310.808,2.529
245895492,73.89541793,16.30952816,,
205011015,230.81082,-26.40330025,4880.895,2.4825
374273000,188.6844959,-10.39660892,4780.9683,2.8234
374201271,352.3023378,-12.42532469,5893.85,4.1282
292204807,230.3408883,-25.53086899,6005.9883,4.0662
173090159,130.4179543,11.04664525,5996.783,3.6525
12861058,339.9199107,-15.06322179,,
12787291,63.71246373,14.70795509,5452.119,4.5694
422326918,126.4986838,12.92388061,,
43550773,71.91816131,15.4157706,,
374180060,243.2798845,-28.08723808,,
303762614,123.0866728,13.54917838,5532.9062,4.5713
435880073,262.0051674,-30.57620815,,
434103773,200.7160525,-2.278372801,5988.6177,4.3232
9053255,250.3480106,-28.42151309,,
436659522,126.3469583,10.49472001,5574.4497,4.4414
23343871,72.06338005,16.36856906,,
422335335,174.0696683,-4.467309257,4923.0693,2.4394
383062807,58.18753998,12.12672519,,
200037140,14.45959157,-1.053989566,5505.83,4.2803
186287144,182.6512419,-8.580745864,6039.7866,4.259
81134091,205.6648823,-1.570035049,,
32425872,126.3799396,10.27073644,5750.865,4.2281
85914183,129.769667,25.11020782,4786.6562,2.3563
49455944,22.39396775,1.621611095,5809.831,4.1417
366568050,200.295857,-1.909065117,4570.4614,4.5522
205369753,204.1497295,-18.06493549,,
366577147,257.6895689,-30.81797826,5411.752,4.3033
411696721,263.5587602,-29.3417806,6861.3726,4.1081
392328714,75.31608176,16.36483095,6112.9194,3.3081
176941476,242.967195,-27.71609738,7385.795,4.0185
117278621,167.1072657,-1.144898844,,
422335545,95.95751744,14.36655746,,
2377633,95.9596064,14.51543322,,
44332637,103.2682066,16.93172389,4628.6733,2.1454
203382580,100.5232075,16.45676823,12135.291,3.4905
437034129,100.4217538,16.69084282,9017.928,3.8771
357446788,100.4745027,16.03636131,7763.6875,4.0103
436654616,101.9151388,15.88336445,7871.6357,4.0364
436724393,99.46310847,16.82797714,,
126351993,98.80723502,14.96460469,6071.8213,3.9003
168439802,95.99240945,15.46566078,6149.129,4.3893
86119442,92.36100399,17.47320678,13169.92,3.8129
117295918,96.28417049,15.61609652,,
197245899,98.6985961,14.94343396,6079.9336,3.7365
287028028,93.87317446,16.7495246,,
389019515,96.48331017,16.0072482,6337.3267,4.0252
435915908,99.55404697,17.15226051,6341.531,3.9544
2531268,102.8380155,15.92502862,6214.6133,3.8876
323021598,95.46127938,15.15617805,,
126237227,95.94610492,15.82441976,,
176937887,98.930914,16.91143958,6002.079,3.9063
293890910,92.59437015,17.05651043,6434.617,4.1086
281731203,95.4087052,15.83989871,6297.133,3.9319
396733537,96.9845312,16.38233179,6359.796,4.0606
432694980,92.80457113,16.73501868,6294.7856,4.1787
157839190,101.225029,16.82832261,6690.0293,3.6232
380941208,93.30811089,17.02611759,6345.8843,4.2433
12652029,103.0741071,16.7278812,6355.2417,4.2506
156560143,98.63647456,14.81282707,6530.152,3.803
318092885,99.13297122,15.23644714,6508.5884,3.9149
1850857,103.1867092,15.84790831,6434.79,3.8932
374273211,102.5767894,16.3068777,5026.587,2.9145
184862739,100.540731,15.15594055,4677.4575,2.4293
374180370,100.1295563,15.62950353,,
240627354,102.2487008,16.02472642,4606.662,2.2522
356739324,103.1470799,16.64499492,,
335658178,95.83234471,16.33452653,5804.1885,2.8608
44471592,95.67873006,15.15885851,4756.796,2.6037
248346939,94.01502868,16.91255469,4703.338,2.1677
396847707,95.65027998,15.65646842,5144.832,2.7047
138687952,97.37556415,16.6714302,5070.3125,3.6173
9707837,96.9640181,16.55745786,5796.438,2.8376
293637172,247.0324578,-28.4429381,,
345457350,124.6380893,13.39498785,,
459347547,133.0282277,24.05532823,4444.2407,1.9465
53207511,201.6978059,-16.73977434,6144.887,3.8858
336893690,355.6487162,-9.546588394,5412.07,4.2128
102355904,78.22153879,16.94911933,5475.128,4.2879
49738149,77.90649527,15.6267498,,
48558326,63.97202474,14.17736233,,
145750761,132.9175683,25.37617791,,
188580327,19.93956027,1.030012319,5669.2207,4.3497
444038142,257.7054763,-30.57719765,5541.795,4.081
188569871,160.099419,1.872962221,6023.489,4.1696
456887868,205.8092713,-1.222221825,,
293612881,133.9577471,24.47659469,6177.293,4.1065
68126516,133.6587477,24.9779788,5174.4033,4.5152
245908031,264.5987299,-29.50931963,,
411748964,230.1274533,-25.98282516,6191.277,4.0387
374314602,264.3059833,-29.86526178,,
48664828,264.2376387,-30.12261228,,
176876559,75.81786218,14.65580498,5744.987,4.1159
47377470,230.3513716,-26.32729858,6080.327,3.8077
392457788,342.2980264,-14.05777776,6275.725,4.2241
294318159,356.4715825,-8.269080452,6094.3193,4.0962
952584161,257.7330787,-29.66920336,,
98724490,77.15789026,15.93707206,6355.9775,4.2769
464682829,169.8397181,-4.728897722,5912.2764,4.287
335104057,129.324885,11.97653573,5882.1265,3.738
242944380,137.6397408,23.55344031,5442.272,4.4578
104493939,205.9548367,-17.87398246,4684.64,2.352
277893473,187.6205005,-9.743903128,,
48624676,262.3136993,-29.91101975,6099.1357,2.8351
173098855,265.3753135,-29.66397595,4688.494,1.9771
396734163,265.5772816,-29.62302119,,
9003601,338.0400712,-18.15638014,6061.723,4.1765
147694013,348.765237,-12.07542937,5680.3984,4.1276
242984997,247.0757223,-28.90035866,4562.655,2.3919
434237673,59.58334419,13.19466181,,
366577214,124.4190504,12.80926641,5482.268,4.4929
357494105,257.3424684,-30.82861537,6070.1685,4.1821
68567743,173.29321,-4.362409187,5473.9946,3.4656
67985749,242.8296331,-28.8769498,8875.603,3.728
17483006,63.58185891,14.10286631,,
160921447,54.23930275,13.33286981,5714.1836,4.0824
161901725,130.1985525,11.95310618,6181.401,3.9685
245951006,136.5076486,24.60664478,5749.994,4.2265
186072065,336.3863749,-17.03262919,5607.4263,4.4014
67984036,131.4868255,24.20884788,5281.318,2.6657
434093501,201.3157756,-16.51315764,,
117413822,262.2962827,-29.29163517,,
49733159,355.0271947,-10.2816338,4730.647,2.6515
175823634,355.025352,-10.27939794,5756.81,4.3018
206075099,126.1445474,10.19297021,6301.874,3.8786
168687747,200.4888596,-16.76986473,,
46011304,290.2858217,-29.82744848,3526.6477,0.4144
388814618,290.0145813,-29.17417946,,
437038653,257.7411928,-29.49319441,,
366576261,257.2213747,-30.46865787,7494.485,3.8211
98719927,72.11672349,13.43136888,6550.7007,4.2009
84150874,132.2363228,10.39933724,5713.0166,4.233
48538178,289.7248846,-28.60279571,4369.271,1.9444
157843244,78.16627779,16.20217465,,
16753096,293.3083669,-28.31163212,4955.6084,4.5439
45076244,260.4722403,-30.05723821,,
117274945,126.4946757,11.38246493,,
202921520,13.5550216,-1.022291538,,
396846754,349.3104862,-11.76280872,6239.319,4.2211
110996585,54.63087438,12.43866942,6259.5503,3.6028
152868552,61.08901048,12.89626414,6531.367,4.0656
175591244,129.6108656,11.39338596,6126.5225,3.8907
240812293,21.46767559,1.614411026,5400.563,4.108
188928104,259.0038118,-30.74662816,,
68564167,264.8595369,-29.9818626,6537.785,3.5388
396734389,264.5862712,-29.88369277,11365.3545,3.3789
357445807,153.9487094,4.018030738,5574.104,4.1648
374337838,246.628298,-28.22538494,6893.1504,4.0379
443970311,243.1345348,-27.53714743,5501.2676,4.1592
248347374,343.3723476,-14.39093144,5875.9395,4.3339
114985049,352.9046771,-12.43101287,,
372445958,131.1471635,11.37481456,4683.7812,4.6491
240716320,203.4786627,-16.76637369,,
437034384,257.0701269,-31.30077499,,
436655268,246.0383179,-28.85990704,,
436613039,17.92538394,0.213956697,4602.9004,2.0789
161016603,264.7119071,-29.37839113,5967.178,4.1835
402313162,155.8588159,0.776959078,7400.747,3.8706
9005724,231.6831311,-25.49884055,,
436612699,341.413368,-14.69377346,5506.664,4.452
372611670,16.74886345,-1.990741848,5600.719,4.0643
434303361,230.4074219,-26.12604334,5502.929,4.0878
155454406,248.8798122,-28.86897904,,
438528002,127.5339583,10.08499221,6635.6606,3.8999
294057763,130.9154903,11.78589527,4710.62,2.5658
438208554,22.8714575,1.475713686,4942.3525,4.5508
438412990,185.306184,-10.2820935,5653.001,4.3553
438337430,356.5498746,-8.217506146,5963.5166,4.3429
337078342,251.2246518,-28.80255706,,
438458288,339.1152594,-17.57049783,,
155254851,124.8958669,13.09364059,,
308250510,257.9034484,-30.64099068,,
307951284,67.68501746,15.58524885,7409.447,3.8905
59612723,290.2847078,-28.73606732,4935.1406,2.6273
307374602,75.9289052,15.72252003,,
438429727,162.1201433,0.450150844,4722.1675,2.4587
307017030,236.6722266,-26.16885492,4443.6553,2.2643
308056846,250.755272,-28.53606702,6762.6514,3.6143
307815432,358.0518817,-7.822135402,5060.2573,3.6693
308170530,76.09328358,15.35152544,6250.773,3.6343
155313254,132.7871999,24.51086682,,
307372391,354.2626732,-9.516987688,4878.8696,4.6105
12822252,202.0672876,-2.691749563,7583.621,3.7272
366576765,133.2519383,10.45326194,,
87635090,22.08604966,0.957925338,6338.2524,4.0613
388995025,231.4028797,-26.0243342,6264.652,4.0803
98581389,356.8694155,-8.791450978,4846.4062,3.5875
366500017,74.29579293,14.0819675,,
344299595,230.0709949,-26.7965682,,
434095959,340.7647383,-16.08128472,5735.857,4.3282
98372719,125.9823472,10.35591519,6495.6597,4.0862
434239291,203.9187693,-2.66615629,,
248355782,21.36626095,1.515359951,6403.842,3.8575
49554689,75.00793909,15.18036818,,
318435528,127.5238198,10.53484731,4453.7734,2.1664
203286524,206.3826868,-18.20148144,,
185467435,349.5399213,-11.30778186,6281.109,4.2014
332108834,127.7124164,11.34956048,5740.447,3.9218
389121573,155.8319526,0.6742394,,
293890396,23.04173002,2.717727058,,
366622788,355.2644904,-8.501592185,5514.687,4.5604
293613624,135.0864167,24.51252231,4603.191,2.313
98594208,57.44363812,13.61216246,,
277840356,129.2244751,10.09559061,4767.805,2.459
311151316,258.4718607,-29.9496093,6299.916,4.0821
242939943,265.8055834,-29.78489588,,
366526229,232.5954479,-26.35227409,,
404420871,243.3602034,-29.167204,,
150933003,133.9108041,24.60084294,,
245829484,13.84208502,-1.234538354,6175.638,4.2536
270187537,353.0488417,-9.920058661,4930.816,4.5501
243243074,126.6787401,10.37269575,6213.907,3.9717
303677743,233.558772,-26.67862029,6439.3945,3.8067
240716006,197.750694,-14.07186191,5925.703,4.2485
2526770,286.4620055,-28.99727404,9275.679,4.2477
242944414,337.4192676,-17.88221425,6013.266,4.292
243010612,337.9522766,-18.37612202,6033.4966,4.185
32425773,131.6662194,25.14910871,,
348667772,201.7715435,-16.26803418,,
23879602,201.6772713,-15.79577814,,
399725154,200.5534039,-15.53425216,4394.7104,1.9726
16167602,127.3318868,10.54893322,,
345035865,259.0244067,-29.42003778,6373.8574,3.8605
248384842,173.2896118,-4.567179883,5264.549,4.6157
156651370,130.057199,11.53480809,,
38141733,261.3771981,-29.4553036,8206.922,4.2548
357514094,57.72821459,12.15178894,4683.321,2.2054
344225819,130.6114267,10.47621148,4795.044,2.535
185462942,201.6760094,-17.25735222,8262.199,4.1327
168034132,260.8604689,-30.39976905,,
185682116,69.08133911,15.35947652,,
396847642,71.8037661,16.202807,9346.027,4.0691
277813051,291.8804362,-28.01421706,,
173145263,355.0540092,-8.690676574,,
173090104,156.2299232,2.0424072,6713.69,4.0782
146163811,65.28837855,14.74955377,,
242968795,130.6730466,11.39829043,5220.945,3.3685
98662967,20.3006118,0.57259406,5957.1523,4.1627
38158211,130.7911384,11.30835279,,
23448848,236.4747727,-26.78697639,,
396742673,140.5141736,21.79164243,5883.4375,3.9225
85957326,123.8563012,13.15690636,,
345457562,13.00658958,-1.586980663,,
444006141,162.3117335,0.273137376,5686.1953,4.3031
366577279,153.4411647,4.593982205,6853.5273,3.8075
248342753,338.1202999,-16.98978011,4622.82,2.2238
197135755,129.6079226,10.76743764,6674.563,4.1151
43541397,128.2951749,10.81372803,6188.854,4.1515
85948388,162.2306175,0.551134588,4828.295,2.5753
374338009,59.54843078,13.55457678,,
168150462,204.8037827,-16.91414585,5986.1724,3.7757
293702209,289.4778349,-28.82024801,5020.244,4.5497
432695160,265.3458107,-29.81190198,6899.837,2.8039
68693573,134.1001137,24.93711494,6168.79,4.1946
155699440,264.1109592,-29.66989684,6056.411,4.2555
293613838,356.4964452,-8.025569573,5593.947,2.9305
53210645,334.1864919,-17.08622742,,
366484484,127.2821172,10.88387324,6134.856,4.1376
380195551,129.4786745,11.58148923,6680.659,4.0781
9063628,290.4368079,-28.21308571,5068.4814,2.0677
468987768,12.65003675,-1.360843981,5876.7134,4.3673
389120994,202.694379,-1.3261023,,
243242972,126.2770693,10.84544669,7080.77,4.0151
117419352,290.8153154,-29.13991224,,
9054469,156.4001254,1.463427713,7371.1357,3.6357
303676718,129.5501225,10.20262454,6846.0215,3.8726
226024028,207.2155486,-17.56888212,5183.567,4.2923
357493160,289.9190413,-28.82296191,,
126321937,138.1016477,23.12068815,5690.636,4.417
293511634,250.4316265,-28.81792199,6864.9595,4.1417
374272901,258.7273932,-29.17368064,9045.138,4.1897
437704331,262.4949843,-29.56441784,4564.922,2.3209
366399266,249.5429239,-28.16570608,6107.767,4.0154
405680264,287.7342164,-28.60826193,7524.3896,3.3354
160126803,157.6159499,1.347359399,6220.771,3.9521
162771139,176.4584483,-5.236219134,6322.308,4.227
175752109,182.0012534,-9.875766027,6060.7183,3.7859
176867738,134.9693466,25.30144654,,
126323272,207.9722081,-17.95324681,,
388978367,289.7800267,-28.46080023,,
168305597,258.860794,-30.77642863,5777.383,4.0176
84273790,258.7853365,-30.43091752,7586.2314,2.9482
423612375,265.2079675,-29.50521288,,
404434471,173.4781388,-4.728435604,5647.052,3.0322
270419173,134.295827,24.42327035,5937.214,4.1153
201992037,204.292013,-3.190237886,6032.066,4.1244
27679298,19.20143893,-0.351088209,5333.7646,3.3308
27626711,68.10783439,15.54798304,9426.479,4.2783
117219988,159.523152,1.996616511,5506.3984,4.0815
240765008,235.9967899,-26.31732966,,
366568046,129.9813883,10.09738725,5719.5376,4.3325
190826822,201.4427152,-15.93991232,5655.1455,4.407
435882037,233.5062794,-25.57683663,,
117162765,205.665536,-1.66319185,6029.1357,4.167
248353797,131.8771715,11.62498094,6193.565,4.3046
125776236,62.91376364,13.36207874,,
366631810,290.0042047,-29.3951371,,
303598224,77.64768354,15.83019938,,
9031681,77.9300768,16.7109372,,
12861137,197.8411161,-14.3552075,5039.6206,3.5071
436703177,289.9591419,-28.56471409,,
389081120,232.3188563,-25.14155264,4557.888,2.2093
389168885,132.3441107,10.04988595,6096.103,4.1632
238608607,133.7184881,10.67317616,,
168821121,183.2535794,-10.09102084,5969.5864,4.1863
67761918,76.03738368,15.31766714,6581.748,3.6354
437026717,136.3720957,23.95916626,4641.3604,2.1963
49738116,65.41691202,14.42423895,,
434239072,127.5320159,11.54985326,5896.7305,4.416
396733650,257.4409209,-30.65115938,5932.0664,3.7011
48482060,262.1258725,-30.42469131,7936.933,3.9605
20486544,160.7832834,-0.112990325,5844.604,4.267
98661969,261.7088023,-29.15117027,4969.4395,3.032
399695062,173.6836322,-5.354101796,6214.7124,4.2116
357492921,132.4267215,11.50874349,6050.954,3.9275
176939245,179.8829245,-6.756721547,6290.568,3.7636
437026879,58.20469938,13.11589201,,
374239597,60.2431587,13.58427268,,
389008569,64.74821194,15.32924349,,
443970726,123.6899269,13.65928003,6378.2925,3.6784
374180382,16.18486195,-1.111467566,,
173145149,261.203205,-30.74905575,,
12723705,161.7647293,0.603164878,5137.209,2.9405
366622784,341.6048205,-14.41796507,6013.002,3.8009
248380936,289.7644437,-28.34672619,,
291160126,355.0616834,-10.19393895,5638.7646,4.1689
243011659,70.14660489,16.08340001,5341.275,4.3952
60285426,168.123927,-1.553213343,5619.0283,3.9553
83434805,250.9521553,-28.50062976,5618.118,4.4164
98664429,246.8426281,-27.68417241,5827.998,3.4981
389169172,133.7926857,24.71526848,5395.9575,4.5795
66782412,202.4236671,-15.9331165,,
240627409,21.77638584,1.1211844,,
59085093,19.82289385,1.147511317,4904.7686,4.377
323015157,262.9504945,-30.05844862,8869.898,3.5473
49604492,203.2742666,-1.877036965,5689.0586,4.3182
388734987,243.2790776,-29.32704162,5885.14,4.0285
38160900,233.4465415,-25.28429102,6533.8813,3.8384
157294085,340.7157395,-15.4482412,,
8989747,63.5377504,14.02006634,4755.0415,2.3277
437039667,61.96086903,14.40140177,6274.172,4.066
161899511,130.4049248,10.91235492,6039.5444,4.1869
392169289,207.0293628,-17.63648395,5224.6353,4.4369
459055771,237.0751281,-26.41600002,5729.302,3.978
380943217,257.8231471,-28.96993817,,
344281754,261.8639804,-29.35016632,,
380255598,157.8872984,1.962213173,6223.268,3.9735
126239693,232.8531029,-26.6934771,5162.8804,3.4115
200030266,207.5364564,-18.04578784,6316.6187,4.066
459055746,257.4347099,-30.06311943,7939.1904,4.0521
294302254,250.2627597,-28.57830305,6209.5254,3.8637
293608864,129.3334313,10.84274179,6191.1445,4.3088
432698472,357.0121666,-7.816848569,6258.468,4.192
168154538,204.4621896,-16.80636912,5084.6177,3.4022
87758112,201.3715209,-2.150291581,5522.579,4.5521
436659547,62.17958574,14.01326149,7117.92,4.0348
291067428,127.4907236,10.74764537,5858.0635,3.9831
240812167,19.94443125,1.984795218,6120.186,4.251
188569442,261.009519,-29.34114079,,
152868934,262.5626744,-30.5994316,5656.838,4.1223
392322718,262.9191811,-30.54905743,,
21245070,77.96457799,16.52564951,6814.7,3.9452
79583583,339.0742802,-15.68396159,5761.2427,2.2745
46764805,340.4541647,-14.6735537,5706.8384,3.6793
185851442,55.45983664,12.92465546,6883.897,4.2713
422335447,75.93537521,15.29163669,5434.5723,4.3112
152853511,131.1309309,11.71795529,5902.8325,4.2729
308492635,23.2872927,2.49758042,,
438527899,340.3415495,-16.28384536,4774.301,2.507
438518722,58.59342477,10.90031231,4796.55,2.5527
307812314,182.7209528,-10.08918248,5527.077,4.4364
438512027,226.9035235,-23.76743997,6155.313,4.0128
307016876,258.0048983,-30.91355851,,
434299199,351.9864837,-11.03765243,6467.5957,4.2504
438226425,168.2172833,-1.535303808,5782.0786,4.2393
307374612,62.23462265,13.9216741,5009.895,2.7002
307129179,133.2738088,23.87599864,,
307473171,354.6877017,-10.43535801,6311.343,4.137
151512357,337.9742295,-18.08677979,6068.0527,3.7624
385989633,234.3787965,-26.69965781,5604.782,4.0754
434298965,290.6675682,-29.26000488,,
438413304,257.529861,-30.34106513,9725.537,3.6789
438151134,74.66858311,14.43789247,6458.1367,4.1375
308483415,338.1238442,-16.60390229,5878.2754,3.9499
155254075,123.5704218,13.63668997,6813.454,3.879
