TICID,RAdeg,DEdeg,Teff,logg
168438789,19.76445297,1.978261679,7654.61,3.8808
388814558,188.0340694,-10.51182963,,
399694592,355.4489485,-9.670698662,4610.31,4.593
281777619,355.9728193,-9.632938394,5859.4883,4.2281
396872979,72.0117324,14.05894225,5244.184,2.8477
366576945,204.0721153,-2.084032717,5307.616,4.4174
290055506,168.2000381,-1.320314189,5173.043,4.5241
335696884,337.3822824,-17.6919075,,
308182971,126.4728943,10.51501768,,
168303263,130.1360573,11.49648422,,
2526394,17.78327496,-0.048402709,5859.6973,4.129
248356011,260.2325289,-29.08035243,6183.529,4.1714
344773933,352.5061135,-10.44930388,6012.3125,4.3456
380886591,63.33097817,13.69821956,6702.756,4.045
49675401,206.7162877,-17.63355315,5952.5986,4.2131
396733447,201.8031412,-15.54980262,5761.015,3.2506
396734530,288.7533811,-28.7998558,,
366484699,187.7421948,-9.867802918,6154.7046,4.2321
357443550,185.6821924,-9.559662929,5448.152,2.7651
168149101,128.2842021,10.44224007,5783.971,4.0362
168685274,134.0240473,23.63292215,4766.1357,2.9967
176908883,203.0506371,-16.55673625,,
8919386,187.9316348,-10.70373247,5590.748,4.4998
411886761,258.929403,-29.79141446,,
436727252,169.8129227,-4.684676367,4504.3057,4.3916
23503653,127.6071965,10.5255451,,
61110057,200.0216631,-17.02903716,5679.575,4.1224
175589219,20.99022065,0.235253313,4873.5933,4.5343
12784728,19.37172789,1.741169526,5584.162,2.5801
444006004,264.8508903,-29.53773128,,
396734136,201.5538075,-1.430450929,5728.4277,4.2906
20486406,246.2153113,-27.92999768,4446.276,4.6544
168301454,343.4343831,-14.23870821,5024.366,4.3094
248348878,65.03701592,15.16523258,5338.2144,4.3603
436617243,125.1471455,12.91145318,,
245895663,16.69830414,-2.167496807,,
38138180,186.7950795,-10.3655985,5959.7563,4.1487
243012044,354.9922849,-9.451418281,,
456889498,357.7814713,-8.788469813,5321.443,4.2654
366657309,247.3915656,-27.98357024,6010.144,4.2207
108917402,58.04541209,12.27578869,5687.6157,4.119
168763471,133.9710881,10.06900886,6911.134,3.8719
9068356,126.587455,10.41431316,5688.721,4.2986
38086707,130.5759636,25.09283715,,
434229135,206.1471171,-17.35010622,5575.245,4.4862
186816981,17.18223321,-2.421341854,,
169256200,189.1395829,-10.68172841,5568.042,4.3336
4520692,259.7143387,-30.38453816,5873.0625,3.9821
245905460,265.4703256,-29.68533348,,
411692083,203.0628453,-1.041829073,4637.67,2.0394
82052071,178.289481,7.269095267,5214.403,3.5963
335007418,246.9217019,-28.41428174,5855.2085,4.297
335657658,22.26028645,1.442205889,5682.469,4.3006
290059203,76.76424976,15.86138489,5807.7964,4.3243
335697028,127.2006559,10.16638586,5927.818,4.4558
176940294,130.2455989,10.26738516,5565.142,4.4238
293890997,287.7088816,-28.45908137,4478.269,4.3684
175822943,189.6137583,-11.29187186,5624.877,4.2339
175696749,77.91854021,17.0025687,4793.2144,2.3925
392320440,127.5812113,11.0873531,,
4611098,129.7645595,12.13316108,,
9632566,182.2337292,-10.14678656,5658.8477,4.1514
436705653,183.0416979,-10.11602015,5551.9565,4.1371
27630118,185.2305622,-10.03458839,,
357513125,358.1270648,-7.742325521,4938.371,2.6817
77647727,74.98936909,14.29876953,,
8988340,77.81923732,16.67062251,7943.1924,3.5264
138660700,76.57247942,16.94977756,5863.1597,4.081
31391500,203.2370346,-0.959736496,5696.581,4.2559
399722636,180.7315314,-7.121463843,4671.153,4.3828
344243214,340.7838143,-15.93635595,5609.0396,4.0425
115079531,59.95449375,11.93231645,4590.7295,4.5856
117413896,126.9355657,10.91538245,5878.9014,4.1115
290110885,207.0683295,-18.03197824,5647.2344,4.3473
294318436,205.2381833,-17.69527435,4559.9277,2.0425
333640820,202.9816634,-15.97394868,5622.944,4.449
176908860,188.5417982,-11.25480462,4642.573,4.3769
152868834,353.3039823,-10.24970342,5702.983,4.34
49544493,199.7744368,-1.671959417,,
242989062,204.2085906,-1.106606873,5688.284,4.4224
366576713,129.4216626,11.23381201,5558.5713,4.1127
248942778,183.959143,-8.732419607,5608.5835,4.3949
399702637,230.7402444,-26.79077477,5789.4316,4.3756
152823823,243.7524638,-29.32647089,,
8990528,337.7985548,-18.11078843,5377.611,4.2225
436639731,64.37557424,14.44856076,,
389168511,129.7188334,10.57605974,6297.133,4.1101
49544681,132.0999246,10.81242307,,
175751685,127.1756071,11.88957059,5550.667,4.1639
437704321,127.1850915,12.11320347,5631.668,4.1915
388994128,206.2989774,-18.21575509,5337.6724,3.4228
434239053,16.80470998,-0.630393149,5764.5454,4.2109
458682705,22.85279361,1.821134419,,
20423331,78.73222439,16.86201162,,
248346912,160.6695235,1.72435471,4867.238,2.9976
200674351,56.32373216,13.51339304,6011.672,4.3417
49783758,132.4914393,10.79358968,5769.7314,4.4338
168153426,129.2365063,11.19629968,4546.944,2.1141
98593370,132.8497487,11.41369687,5931.5225,4.1467
176908930,19.70536806,-0.555070277,5672.4614,4.4448
9698831,16.1728594,0.325127037,5946.7812,4.2286
242961137,351.2384786,-11.17026926,6199.1606,3.0422
444009565,78.74866835,15.54217743,5477.999,2.8065
60284262,161.8604234,0.001112153,5001.066,4.1936
168300799,135.285975,25.13480792,5220.8306,4.6049
152853619,201.826358,-0.953323172,5667.7983,4.266
17482939,247.1131917,-28.36943763,6363.6694,3.9024
201985796,343.1363073,-14.57296448,5550.1978,3.6596
9697856,134.3988654,23.57010121,6061.301,4.1379
374337885,204.2505502,-16.89153946,5717.7104,4.0323
399152197,14.29599823,-0.457514143,5328.0522,4.3318
392454482,20.56082949,0.824312108,5013.362,4.5207
240766662,20.19958483,1.156881704,5633.539,4.3349
58959969,237.4537024,-26.4581849,,
444010515,202.5364367,-0.901589085,4585.385,1.3174
392467707,172.7841538,-4.548349582,5441.8955,2.6726
390774675,131.0714931,10.504784,4516.0396,4.522
176941451,202.9945536,-17.31989728,5363.2383,4.1954
98594406,20.05917161,-0.423656434,5723.527,4.2138
176877405,182.8241058,-10.02746381,5911.4717,3.7193
436647622,352.3658338,-11.53400565,4775.3545,3.6209
345037519,356.5687384,-8.07668264,5687.8564,4.3765
61099157,75.96887521,14.78405653,4134.5103,4.4453
130714910,75.6881857,15.86540508,4867.799,2.2748
291090167,78.19501395,16.77740248,7902.4253,3.8221
392038105,156.7926409,0.619852204,,
242995491,201.4234053,-2.269143068,5828.292,3.5773
366631018,205.0833696,-1.916566499,,
115078437,172.8476266,-4.640875576,5157.4697,3.5086
248378767,246.9450265,-28.93130511,5688.8774,4.1065
8990693,340.9592066,-16.09996496,5021.0244,4.5541
115079752,133.6272622,10.02357724,6042.0684,3.8634
434159742,132.0051547,24.97375157,4832.6226,2.4811
443995802,203.8899156,-2.401331666,5333.2524,4.3591
21285573,16.15664147,-0.872328783,5116.7188,4.5485
392467089,354.6135819,-9.683395843,4572.991,4.6009
399673473,357.430989,-8.313259868,6067.453,4.2701
23278271,229.4856986,-25.30325995,,
161901784,201.2194051,-2.411083424,5624.827,4.2736
9098072,201.2472259,-1.105771688,5698.7705,4.4695
61110946,162.9813679,-0.080637595,4671.8013,2.7486
152775349,245.5357645,-29.25190753,6470.33,4.4543
248348807,61.13839329,13.73025373,5484.7456,4.0677
333640879,61.50319049,14.6238614,4928.1963,4.3243
66765842,123.335558,13.35618265,,
49464903,201.4378116,-16.42479527,6033.9473,3.7673
173102372,290.5386786,-29.1269349,5017.9297,2.7497
188480838,16.30719898,-1.338684873,5768.604,4.4979
242994963,353.8805584,-12.01214928,,
242981603,157.3769829,2.24048834,,
242968625,232.8437485,-26.4406873,5138.472,4.6257
468993121,63.64919152,14.03987179,5950.7754,4.1832
2527118,126.3303092,11.37287549,5697.3755,4.43
344301577,127.6577861,12.28950729,3621.5115,4.174
98583029,129.9267065,12.2989711,5022.4575,3.5788
4579913,130.8942431,24.38401946,,
9665246,22.15337796,2.800920961,5419.8687,4.1512
152740072,246.8651642,-28.36409796,3590.6094,4.0477
437335748,61.40823468,13.71715097,,
349163169,126.2754529,12.01181458,4877.145,4.5793
270419244,206.0463782,-17.81680954,5748.877,4.3226
297143562,20.34722319,0.718040665,5955.7007,4.184
168303708,21.45113324,1.19760822,,
248391401,183.3237139,-9.121681255,6032.927,4.054
374356131,355.6303679,-8.85462274,,
374271134,230.8380227,-24.7735046,,
386889776,163.4374555,0.146931473,5857.2144,3.2112
444038248,163.097275,0.508283205,4823.1265,2.7647
27636672,246.5675128,-29.07356383,5228.414,4.2406
130713889,246.079426,-28.06312556,5252.969,4.2931
168688844,247.537308,-27.99227761,5134.9785,2.6573
333604775,55.93960311,13.19636695,4768.805,2.8787
111015073,237.3589471,-26.49210373,5506.0806,3.1703
9068115,205.5562819,-1.333142726,5638.4556,4.3085
389169845,201.5307876,-17.6385928,4774.141,2.1953
389019177,182.8694209,-8.806330512,5614.819,4.4996
468987800,182.3001978,-8.190239701,5717.2964,4.0403
366409900,242.5129057,-27.47775788,,
323022436,339.8034574,-16.40025406,5330.577,4.4668
98731272,340.0417687,-14.99759684,,
348722002,58.50397072,11.13309624,4589.565,4.61
437038830,61.54334758,12.67080048,4751.7197,4.2436
168034661,64.27584365,14.51865517,5243.0986,4.2271
111015442,13.15312607,-1.136228439,,
49677905,17.83379882,-0.083160877,,
48559298,19.92184109,1.86308761,5247.254,4.6364
225885000,127.1815873,11.37229829,5183.117,3.4623
175636433,204.7745699,-17.99525737,,
242885577,203.49792,-2.710476337,5919.6357,3.8683
366526299,348.6367494,-12.25338812,4995.5864,3.6616
175402409,357.1208453,-8.517840387,5028.925,4.4485
269557624,71.42670285,14.30241247,5825.7617,4.1328
49675400,156.5291974,2.333693076,4932.077,4.6175
414967212,179.9589729,-6.909357267,6227.0957,4.1139
372424992,245.5817597,-27.97820217,5164.5073,2.7909
438495479,246.4475504,-27.69705971,,
307584368,340.4928392,-14.87709975,5274.894,4.4055
445955242,204.5673274,-17.18609868,6255.0054,4.2184
438195036,162.008163,-0.227647152,,
438335026,336.6917849,-17.46012945,4193.8,4.6764
438289359,133.2588339,11.26050319,5550.984,4.4605
438336792,289.9636545,-28.40405365,5885.6636,3.134
438118136,16.5364406,-1.759808174,5718.869,4.1113
438309930,265.5207902,-29.5421975,,
438519205,356.2006276,-9.427374423,5639.759,4.4078
155138723,243.2614292,-27.50787116,4885.715,2.8605
307372507,133.5337493,10.53361751,,
434393518,132.3080176,10.81521731,5686.67,4.074
438071174,133.4644904,11.29210946,5775.6196,4.2838
308057104,17.80131257,-1.226403286,5614.107,3.7684
385984043,187.0015751,-9.685580097,5693.8486,3.8291
438065341,182.2221203,-8.103827205,5646.9927,4.3274
240765089,357.734269,-7.418112703,4463.062,4.4269
242988921,200.047832,-0.490918631,5006.013,2.7653
366658218,132.1142594,10.44131242,5350.199,4.4793
366484944,132.6086109,10.80946151,5756.162,3.4046
335696726,289.2391574,-29.34135989,,
168688617,63.48767189,14.66649783,5775.5435,4.4042
176869978,133.4348653,10.2326653,6262.7534,4.1229
200032174,206.5402633,-17.88495834,4402.73,2.4944
49710496,205.3743722,-16.8255576,,
303594021,187.9484682,-11.00096326,7125.0234,3.8768
185682134,351.856929,-10.86844399,5105.935,3.5788
48624751,350.6586257,-10.56646395,5948.143,4.1396
392104189,132.4966446,11.47819595,,
186812636,202.2943821,-17.00824143,,
6997334,17.40307314,-1.545749781,5822.1426,4.3599
202022962,21.54744594,2.34757844,5753.0254,4.3519
69817850,353.3755788,-10.56361135,5685.15,4.4038
468989036,77.77359995,16.69521684,,
408816452,236.9343549,-26.67399677,,
405673001,205.1618554,-1.87926484,7555.9443,4.0798
157843291,246.1616862,-28.23037371,5171.952,2.7114
108913185,333.5471943,-17.73567969,5493.0864,4.449
176938957,58.43431909,11.47235262,5781.1836,4.2151
49591851,133.956156,9.869106353,,
8988466,131.2378122,10.71639064,6061.9463,4.2898
59091034,207.8304726,-18.22145779,5971.0938,3.1807
293609595,20.62916036,0.489942534,5996.658,4.2672
114958765,183.9007915,-8.806127089,5093.222,2.7133
2675331,75.63355657,15.54359191,5176.628,4.3627
248351727,137.5441667,22.92921918,,
98719768,60.29924474,14.11200341,5191.74,4.3322
175828747,124.523764,13.06508399,5849.676,4.2692
435910721,124.3790938,13.35849195,6754.0176,4.1901
468987682,352.5981531,-10.09425109,5929.1753,4.2033
458681662,58.89226382,11.66531514,,
437030063,129.7733197,10.00133784,6177.876,4.3227
468992647,123.7160315,13.30358737,5213.292,3.4747
366399359,130.1256955,24.74049863,4584.335,4.5971
437335792,202.7207013,-2.764184833,5517.0005,4.12
335007817,356.0077649,-9.618013511,5291.5654,4.5489
262809238,355.3886516,-8.806725647,5347.2656,4.1163
303681003,78.80656999,16.38305757,5808.351,3.0753
323182838,172.0095684,-5.028917398,4328.3276,1.5177
388994776,124.9446544,13.41528465,5913.6074,4.3677
348663554,290.7027252,-29.38308728,4249.029,0.85
399733514,290.6399967,-28.68483297,4831.1665,3.0001
203289700,289.5095527,-28.67321492,4474.384,1.84
66765927,16.6002221,-0.84272773,4162.4224,4.372
323182000,21.87810096,0.75487401,,
242964453,357.8478393,-7.504797206,4502.706,4.6194
21273639,74.10114744,14.18394696,6006.7764,4.1286
357515201,71.70685151,14.99023645,5590.8306,4.4093
9068430,75.29523712,15.48936542,5926.9526,4.2813
14326004,171.1536328,-5.036830427,4205.6875,4.6064
435916097,246.6101727,-28.57069337,,
27627183,130.7763226,10.54691582,5021.7383,4.3963
117220624,129.2132068,10.86458261,5649.5537,4.3918
108916746,203.1077286,-16.13547263,5438.473,3.8516
168438641,289.8296727,-28.27167545,,
4610966,19.36546228,-0.351071679,,
184862872,182.7232918,-8.092269686,6308.5547,3.9501
61098485,76.87845438,15.26253419,5124.221,3.024
152740090,247.3182547,-28.75626014,4481.5645,4.1963
175829483,132.1882354,10.26283471,5694.0674,4.0382
98731278,133.2183244,25.22368274,5711.894,4.2954
20486470,188.6246816,-11.13735898,,
7024638,188.5517977,-11.01801069,5837.37,4.0438
344300922,265.1718232,-29.51444622,4944.4424,2.2645
344283087,159.3842905,0.579442088,4959.685,3.083
201283569,246.9287508,-28.31286577,6185.0366,2.8859
434237627,132.0726119,11.49778262,5765.4507,4.3445
366567814,290.248144,-28.42068731,5148.3013,3.4392
443970466,13.01461721,-0.933568135,5722.292,4.246
468988449,183.8702208,-10.481894,5229.3125,3.4187
287050161,71.23227444,16.31170097,,
9707810,130.1442238,10.57574421,4555.184,4.4056
374338389,203.3113418,-2.90719206,4986.4185,4.4624
115008216,68.08553082,15.09037236,6051.1104,4.2874
173109468,203.8971035,-1.255687511,5919.6523,4.0667
68053872,337.2390928,-17.4748293,5474.6167,4.1699
366355337,339.1350593,-15.63151435,5566.9263,4.5323
437327033,126.177295,11.68284865,4810.7925,2.8795
2673534,123.3674573,13.42679846,5405.2466,4.3329
176938789,132.8393199,24.49379777,4725.5933,1.7089
9099030,289.9572731,-29.44453,,
436674759,289.7592507,-29.26963708,5099.699,3.7358
389121743,190.5710582,2.031671041,6021.8354,4.1763
130711835,265.4099182,-29.67939967,4832.45,2.7189
60255852,176.1653624,-5.488378065,4314.7217,4.4554
336957050,172.9808904,-4.078148465,4888.5537,4.5298
98594175,247.6661359,-28.26859028,15006.323,4.3839
199997342,340.5208747,-14.77882255,4336.988,4.6572
49783731,130.6546137,10.96227696,6516.1143,4.1196
147783184,129.5540183,12.11791052,7192.4224,4.167
115018218,206.1784964,-17.90457124,,
98680324,182.480089,-8.875943577,4883.6553,4.6226
323111957,264.2475799,-29.75034012,5956.2236,4.1327
458682877,348.4960609,-11.60843643,5573.8745,4.2761
444037245,357.2071764,-8.034065015,4526.268,4.6672
27679285,77.62888714,16.19485809,,
117353735,186.9205448,-9.616005694,5606.4473,4.3555
2526089,182.7370236,-8.638525272,5687.8877,4.1006
248349416,236.985695,-26.38876932,5990.6763,3.7186
436591792,235.7354174,-25.85400206,5030.3496,2.8055
389120920,246.018213,-27.94955764,5276.826,2.6568
436563017,128.1293296,10.27722167,6065.9575,4.013
277747939,130.7364959,10.77104168,5712.5215,4.4653
23681764,289.0979807,-28.95167555,,
284993232,185.0097204,-9.927088431,6259.76,4.009
240623355,191.2327666,2.038305866,5803.7676,4.3544
332108973,349.7856021,-11.02401686,5569.0967,4.303
248345272,354.6562942,-11.00149104,5879.0273,4.203
399722421,72.17123347,15.07020644,5541.752,3.0604
98753085,70.55772487,15.69335586,5096.4893,4.2851
411787239,340.5826026,-15.24711871,5557.3203,4.4005
303762645,60.6730256,12.70801725,5221.888,4.1221
157843516,204.1652208,-2.840245417,,
38138244,19.04274526,-0.346007491,5891.7637,3.9746
389081799,352.583401,-12.61037613,5604.398,4.108
458656299,159.9297898,1.432589283,4735.2046,4.1927
27650664,64.27841295,13.40085521,4037.0076,4.6113
130691614,130.5380072,11.75420812,5969.242,4.3383
429344608,204.7684811,-17.96497809,6511.744,4.1982
98753965,187.8424293,-10.9914478,,
411780417,61.86565514,12.95284689,5739.659,4.0427
66768288,127.1189865,11.33833334,6018.1406,3.9454
409119488,203.7918175,-16.29189956,5222.539,4.5884
366410095,290.3802654,-29.14818306,,
20423432,17.62692628,-2.010453636,5575.126,4.2957
186816938,19.38118442,-0.930304841,4306.6543,4.5234
168034977,183.6053863,-8.294697431,5790.0073,4.1679
344299552,264.4228896,-29.23034345,,
111058297,340.3458946,-16.59269666,4684.874,4.4882
4610945,64.8805389,14.42058216,6825.8804,3.8695
49785507,65.29406844,14.79011981,6791.608,3.8154
303593123,63.593067,15.01421128,,
23374315,130.4120453,11.00459916,,
126240199,199.9092332,-17.14789184,5804.4688,4.3298
366567805,23.13400275,1.753056604,5569.17,4.4865
357413648,187.7822758,-10.22236102,5116.5947,3.8028
434099419,181.7127527,-9.753094812,5658.2197,4.219
49738009,353.5667916,-11.24965418,5480.0806,4.4726
411692170,77.83241623,16.80936554,4974.716,4.4461
311365990,246.8962648,-27.68864093,4971.628,1.8456
277810868,131.0134128,10.99332369,5487.9985,4.1179
173165414,131.2132365,11.32578315,5870.542,4.2574
437038567,203.1513807,-16.42624274,6076.043,4.1136
366622840,290.7654936,-28.41236409,,
392490525,18.96378818,-1.285651267,,
392102063,187.5885881,-10.31871728,5015.473,4.5623
98731037,187.587534,-10.31717033,4969.5845,4.5741
242995498,353.5064044,-10.64187551,5703.5845,4.4499
392460303,170.3881461,-2.928477781,,
248383222,202.0445346,-16.2928214,5295.3926,4.6014
344242880,17.37778939,-2.259320704,4967.184,4.5417
402319988,20.32369861,0.984534207,4856.2173,4.5292
49690000,185.071571,-10.08105437,5567.987,4.3546
175939246,348.1832848,-11.60977419,4819.458,4.6089
437034545,353.3841906,-11.06670659,6024.891,4.3969
186817039,235.8153214,-26.20164508,5792.5283,3.8825
203213362,172.3923857,-4.552519873,4743.502,4.5225
126237191,169.1818841,-2.501342041,5457.297,4.3699
192962581,55.22116472,12.64419416,5635.1255,4.112
115072019,128.2309819,10.17507045,,
389019145,203.3651539,-18.03596183,,
435908999,200.3052955,-15.58284474,5020.611,4.5473
366500226,200.3561197,-15.3772794,5291.705,4.4952
60254758,198.3556077,-14.48722864,5837.819,2.8816
297142225,21.97321542,2.120649648,4570.9707,4.6367
168150838,189.6845867,-10.63471297,5648.828,2.9008
152219206,263.9112839,-29.46138074,6020.302,3.7058
4582581,161.5428879,0.725822374,,
49687153,178.3379203,7.413971732,,
59130310,338.4925944,-16.64338662,5979.551,4.1962
242965037,65.08823834,14.3636343,7114.8804,4.1717
435303374,130.9404055,11.45928793,4641.735,3.0208
366569016,125.0208383,13.02234035,6095.253,4.1937
366499317,201.7130296,-16.88782479,5286.0664,3.8209
437038860,14.38129773,-1.074466915,6910.9175,4.2443
366485123,22.4207544,2.171729189,5940.732,4.4019
21289467,62.06291799,14.93587642,5108.4106,2.8205
157838247,126.7962804,10.70951507,5516.8945,4.4328
248348857,20.28895638,1.580575989,,
200625218,160.4409665,1.457610879,4448.818,4.6367
38143423,172.4852305,-5.206671819,5908.2275,3.5192
98732153,177.7592733,7.715327434,,
396742493,207.0254933,-17.7191395,5837.614,4.0071
443964854,134.1168708,10.05408934,5583.2393,4.5667
443965507,183.2216051,-9.964098851,5441.1636,4.3277
308152999,247.6481116,-28.40729617,4930.7427,2.7118
150824465,342.6578292,-14.15560956,4045.349,4.6743
202019485,129.302653,10.45939023,6374.5854,4.1341
293945564,126.293962,13.11719655,5752.5767,3.824
115008197,183.1015486,-9.504671586,5036.5254,2.5154
335920022,78.16494592,16.76996526,8145.7866,4.0643
415389649,199.9355627,-1.894494235,4709.671,4.5617
435336690,178.5674931,7.434375024,5748.315,4.3499
366576537,129.2099766,11.67761963,5634.6274,4.1698
404434656,127.1770824,12.28903712,6135.408,4.2057
344242620,125.0898641,13.30960397,4682.9917,2.3187
49785451,203.7916438,-17.25311996,4765.314,2.0706
436732364,265.7407838,-29.70777026,,
435882064,77.70472468,16.70559642,5139.0874,4.5392
357494187,205.6918186,-1.409168772,6233.112,3.9823
399733561,179.5378537,-6.652588522,,
106574245,248.6594062,-28.59744054,3749.2021,4.0155
9053355,246.1479113,-27.62403965,6154.5527,3.7452
9097881,343.6808537,-14.26512436,4739.4673,4.5695
425606119,58.15780553,12.17649552,5655.1147,4.5483
168686434,59.97462354,12.31004113,4887.193,4.2143
399722369,131.6781048,11.7118006,,
176941307,190.8435809,2.182222365,4299.565,4.6707
16754308,156.3615603,2.17734201,4867.0347,4.2653
468988928,246.2324505,-29.04402107,4566.7065,2.1118
366485258,247.3134732,-27.80801379,,
269532845,131.8458319,24.84096947,,
429301827,202.938049,-17.91977527,4805.482,2.4213
423609041,15.18628084,-0.030627748,5736.8647,4.3497
323182594,19.30826284,1.626138247,5614.2026,4.1041
21245097,204.5137485,-1.611095776,5282.1733,4.6089
357413680,61.62492052,13.33425788,5385.1147,4.2173
425605131,128.0479314,10.13053323,5801.21,3.8267
380943222,185.1628946,-8.986547885,5570.5645,4.4162
399722428,78.01099109,16.66454915,,
380196255,158.9831215,0.919692283,4870.103,4.1723
176937989,172.4234788,-3.555921834,5177.444,4.15
49690153,246.8959908,-28.06358952,,
392467582,131.0625828,10.16693339,5434.79,3.3666
130691564,201.2683473,-16.07024993,,
117506718,290.202332,-28.72432201,,
444038210,290.2824523,-28.7094688,5150.789,3.2661
458686193,17.53435948,-0.773098715,5257.9404,4.522
248387255,190.1337643,2.308552034,4886.702,3.0683
436666782,236.5389277,-26.10833172,,
311365597,138.1283484,23.52087184,4813.1387,3.0839
98681152,181.2936186,-6.994810616,,
242883435,337.901826,-17.90634117,5097.474,3.3176
287050002,59.37880182,11.62662216,4653.451,4.6265
98661541,126.4283466,11.30924132,4875.892,2.6049
80248346,123.7743682,13.07589316,6284.5205,4.0277
49591940,203.0890742,-17.18004705,6052.0737,3.8259
423611719,202.2003723,-16.7961257,5563.4956,4.0199
436647327,264.7785429,-29.55601728,,
411691952,357.7252373,-8.417390207,5720.976,4.164
287049935,340.2301386,-16.09121863,4911.998,4.4951
168689050,59.27068857,11.95824979,5140.8877,4.1889
344225760,126.1578999,13.06721693,6508.399,3.8458
9031815,123.1094741,13.7069982,6074.5586,3.9621
49737776,290.9811475,-29.00783915,4923.199,3.0902
8938731,290.9713149,-28.63174802,4340.7915,1.2339
8994931,188.5865339,-10.20935333,6005.237,4.1888
49544699,354.0718465,-9.869419034,,
366657859,75.94959855,15.25706921,4377.9434,4.6486
290059227,155.926334,2.033017769,4828.022,2.5925
422327817,245.7428811,-28.50144587,,
357493238,340.3411286,-14.77838189,4332.633,4.4753
335038138,58.80330259,11.29625052,4961.2974,4.454
168438496,61.31338193,12.39465625,5818.094,4.3537
436706654,126.9630339,10.86479773,4538.5947,4.2485
459056054,16.99125282,-2.590616887,5888.6626,4.2919
366409809,16.53605542,-1.090681658,5522.3154,4.5427
344243047,354.8789343,-10.11947059,4847.103,4.587
344225159,358.4114181,-8.250931984,5731.652,4.2187
160128373,203.2619187,-0.952470837,,
303528552,245.7549329,-28.41994584,,
389170263,338.9655796,-15.3565568,,
38132722,131.9110188,10.61120367,6748.6323,4.2357
366500359,22.62408816,2.529227221,,
366410015,354.5002871,-9.880648131,5512.508,4.1215
443970094,64.25511903,13.64073172,5866.7017,4.3693
366631646,123.9822946,13.30281717,5694.53,4.2966
6997973,19.98761899,-0.248928408,5791.0244,4.2631
27636509,188.1185455,-10.80921317,,
27636477,186.1718602,-10.29408437,,
117416747,264.4852653,-29.57808639,7323.6445,2.2177
168552312,358.0255942,-8.227784105,5021.4736,4.3275
380909537,61.58413636,12.38994446,4913.8374,3.4999
98593168,126.2229334,10.0133322,,
23201653,127.5979546,10.46522285,5812.629,4.2284
115011157,203.9104393,-2.420823415,6251.0405,4.1062
389042907,253.5926833,-28.78171962,,
456888075,348.8105285,-11.73841411,5478.387,4.0521
355126068,349.7536952,-10.94920534,,
157844367,78.13468158,16.66032795,8030.282,3.9384
269591774,140.8882687,21.77390187,4627.502,4.5867
157858610,205.1847232,-1.828799795,4749.101,2.5781
114983161,202.5071891,-1.305828447,5277.443,4.5119
175829849,129.2343198,10.4218721,6319.5425,4.1713
240720808,204.0822717,-16.77800177,5746.217,3.9474
355125919,22.40871133,2.481018017,,
2673688,185.6844053,-9.068609456,5154.3193,3.3805
434233267,258.730623,-29.39335349,5425.504,3.9031
458682991,259.2113651,-30.11983515,3637.3257,4.3124
366499253,157.5788973,2.658339702,5440.9604,4.4536
444033612,236.4338232,-26.57053296,4825.298,2.4497
60254820,245.7697094,-27.99046762,7336.53,4.1503
357494429,239.244788,-26.58718152,,
130713800,130.2391105,11.27132811,6352.953,4.0459
168035704,186.9188637,-9.724548775,5447.754,4.0979
98667660,260.9264051,-29.35000245,6198.987,4.0542
5738968,137.818764,25.08407021,4860.949,4.5678
146364175,205.4568892,-1.202395516,4822.284,4.573
435310667,204.2374397,-2.460215409,,
389008653,340.4843919,-15.75871052,4534.9683,4.4622
366622437,127.7631753,10.07126824,5906.7876,3.954
286961312,133.7975436,10.28215221,6025.304,4.2811
404433875,130.4729976,12.10617167,6194.4185,3.734
9067684,204.9763431,-16.82542295,5353.5454,4.1786
23266596,257.6717812,-29.22107524,4976.0625,2.7527
443588659,75.00021336,15.61558159,,
281746863,137.9497551,24.45820372,,
12784598,205.3464244,-1.496458314,5765.008,4.3417
434131324,246.584295,-29.06171237,,
422335742,245.7011398,-28.61823132,5642.617,4.27
168764039,333.9142925,-17.48555029,5034.637,3.5165
380255840,126.2313769,10.65694497,5786.1655,4.056
411787047,129.4627123,11.64977612,4972.884,3.7512
436705593,204.2602076,-2.436613233,5440.9634,4.2652
414966320,289.3824721,-28.57877302,,
126277712,15.67378031,0.014658249,,
130712149,185.0416912,-10.51739452,5549.8506,4.3261
205337406,184.0526985,-10.10772907,5020.266,4.4993
175938380,183.0523669,-9.785354199,5410.1,4.4938
435882502,127.2714049,12.03584128,5903.403,4.0697
366658280,123.2105625,13.74826963,5866.914,4.0789
32423379,186.9477871,-9.633657846,4076.464,1.0632
98628360,350.9312186,-10.59322189,6369.971,4.0005
176869939,160.7843536,1.186688629,5047.564,4.624
277876931,236.0479419,-26.17695504,,
458677832,247.3821258,-27.76857356,15009.487,4.5524
117380253,132.1155691,10.46050208,5696.456,4.4488
392460405,131.6323049,24.46666626,,
109331573,201.6861978,-15.77233552,6051.6553,4.2329
399724962,182.1927007,-8.628834381,5615.2812,4.5218
9063288,353.8585385,-12.03495314,5557.561,4.4223
402319975,236.7969675,-26.31001498,5262.905,2.5046
9666339,169.7712795,-2.997556685,4858.7935,4.5181
277813053,246.5910737,-28.36426153,5968.217,4.3657
117506493,126.1614874,11.8247477,5053.7695,4.5301
98732188,202.0162709,-16.75069469,5295.256,3.7613
242995480,289.2729282,-29.04273511,,
130715121,289.3876216,-28.7986293,5015.8228,2.5559
