TIC ID,Teff,logg,Flare #,Observation time,Average flare duration,Longest flare duration,Shortest flare duration,Average percentage increase,Highest percentage increase,Lowest percentage increase,Flares per hour,Flares per day,RA,Dec
183650482,4122.46,4.49,2,24.999528677083617,0.1041655955900751,0.1041667759886877,0.1041644151914624,188.36960792541504,358.8427543640137,17.896461486816406,0.0033333961775736,0.0800015082617675,184.240362393349,-8.78929629119326
47350480,3407.79,4.81,1,24.56215982700064,0.1458343940967097,0.1458343940967097,0.1458343940967097,5.647242069244385,5.647242069244385,5.647242069244385,0.0016963763349859,0.0407130320396629,162.292176374152,-0.163934616115947
111058396,3834.41,4.65,0,25.04142981015343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.392894157149,-10.9249371365783
49417033,4035.27,4.31,4,49.63894207247108,0.0850697515719502,0.1319431046663339,0.0277781512563706,136.85365617275238,278.0750036239624,14.763665199279783,0.0033575789432284,0.0805818946374832,173.460259917477,-4.46785877420438
38161012,3865.2,4.63,1,24.56255805097362,0.4375004711203019,0.4375004711203019,0.4375004711203019,319.5891857147217,319.5891857147217,319.5891857147217,0.0016963488322428,0.0407123719738287,171.25019985722,-3.10996286296465
336956844,3456.51,4.79,0,47.54209916521586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8564323261861,0.887291088613024
176944028,4166.15,4.64,0,24.99952947047564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.074741613042,-9.1882109604578
98676955,3490.96,4.91,1,24.999641447389426,0.4999911224213065,0.4999911224213065,0.4999911224213065,17.15494394302368,17.15494394302368,17.15494394302368,0.0016666905705168,0.0400005736924048,186.532188412856,-10.2483187852584
436728244,3994.46,4.66,4,52.04225188449914,0.1875013984035263,0.3749964557262046,0.0833346337706189,412.3261272907257,1604.2173385620115,12.55650520324707,0.0032025260366626,0.0768606248799046,74.1346631817297,14.6859343709034
303761200,3934.08,4.33,3,52.042325029994345,0.3819491997217786,0.5624964575108606,0.1666690769752676,358.3011468251546,1059.5484733581543,1.475393772125244,0.0024018911516339,0.0576453876392141,75.8502747716475,14.5652551241681
240849807,3804.15,4.49,0,54.70760156890879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.737977901101,-15.7058942260377
248391347,4118.53,4.32,0,47.542114867813325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7097536117423,0.0336559130447295
443965075,3832.47,4.75,2,48.83401055689569,0.1666715652831953,0.2291749785624688,0.1041681520039219,31.69461488723755,50.08834600448608,13.300883769989014,0.0017064609763362,0.0409550634320692,129.891393221012,11.197331544479
436591533,3341.06,4.85,2,26.02106973337186,0.1979144065318223,0.3124956917160943,0.0833331213475503,96.4209496974945,183.3281755447388,9.513723850250244,0.0032025329545333,0.0768607909088,71.6493332938463,14.1495722310065
366443946,3257.88,4.89,1,48.83387452919237,0.2291737529540114,0.2291737529540114,0.2291737529540114,17.411231994628906,17.411231994628906,17.411231994628906,0.0008532328648581,0.0204775887565958,126.61370085034,11.598250296771
203233724,3862.2,4.4,0,24.9995703818488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.487786761981,-10.610352640671
49622105,3462.24,4.78,0,54.7086928208289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.742446215067,-10.6385098141176
423612380,4012.84,4.75,1,54.70883734456265,0.1458366605136234,0.1458366605136234,0.1458366605136234,20.92118263244629,20.92118263244629,20.92118263244629,0.0007616076065416,0.0182785825569986,353.74797267855,-9.64096076413966
281724334,3426.69,4.81,1,24.56214641898873,0.7708204237815153,0.7708204237815153,0.7708204237815153,55.2159309387207,55.2159309387207,55.2159309387207,0.0016963772610057,0.0407130542641383,162.410475951736,0.913214337039951
4602704,4159.25,4.38,0,54.70859582336948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.871635052858,-11.6373538219746
374296620,4145.92,4.66,2,24.56206400799601,0.5416625267783957,0.6041684912995606,0.4791565622572307,46.8547523021698,71.22130393981934,22.488200664520264,0.0033927659054306,0.0814263817303347,159.952855479131,0.175562549966595
9710056,3412.39,4.9,0,54.70904081581875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.24664606501,-8.74737742332869
415335918,4153.03,4.36,2,52.04099334803027,0.2395765064728721,0.3124888860058945,0.1666641269398496,291.5898382663727,538.4923934936523,44.68728303909302,0.0016013017425711,0.038431241821707,58.7866689599266,11.5632681879642
176878696,4183.09,4.3,1,24.999510928293603,0.1249971923302837,0.1249971923302837,0.1249971923302837,165.07856845855713,165.07856845855713,165.07856845855713,0.0016666992720849,0.0400007825300387,183.059509051643,-10.2889604969944
27650354,3635.96,4.52,2,48.83373616081394,0.1562537545260056,0.2291725012321421,0.0833350078198691,33.97459387779236,53.95357608795166,13.995611667633057,0.0017064705649166,0.0409552935579988,123.482201418421,12.8147679485552
53190692,3243.53,4.91,0,24.562342681353584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.603834288407,-1.08118181610087
49465026,3567.03,4.26,0,24.562730210710697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.902540222892,-4.91110631746681
269557575,3362.83,4.91,0,47.54197776939122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4885730250919,-0.102834514969067
47380328,3407.64,4.59,0,24.562183011212937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.912657407829,-0.114761554387541
49427320,3318.17,4.61,1,24.56268981373092,0.1666676732229461,0.1666676732229461,0.1666676732229461,97.98617362976074,97.98617362976074,97.98617362976074,0.0016963397324414,0.0407121535785948,173.903734101148,-4.81608026957955
173145074,3435.27,4.79,0,24.56262914731542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.822300890343,-3.69593532238855
6991970,3383.38,4.94,2,48.83385219640081,0.145836093959133,0.145837727468006,0.1458344604502599,19.578713178634644,20.31899690628052,18.83842945098877,0.0017064665101205,0.0409551962428924,126.187129391479,12.1305445615881
173145833,3843.63,4.75,1,24.562651094225203,0.3333350335574323,0.3333350335574323,0.3333350335574323,75.26012659072876,75.26012659072876,75.26012659072876,0.0016963424064783,0.040712217755481,173.003955954191,-4.59237315935141
