TICID Teff logg
168152065 4045.500000 4.668200
168548101 4177.169000 4.563400
293891048 3609.005900 4.485900
49557258 4199.093800 4.550400
9029987 3989.592500 4.680700
115078744 3576.808000 4.302700
281724361 4248.667500 4.644900
248387232 3578.693600 4.788300
175752924 3718.545200 4.719000
434131962 4222.701000 4.377200
411698363 3702.526100 4.475500
436662261 4227.996600 4.651700
392320837 3558.130400 4.001700
157843141 4133.087400 4.485700
188569804 3726.247000 4.715400
168149724 3531.768600 4.828700
175698545 3847.514600 4.749400
168551577 3601.655000 4.395300
202610202 3143.204300 4.508900
168149054 3699.945600 4.518400
98642363 4196.317000 4.660400
402313145 3522.764200 4.681100
277811053 4113.564000 4.424600
458656217 3801.129400 4.631500
175590376 3489.850800 4.402700
380943250 3326.084700 4.604200
38116411 4243.986300 4.574400
9726127 3418.084000 4.411600
157843445 3655.640600 4.512800
38138471 3889.831300 4.722300
98641889 3745.953600 4.635500
311365860 3941.072500 4.334500
399151155 4056.040800 4.671900
23379580 3545.000700 4.853300
422289979 3985.330600 4.395500
38159818 3860.280800 4.733900
82049557 3777.900100 4.666100
38115548 4042.911400 4.666700
98628378 3317.774400 4.481000
414967280 4218.924000 4.416500
23628986 3426.265600 4.806100
459056066 3529.576400 4.711900
23201319 4166.263000 4.695400
293829711 3995.539000 4.671500
277747998 4249.015000 4.653800
100024516 3326.548600 4.688300
392328780 3989.292500 4.434000
138709065 3649.192100 4.483900
86105459 3800.088400 4.707900
114958688 3650.089800 4.204200
98673987 3647.824200 4.227400
411692039 3712.689000 4.734900
175754069 4235.037600 4.523600
98641827 3653.473900 4.733400
392320717 4156.645000 4.663400
9004275 3708.260500 4.747700
49429273 3535.322300 4.757700
61098324 4082.159000 4.540300
242991084 3620.386500 4.740400
8990215 3534.154000 4.785500
293637271 3647.115200 4.777500
307017925 3544.601800 4.362500
438228719 3791.434300 4.703800
49462605 4219.285000 4.643300
423612144 4124.981400 4.691700
291090207 3468.143000 4.583100
277876832 4200.689500 4.686400
185467487 3527.695300 4.629700
66765475 3530.151900 4.569700
135882303 3845.629000 4.626500
411839194 3857.645500 4.317600
117275128 4043.599400 4.710400
294302148 4216.370000 4.592000
293609128 4118.802000 4.670500
173089995 4199.882300 4.683700
49711020 4198.522500 4.646700
53190651 3483.737000 4.870000
458655020 4218.826700 4.477800
53207396 4232.560000 4.202200
380672552 3361.898700 4.834200
800381314 4084.822300 4.673600
66779431 3728.234000 4.280100
49426931 3773.982400 4.676000
347810978 4115.086000 4.682800
49785615 4100.293000 4.640900
323014543 3849.046400 4.639500
157836622 3820.640400 4.689700
436639951 3681.528000 4.804000
437335810 3766.907500 4.637200
293612828 3713.535000 4.782100
85910885 3881.299000 4.276600
357413643 3581.563200 4.728300
115010523 3947.839600 4.588000
436732040 3566.806000 4.852300
168154332 3325.464000 4.416500
366526884 3538.296900 4.784000
173109431 4200.120000 4.396200
152852233 4069.566000 4.655900
285005031 3378.565200 4.667000
61098280 3375.043000 4.411800
176940584 3552.944000 4.652400
277798409 3845.040000 4.718200
9726881 3574.072000 4.100600
293696773 3581.164000 4.745300
277877066 3428.503000 4.645600
366623243 3715.570000 4.495800
225797920 3740.107400 4.670800
443583038 3968.746000 4.695300
392322580 4014.359400 4.676100
111012290 3387.905800 4.087800
277870732 4099.904000 4.689700
157838165 4124.257000 4.665000
434260571 4137.255400 4.646400
335010512 3388.350000 4.639500
66751241 3820.846000 4.706300
380886536 4091.402300 4.671300
7024797 3675.385000 4.622800
201342492 3659.524000 4.668700
49529535 4067.442000 4.680500
168302911 3434.123800 4.789700
392456037 4098.578000 4.643100
61099199 4200.622600 4.648300
392103497 3606.225300 4.820500
389121244 4200.472700 4.617000
173103957 3422.391000 4.806500
270419347 3537.595700 4.659900
392101721 4028.590000 4.484000
445956101 3925.747600 4.664600
323014268 3716.949200 4.713200
287050176 4188.131000 4.619800
405676848 3753.153800 4.348800
145750674 3875.837400 4.686400
392038313 4137.605000 4.667600
23201308 4201.660600 4.403200
366658156 4144.775400 4.668400
201993945 4243.683600 4.614300
409119470 4151.651000 4.651400
168034023 3793.112300 4.734800
173163869 4001.610800 4.710600
20419367 4200.127000 4.662100
23379774 3756.159200 4.337100
98731915 3559.142300 4.749400
203363313 3425.022500 4.433600
436572862 3538.246300 4.645400
138660517 4232.091000 4.545600
399151893 4198.517600 4.675900
49735747 4047.026100 4.638900
468989066 4189.736000 4.458000
303593505 4191.422400 4.678200
157844339 3514.824700 4.193700
435920675 3702.270000 4.853300
281746756 3852.521700 4.777800
152868531 3611.735000 4.514800
374312308 3915.782000 4.501200
98593237 4114.801300 4.659000
345035871 3438.268300 4.864000
287331800 4211.680700 4.563800
335011053 4152.004000 4.649700
293609214 3518.183800 4.786900
152827882 3781.168200 4.610100
458682444 4239.527300 4.501900
374209204 3483.807600 4.414100
117166354 3358.248300 4.477300
9065209 3735.111000 4.399000
38144239 3554.389600 4.772000
0 4220.077600 4.420800
86118510 3609.087200 4.382200
130715042 3431.112500 4.913800
175938711 4075.488500 4.659600
152995809 3562.762700 4.466900
411779955 4086.939700 4.131800
392330506 3644.823500 4.209200
277769960 3375.074500 4.401400
405673084 3875.622600 4.569700
243245623 3605.362300 4.233500
392458136 3712.678700 4.707700
114959473 4207.657000 4.377200
126369329 3381.413300 4.700400
197221241 4182.239700 4.658600
436636486 4140.359000 4.656900
366577167 3776.726600 4.719700
248378867 3547.259000 4.449400
147816250 3887.869400 4.697600
203286301 3794.974400 4.676000
49604500 4180.846700 4.466900
389121705 4193.135000 4.668300
374296575 4112.401000 4.627400
117272115 4210.518000 4.546700
269486136 3437.202000 4.361300
68567242 3493.345200 4.414100
277895057 3987.435800 4.493500
286942849 3606.156000 4.748400
49531837 4130.032000 4.644700
277870780 4187.583500 4.600500
437038686 4220.497000 4.622100
281726283 3549.849900 4.552100
49426765 3464.609100 4.760600
411696941 3464.632000 4.774700
114985481 3475.898700 4.410900
277769948 4240.696000 4.551400
175754458 4182.336400 4.645200
443965178 3847.343500 4.536900
277834002 3914.002400 4.666400
435913873 3395.702000 4.402000
245823285 4000.060000 4.533300
198527447 3960.990700 4.644700
357616914 4225.957000 4.722100
200678649 3631.826700 4.647000
438402150 3356.797600 4.770800
437901297 4098.189000 4.416600
155454909 4047.161600 4.755900
438306662 3777.485400 4.777800
337608171 3429.826200 4.408000
117358103 4236.765600 4.668300
287331650 3690.703100 4.749100
157836827 3955.886200 4.589800
281655537 4244.790500 4.479800
287331799 3909.471200 4.679900
286942575 3593.650100 4.738300
436647823 3515.071800 4.545600
168550367 3877.948700 4.638300
328009706 3646.721000 4.523200
2672012 3699.204300 4.711000
422335830 4122.627000 4.659700
436573973 3453.326000 4.651100
117358100 4024.050000 4.680700
157839282 3665.831500 4.338700
380674544 3944.890900 4.676900
243010858 4164.589400 4.662900
357446103 3405.818800 4.718100
98593447 4137.871000 4.583400
437026655 3758.046400 4.720900
225802247 3648.849600 4.738600
437035552 3857.023000 4.631900
436666669 3613.202600 4.611600
186690659 4087.446800 4.665500
12858118 3479.579800 4.204600
468989077 4138.284000 4.351600
200032877 4211.001000 4.545100
374296554 3779.115700 4.614300
8938883 3337.749300 4.581700
175750901 3410.226800 4.424100
85979311 3608.070800 4.633600
225884832 4149.759300 4.679200
294301689 4050.037800 4.652500
49464551 3661.626000 4.724800
126240080 3538.506600 4.752900
98731001 3494.801000 4.798700
366567993 3467.236800 4.591900
157836734 3691.588600 4.084900
115079665 3715.892300 4.719600
374239489 4207.676000 4.634100
130713848 4027.592800 4.697300
176941703 3513.949000 4.773500
185856409 3588.421900 4.766500
277711783 4051.483200 4.655700
335103607 4162.305700 4.190100
380195373 3771.463900 4.593300
374272704 4201.898000 4.668300
175636826 4000.549800 4.590600
443965404 4210.257000 4.410200
345074529 4130.753400 4.446700
366576289 3536.023000 4.672100
366355381 3620.497600 4.242000
437335758 4142.266600 4.523800
270419146 3847.850600 4.643900
422335495 4205.241700 4.647400
49735767 3658.750500 4.397100
458685938 4170.588000 4.526600
380674551 4242.246600 4.473600
27636692 3556.490000 4.669900
290055374 3877.523000 4.625900
335011033 3530.043500 4.736500
277870693 3587.949200 4.752000
38116481 3688.971200 4.708600
68500300 3986.210200 4.678400
436636902 4217.073700 4.539500
117506452 3642.743200 4.707600
98642180 4092.619900 4.636000
422335560 3571.532000 4.688300
38132684 3745.972000 4.723600
392321506 4101.409700 4.538500
425465505 3695.755600 4.476600
168686211 3515.137500 4.430600
332109115 3607.781700 4.682700
8918789 3976.890000 4.602300
12720956 4121.624500 4.625000
414944017 4193.802200 4.558800
49522911 3680.362000 4.850000
248377503 4212.298300 4.331000
458655184 3567.322800 4.637900
366485342 4189.722000 4.652100
27650485 3482.882000 4.838500
9709268 3502.574200 4.131700
281726323 4201.713400 4.525600
175831800 3818.086400 4.487000
435923506 4007.062500 4.687600
111012373 3261.114000 4.455800
130691782 3540.187500 4.766300
173102252 3313.780500 4.452900
374273463 3563.247800 4.647600
243010641 4243.921400 4.469400
173102277 3719.288300 4.491300
392170607 3599.093300 4.215900
66923180 4033.941400 4.389100
458682259 3516.650600 4.264300
8988177 3675.459700 4.710100
245820054 3910.145300 4.600400
437030360 3999.072000 4.692800
7024744 3516.367000 4.566600
335103856 3823.267300 4.619300
8988199 3486.113000 4.765800
437038864 3628.267600 4.769000
44476807 3838.849600 4.648300
242985004 3625.084000 4.160100
444009797 3790.878700 4.705200
9054080 4185.765600 4.633700
225802354 4199.864000 4.586800
173097336 3461.896000 4.407100
38114155 3313.464000 4.927300
9700025 4141.480000 4.676400
130714127 4057.239000 4.673300
175588676 3614.952600 4.613600
23202332 3531.377000 4.894100
9003224 3952.081000 4.628800
437031083 3488.642000 4.855400
411697798 3996.723600 4.654900
245799420 3580.000500 4.795900
202619681 4217.305000 4.639800
117509025 3458.230000 4.854500
386622134 3457.685300 4.571200
117380455 3595.538600 4.528500
176877766 3826.841300 4.731600
9665497 4087.098900 4.394700
388995139 4150.456500 4.677400
438337653 3609.693400 4.745100
458677162 3761.555400 4.314600
48559268 3462.901600 4.834800
294301774 3513.181200 4.638900
366355496 4015.853800 4.698100
0 4212.948000 4.633000
290055890 3573.540300 4.598000
374350271 4060.969200 4.698600
185854309 4076.202100 4.628500
432613930 3481.960700 4.762500
443970873 3715.270000 4.660300
366623130 3648.515100 4.554900
328009688 3473.400000 4.922500
23375009 3516.928700 4.505400
173145881 3528.528300 4.709500
126237385 4162.153000 4.667600
366631586 3632.441000 4.138500
85911020 4243.970000 4.656700
411757348 3812.632300 4.460600
437034479 4089.601300 4.623300
152868884 3851.959200 4.752700
366399964 3466.717300 4.002100
48482012 3708.388700 4.558000
117508967 3773.613500 4.627000
386892927 3421.765600 4.892400
49504699 3502.678000 4.732100
357513273 3511.407200 4.737200
436724056 4157.813500 4.654600
49426984 4195.934600 4.529700
243015707 3753.203400 4.784600
117354299 3684.079600 4.685900
176940451 3704.333500 4.683900
220162556 4141.054700 4.318000
345454393 3637.517300 4.504500
423611868 3335.049600 4.735300
277840115 4236.502400 4.595700
374270448 3650.246000 4.230400
443970782 3755.697300 4.801200
32180832 3558.591300 4.407300
110999175 4099.883300 4.674300
411748899 3725.547600 4.618600
110996591 3702.058600 4.507600
443996607 3586.228000 4.802700
117296105 3719.263700 4.622900
98664529 3695.615700 4.698300
85913917 4153.269000 4.587700
392457393 3713.889600 4.074100
386892968 3689.333700 4.829800
374271151 3476.807100 4.798800
130692036 3513.372000 4.531400
147745755 4105.465000 4.638900
173097561 3979.720500 4.608400
61099144 3805.100600 4.616100
157839046 3640.680000 4.454800
38143314 3600.091300 4.736500
290055501 4175.451700 4.662200
423609056 3715.663800 4.633300
437031242 3871.384500 4.389300
396847258 3635.064000 4.578900
152851019 4238.224000 4.338200
175938704 3999.739500 4.725900
27650406 3470.720000 4.858200
422326934 3551.038800 4.662100
333640942 4182.694300 4.630700
158259934 3526.185000 4.890300
9698738 3649.108000 4.663200
335040253 3642.539000 4.129000
374180046 3687.064000 4.680300
38116208 4091.404500 4.662100
291066952 3743.079600 4.769800
175636637 4199.306000 4.572100
9031722 3467.088400 4.730900
422335828 3849.608400 4.589700
176878982 3686.256300 4.627600
47350472 3448.970200 4.663400
86131445 3924.129400 4.582000
38138470 3563.414000 4.717200
200038990 4210.862300 4.666100
422350573 3825.963100 4.471800
175751044 3576.937700 4.755900
38115547 4201.979000 4.690500
366528936 3799.366700 4.636700
245869959 3683.064500 4.814200
173108930 3264.705600 4.766300
98674054 3503.639600 4.588000
130711940 4087.752000 4.497500
12787378 3459.037000 4.852200
357492962 3742.650100 4.636300
191798205 4098.285600 4.666400
366622655 4012.768600 4.435200
49427310 3428.058600 4.874700
49735932 3542.944300 4.765400
444006028 4241.392000 4.666300
335696736 4203.675000 4.422800
106574776 3261.932400 4.848200
277812143 3882.690700 4.660100
157836962 3989.829000 4.662200
176940537 3523.534200 4.526600
436637490 4147.195000 4.680100
366568155 3573.265600 4.748500
197217715 3538.623300 4.725900
311365731 3437.843500 4.970900
357513159 3577.727300 4.258600
404420725 3774.744900 4.473200
443588637 4226.641000 4.335600
287301748 3836.233200 4.196500
269533151 4164.669000 4.659600
277776499 4205.941400 4.526100
292202541 3660.765600 4.720000
38160764 3593.849400 4.714100
191793649 3537.149200 4.749600
243245808 4073.110800 4.694400
435333070 3595.767600 4.451200
366354694 4220.483000 4.660200
5741492 3583.244600 4.889300
374270993 3390.506800 4.874000
405672718 3973.821500 4.725700
175697769 4123.996600 4.652500
152827674 3600.265100 4.576000
380943158 3902.380100 4.326000
434101710 3661.501200 4.354900
386892945 3437.709700 4.913800
49544793 4240.328000 4.555900
126319465 3411.393300 4.724700
130714853 4152.302700 4.656400
201979726 3512.147700 4.481400
281777509 4131.089000 4.693600
9065285 4207.225600 4.663300
374312600 3368.390400 4.880800
396734341 4128.314000 4.375000
387143067 4168.807000 4.601800
336878177 3445.554400 4.851800
307585255 4049.242000 4.673200
385814111 4205.897500 4.675200
438153873 3484.349000 4.298900
59616469 3718.973900 4.300000
49710854 3451.696000 4.802500
27679382 4215.294000 4.638000
9068352 4235.286600 4.644100
98373149 3404.215000 4.869400
366399048 4215.335400 4.580700
117271952 3898.949700 4.397800
248344776 4131.980500 4.291300
138660478 3428.363500 4.622700
176944089 3553.431600 4.608000
366623224 3426.685000 4.437600
176909194 3973.891400 4.678600
411692064 3264.746800 4.598300
437335877 3474.792200 4.829900
176937902 4167.489300 4.385900
366500112 3486.739000 4.815000
8940252 3702.904300 4.203600
110996963 4166.864700 4.377300
225801933 4200.827600 4.280400
458655160 3456.700200 4.405200
335011089 3526.740700 4.737500
429301394 3519.147700 4.800100
176910008 3433.756300 4.584400
8918780 3897.815400 4.277800
4602731 4207.489000 4.655200
293612575 4204.565400 4.652300
291108366 4131.298000 4.687500
85991461 3698.751500 4.546700
349132415 3686.096400 4.198700
335011043 4134.489700 4.657400
374178196 3578.137700 4.037000
27636639 3517.971400 4.831900
374273112 3780.960400 4.694500
173165491 3511.604000 4.584000
248346674 3514.562500 4.786400
191798248 3625.243200 4.822700
366568724 3528.187300 4.639200
269533147 3562.191700 4.749300
152853430 3717.977800 4.241300
49733236 3807.856700 4.682400
186818013 3861.266400 4.281700
152720175 3378.795200 4.719800
366400056 3703.825200 4.848400
468988873 4199.449000 4.618100
27679105 3470.365700 4.798100
392466958 4178.228500 4.524700
38159608 3627.158200 4.322300
468992425 3475.836000 4.892000
277840121 3653.044700 4.701900
138709159 4198.543000 4.569000
20537341 3881.424800 4.694700
374273257 3827.160600 4.430300
291074991 3553.043500 4.889900
392036376 3601.921900 4.345300
60254723 4170.025000 4.528900
405676728 3512.947800 4.428800
392321494 3472.119000 4.805300
240663515 3452.675800 4.013200
98372245 3747.722400 4.552800
117414401 4166.699700 4.651600
9063214 4205.565000 4.544100
9070203 3551.959200 4.417200
349132718 4246.016000 4.611700
49733432 3607.851000 4.713700
82054861 3985.201400 4.771400
38131704 3560.561000 4.616400
458655452 3342.656200 4.782200
335041232 4203.799300 4.363300
22556511 3623.814500 4.292900
117166251 4186.664000 4.676600
176911422 3559.941400 4.703700
434233219 3729.482700 4.754400
117162525 3752.867400 4.704200
374296666 4120.045400 4.470200
335007062 3516.467300 4.680100
98582652 3565.077400 4.049400
9053252 3529.593800 4.505000
293893366 3460.444300 4.799800
293637097 3410.554400 4.801600
277711893 3490.665300 4.855500
366622532 4198.126000 4.545000
350497577 4141.007000 4.505000
38132289 3950.178700 4.644000
49735994 3927.843000 4.737600
82071770 4198.229500 4.498400
323182135 4234.859000 4.635500
399722458 4210.848600 4.645900
245951040 3461.010500 4.468900
49418908 4187.795400 4.375100
9632533 3711.570000 4.751000
436643260 3689.929200 4.719800
335104009 4207.609000 4.620900
335103656 3380.710000 4.797600
293837454 3990.953000 4.478100
176938969 4165.648000 4.310600
8961593 3435.449500 4.889200
366410917 4010.029000 4.557800
117220119 3508.440000 4.848900
49677690 4199.938000 4.637100
27679044 3530.489000 4.071600
357493521 4195.757300 4.657400
422323977 3566.664800 4.828200
436667028 3546.055700 4.516100
152740142 3405.175800 4.954100
9097851 3530.781700 4.652200
437038450 4246.557000 4.639900
23016472 3454.488300 4.727300
9004385 3572.755600 4.189500
396734112 3999.882300 4.714300
98667672 3802.970500 4.698000
389121999 3896.275100 4.663300
443614715 3865.113500 4.290200
173108630 4142.571300 4.354000
44462335 3677.869600 4.737100
175695769 3435.928500 4.917200
197217740 4194.382300 4.703700
269486084 3662.132600 4.387900
248349273 3943.342800 4.703600
293766051 3658.230200 4.848400
47377449 4057.867200 4.637700
117509013 3445.210200 4.809700
126316933 4176.018000 4.686800
349231360 3597.773700 4.631900
404421027 3487.303700 4.402700
374312259 3375.875000 4.779700
86102436 3833.582500 4.277500
434229166 4120.823700 4.702700
42786838 3675.421400 4.587200
435905785 3639.291000 4.032800
366568742 3777.788000 4.703000
392169759 3745.178200 4.765800
176877482 3408.510500 4.837000
49738111 3675.804700 4.440200
350543889 3820.825000 4.580700
0 3365.994900 4.457600
458686988 3472.496300 4.898400
203363338 3613.845500 4.701800
336956728 4240.128000 4.557400
12857711 3363.216800 4.858700
117271956 3585.873800 4.752000
281708095 3725.022000 4.824000
155364466 3513.011500 4.794000
155253964 3434.510300 4.577000
306606153 4236.100000 4.623000
307016006 3403.536900 4.823700
437897391 3488.255400 4.685500
438101531 3510.106400 4.774600
438400734 3385.765600 4.409600
438105556 3741.791500 4.295500
399731375 3208.114700 4.829500
38131636 4242.283700 4.683000
161903627 3442.459200 4.686400
335010918 3559.691400 4.737000
405680146 3569.213100 4.788400
245820491 3653.999300 4.712700
199411162 3768.369900 4.707600
49689786 3656.808800 4.552900
126314278 3794.514000 4.606000
191791820 4000.824500 4.714400
392036973 4132.981000 4.355100
49733483 4206.638700 4.679000
269505000 4225.834000 4.647900
81030520 3541.653000 4.626300
245829590 3651.560800 4.729200
53207513 3961.354000 4.648800
277915234 3797.956800 4.646300
294318498 3592.936000 4.649000
9726690 4199.430700 4.654000
269506788 3954.959000 4.708400
323014169 3814.638000 4.837300
248391382 3604.881300 4.260000
293893773 4242.786600 4.501000
422323918 4128.418500 4.675500
436678819 3555.133300 4.741000
53210037 4197.086400 4.511800
277895144 3703.766400 4.719000
85979032 3533.541000 4.756200
9707682 3996.245400 4.683600
392036267 3820.365500 4.674400
9004213 3635.301500 4.764000
9700097 4215.016000 4.629800
303593764 4230.300000 4.368900
374296249 4198.434600 4.644200
