TICID,Teff,logg
 TIC 374238895, 3423.86, 4.82
 TIC 4520656, 3575.46, 4.34
 TIC 291108692, 4182.27, 4.29
 TIC 12822707, 4224.81, 4.60
 TIC 292264283, 3522.16, 4.75
 TIC 126240110, 4228.96, 4.66
 TIC 277839726, 3544.93, 4.76
 TIC 203219828, 4211.40, 4.52
 TIC 138660417, 3211.06, 4.97
 TIC 422218411, 4111.73, 4.73
 TIC 38142111, 4083.23, 4.75
 TIC 281777529, 3413.64, 4.59
 TIC 248385240, 3674.53, 4.74
 TIC 374200763, 3566.59, 4.49
 TIC 277914392, 4202.24, 4.70
 TIC 9070035, 3537.59, 4.72
 TIC 277811437, 3385.47, 4.71
 TIC 335010585, 3651.59, 4.31
 TIC 318184563, 3618.22, 4.75
 TIC 100008814, 3644.58, 4.80
 TIC 98668555, 4031.15, 4.66
 TIC 245826091, 3476.50, 4.81
 TIC 434234857, 3453.81, 4.77
 TIC 20419410, 4050.64, 4.91
 TIC 348668074, 4195.70, 4.67
 TIC 248349579, 3475.90, 4.81
 TIC 293945384, 3805.88, 4.60
 TIC 389009053, 4221.20, 4.28
 TIC 8995668, 4144.68, 4.25
 TIC 27626883, 3462.44, 4.52
 TIC 114959430, 4197.16, 4.50
 TIC 117272032, 3536.38, 4.55
 TIC 293893719, 3277.35, 4.84
 TIC 9632355, 4142.80, 4.85
 TIC 336956718, 4122.96, 4.53
 TIC 374296795, 3408.96, 4.92
 TIC 183650482, 4122.46, 4.49
 TIC 49417116, 3313.84, 4.94
 TIC 77647354, 3699.33, 4.19
 TIC 380941143, 3376.82, 4.85
 TIC 83427840, 3793.85, 4.77
 TIC 49544627, 3294.01, 4.98
 TIC 47350480, 3407.79, 4.81
 TIC 38087999, 4131.05, 4.41
 TIC 96770039, 3479.90, 4.92
 TIC 49785524, 3118.05, 4.99
 TIC 111058396, 3834.41, 4.65
 TIC 243031372, 3741.13, 4.71
 TIC 293890343, 4078.27, 4.80
 TIC 225888048, 4237.95, 4.31
 TIC 27629744, 3609.66, 4.74
 TIC 2528222, 4114.32, 4.75
 TIC 399733749, 3427.84, 4.54
 TIC 277893294, 3376.16, 4.60
 TIC 49417033, 4035.27, 4.31
 TIC 98719648, 3372.58, 4.95
 TIC 293837251, 3744.77, 4.73
 TIC 220238204, 3417.45, 4.67
 TIC 114985424, 4160.24, 4.61
 TIC 411691962, 3253.68, 4.94
 TIC 152719805, 3578.62, 4.28
 TIC 176942808, 3559.86, 4.68
 TIC 38161012, 3865.20, 4.63
 TIC 115082789, 3209.13, 4.92
 TIC 152803061, 3583.18, 4.54
 TIC 270419355, 3436.77, 4.89
 TIC 117279186, 4169.33, 4.68
 TIC 240623330, 4124.42, 4.46
 TIC 336956844, 3456.51, 4.79
 TIC 374312680, 4236.47, 4.44
 TIC 293890682, 3547.11, 4.74
 TIC 436728253, 3481.23, 4.79
 TIC 100003533, 3998.60, 4.74
 TIC 176944028, 4166.15, 4.64
 TIC 98629337, 3554.94, 4.12
 TIC 800313838, 3376.13, 4.92
 TIC 98676955, 3490.96, 4.91
 TIC 436728244, 3994.46, 4.66
 TIC 303761200, 3934.08, 4.33
 TIC 62903349, 4175.75, 4.50
 TIC 240849807, 3804.15, 4.49
 TIC 248391347, 4118.53, 4.32
 TIC 366623648, 3381.22, 4.15
 TIC 443965075, 3832.47, 4.75
 TIC 423612377, 3385.91, 4.93
 TIC 114958596, 3295.43, 4.87
 TIC 225886177, 4033.68, 4.73
 TIC 152868850, 3221.00, 4.86
 TIC 173163038, 3525.93, 4.84
 TIC 436591533, 3341.06, 4.85
 TIC 169148393, 3419.36, 4.88
 TIC 366443946, 3257.88, 4.89
 TIC 203233724, 3862.20, 4.40
 TIC 49622105, 3462.24, 4.78
 TIC 423612380, 4012.84, 4.75
 TIC 392467144, 4202.55, 4.71
 TIC 277833777, 3586.00, 4.85
 TIC 152853436, 3403.35, 4.85
 TIC 23374280, 3380.09, 4.90
 TIC 49419494, 4229.85, 4.70
 TIC 281724334, 3426.69, 4.81
 TIC 173101817, 3559.75, 4.73
 TIC 366658295, 4234.20, 4.65
 TIC 437030811, 4009.02, 4.73
 TIC 437030394, 4220.87, 4.57
 TIC 380675841, 4176.35, 4.67
 TIC 4602704, 4159.25, 4.38
 TIC 435911016, 4215.94, 4.51
 TIC 126278269, 3371.87, 4.61
 TIC 38132643, 3598.24, 4.73
 TIC 436677233, 3220.11, 4.90
 TIC 78305614, 3575.45, 4.23
 TIC 311085979, 3697.51, 4.40
 TIC 38114064, 4207.33, 4.51
 TIC 85071432, 3480.93, 4.58
 TIC 152851171, 4147.32, 4.82
 TIC 411749243, 3646.12, 4.59
 TIC 49783752, 3940.28, 4.60
 TIC 434097262, 3413.23, 4.65
 TIC 277888540, 3525.10, 4.78
 TIC 8991046, 4149.96, 4.45
 TIC 380941086, 4248.01, 4.68
 TIC 374296620, 4145.92, 4.66
 TIC 277840497, 3326.30, 4.91
 TIC 357493386, 4156.54, 4.57
 TIC 176867690, 3931.78, 4.77
 TIC 27682915, 4199.48, 4.51
 TIC 335103739, 3536.99, 4.71
 TIC 292204720, 3362.26, 4.86
 TIC 238605184, 3434.10, 4.82
 TIC 38115749, 3568.71, 4.42
 TIC 293944942, 3377.15, 4.88
 TIC 277833162, 4187.51, 4.66
 TIC 157843378, 4015.86, 4.35
 TIC 374296596, 4147.10, 4.76
 TIC 9710056, 3412.39, 4.90
 TIC 269533190, 4040.37, 4.60
 TIC 415335918, 4153.03, 4.36
 TIC 176878696, 4183.09, 4.30
 TIC 281655505, 4008.86, 4.75
 TIC 0, 4191.90, 4.46
 TIC 98719719, 4001.87, 4.76
 TIC 374268441, 3330.68, 4.90
 TIC 277810536, 3902.19, 4.81
 TIC 429301397, 3593.63, 4.79
 TIC 444013492, 4047.00, 4.64
 TIC 8988159, 3569.41, 4.41
 TIC 437026532, 3383.08, 4.90
 TIC 220165138, 4153.95, 4.57
 TIC 130711981, 3755.12, 4.79
 TIC 98581114, 3770.27, 4.47
 TIC 27650354, 3635.96, 4.52
 TIC 293893698, 3702.15, 4.71
 TIC 248944702, 3233.35, 5.00
 TIC 0, 3394.74, 4.86
 TIC 173099005, 3952.12, 4.83
 TIC 188572078, 4196.68, 4.51
 TIC 38141775, 3528.35, 4.85
 TIC 117274891, 4098.19, 4.67
 TIC 53190692, 3243.53, 4.91
 TIC 27636623, 3468.69, 4.25
 TIC 0, 4223.84, 4.47
 TIC 53207833, 4185.87, 4.70
 TIC 374273345, 3988.75, 4.35
 TIC 4554175, 3515.75, 4.49
 TIC 66779505, 3371.51, 4.81
 TIC 269594457, 3905.01, 4.69
 TIC 175403921, 3405.60, 4.46
 TIC 673935679, 4113.22, 4.34
 TIC 380198078, 3907.15, 4.70
 TIC 98670504, 3585.68, 4.21
 TIC 152772633, 3899.42, 4.33
 TIC 1248146, 4035.76, 4.41
 TIC 277875390, 4227.17, 4.50
 TIC 308182922, 3499.22, 4.71
 TIC 374350137, 3834.21, 4.84
 TIC 111058435, 3397.59, 4.60
 TIC 66733716, 4171.58, 4.38
 TIC 0, 4247.14, 4.72
 TIC 58959937, 3599.21, 4.77
 TIC 335010249, 4175.10, 4.68
 TIC 293945082, 4238.98, 4.71
 TIC 59130204, 4045.67, 4.81
 TIC 238608779, 4205.85, 4.52
 TIC 240811631, 4012.30, 4.74
 TIC 468987824, 3536.72, 4.93
 TIC 248946540, 4225.35, 4.70
 TIC 49426777, 3403.88, 4.74
 TIC 49465026, 3567.03, 4.26
 TIC 392467450, 4039.88, 4.39
 TIC 404244673, 4136.43, 4.66
 TIC 311365329, 3906.69, 4.93
 TIC 114983336, 3989.17, 4.90
 TIC 429344515, 4014.24, 4.73
 TIC 49419344, 3670.28, 4.34
 TIC 49426757, 3554.30, 4.30
 TIC 49738016, 4186.79, 4.47
 TIC 387612309, 4067.45, 4.55
 TIC 114958919, 3696.23, 4.85
 TIC 269557575, 3362.83, 4.91
 TIC 66779895, 3410.02, 4.86
 TIC 423358449, 4072.89, 4.65
 TIC 49711085, 3941.15, 4.50
 TIC 335103477, 4103.67, 4.75
 TIC 344279741, 4042.76, 4.67
 TIC 49733738, 4132.42, 4.45
 TIC 59091029, 3577.38, 4.50
 TIC 311365340, 4184.37, 4.35
 TIC 81034914, 4229.37, 4.68
 TIC 66765342, 4042.94, 4.75
 TIC 47380328, 3407.64, 4.59
 TIC 277833804, 4193.33, 4.38
 TIC 49427320, 3318.17, 4.61
 TIC 173145726, 3478.16, 4.72
 TIC 366399911, 3320.12, 4.52
 TIC 130691903, 3458.44, 4.67
 TIC 444001098, 3478.52, 4.50
 TIC 49522784, 4220.90, 4.22
 TIC 297142362, 3527.61, 4.77
 TIC 349132778, 3401.62, 4.67
 TIC 291066957, 3787.28, 4.37
 TIC 66734300, 3570.40, 4.60
 TIC 437035157, 3428.77, 4.84
 TIC 83431332, 3802.38, 4.86
 TIC 106576997, 3772.33, 4.77
 TIC 423360399, 3634.03, 4.25
 TIC 374296359, 3637.66, 4.40
 TIC 49737934, 4218.96, 4.68
 TIC 411691946, 4248.20, 4.70
 TIC 173145074, 3435.27, 4.79
 TIC 366623402, 3938.38, 4.73
 TIC 9003513, 4090.60, 4.75
 TIC 374268534, 4065.81, 4.37
 TIC 437694933, 3263.37, 4.67
 TIC 248351022, 3375.83, 4.61
 TIC 115008328, 4024.23, 4.29
 TIC 344226100, 4047.78, 4.82
 TIC 117417283, 3281.18, 4.92
 TIC 293893412, 4187.07, 4.76
 TIC 0, 3465.73, 4.61
 TIC 389009709, 3777.32, 4.85
 TIC 380941281, 3774.06, 4.99
 TIC 21285521, 4123.54, 4.72
 TIC 281660167, 3209.25, 4.95
 TIC 243011102, 3659.46, 4.53
 TIC 203226530, 3182.27, 4.99
 TIC 374337360, 3982.51, 4.78
 TIC 27679379, 4173.84, 4.69
 TIC 294318626, 3332.13, 4.66
 TIC 175407332, 3736.02, 4.84
 TIC 374314398, 4249.52, 4.81
 TIC 366622647, 4132.93, 4.86
 TIC 291109886, 3291.00, 4.54
 TIC 6991970, 3383.38, 4.94
 TIC 173163856, 3880.79, 4.99
 TIC 374180024, 3197.75, 4.75
 TIC 173145833, 3843.63, 4.75
 TIC 335011132, 3627.45, 4.95
 TIC 48625947, 4142.28, 4.74
 TIC 130691943, 4131.92, 4.70
 TIC 66768878, 3241.23, 4.65
 TIC 115083083, 3363.99, 4.88
 TIC 0, 4121.57, 4.36
 TIC 405679927, 3238.96, 4.62
 TIC 117296452, 3883.42, 4.80
 TIC 81986076, 4120.78, 4.37
 TIC 372445194, 3449.58, 4.57
 TIC 176937897, 4052.44, 4.62
 TIC 38159769, 3847.25, 4.74
 TIC 175407279, 4141.68, 4.52
 TIC 350517523, 4231.09, 4.42
 TIC 0, 4104.84, 4.63
 TIC 0, 3388.39, 4.92
 TIC 98719005, 3962.58, 4.60
 TIC 366409815, 3979.29, 4.59
 TIC 157843511, 3879.79, 4.53
 TIC 111752187, 4139.16, 4.19
 TIC 146799058, 3656.94, 4.63
 TIC 366622367, 3214.90, 4.99
 TIC 38141143, 4241.78, 4.67
 TIC 126314070, 4248.40, 4.49
 TIC 286814924, 4201.44, 4.36
 TIC 98670230, 3523.53, 4.77
 TIC 374273428, 4072.47, 4.69
 TIC 173163500, 4118.29, 4.63
 TIC 98581435, 3572.25, 4.42
 TIC 374338486, 3353.31, 4.65
 TIC 23681817, 3641.50, 4.07
 TIC 21221811, 4148.73, 4.35
 TIC 130725769, 4140.81, 4.58
 TIC 49785579, 4004.43, 4.83
 TIC 308182961, 3900.39, 4.79
 TIC 281706003, 3486.79, 4.56
 TIC 277877420, 4233.10, 4.48
 TIC 152772651, 4183.32, 4.69
 TIC 48623887, 4010.71, 4.90
 TIC 168884509, 4244.21, 4.35
 TIC 402313598, 3324.12, 4.95
 TIC 396742947, 3877.72, 4.80
 TIC 175407478, 3563.13, 4.60
 TIC 152775436, 3480.49, 4.79
 TIC 292160455, 3421.26, 4.45
 TIC 14328415, 4216.68, 4.63
 TIC 173162924, 3456.84, 4.78
 TIC 38115428, 3511.89, 4.90
 TIC 186691567, 3375.21, 4.90
 TIC 38064629, 3630.99, 4.66
 TIC 468987963, 3697.79, 4.60
 TIC 146579962, 3329.56, 4.46
 TIC 115081897, 4081.95, 4.66
 TIC 458682467, 4219.20, 4.71
 TIC 293945582, 4202.18, 4.46
 TIC 115008224, 3552.60, 4.81
 TIC 318092920, 4184.03, 4.72
 TIC 38144157, 3284.59, 4.67
 TIC 411691990, 3782.52, 4.84
 TIC 138660473, 3929.85, 4.78
 TIC 157858001, 3488.77, 4.85
 TIC 7024655, 3521.91, 4.84
 TIC 27650484, 3946.94, 4.83
 TIC 4610924, 4188.51, 4.80
 TIC 96770124, 4169.36, 4.71
 TIC 157858077, 4028.96, 4.78
 TIC 242960744, 3266.81, 4.97
 TIC 422327982, 4231.09, 4.66
 TIC 126319938, 4041.50, 4.75
 TIC 437039954, 4003.10, 4.38
 TIC 318184578, 3363.64, 4.90
 TIC 66780146, 4212.10, 4.55
 TIC 399724714, 4206.22, 4.52
 TIC 49465013, 3947.76, 4.35
 TIC 374312422, 3932.10, 4.57
 TIC 374239511, 4009.80, 4.82
 TIC 49546727, 4081.60, 4.60
 TIC 4554192, 3799.31, 4.59
 TIC 9063541, 3314.26, 4.95
 TIC 0, 3852.26, 4.61
 TIC 203289534, 3905.97, 4.37
 TIC 277798439, 3941.02, 4.73
 TIC 292260736, 4075.90, 4.63
 TIC 374179528, 3985.09, 4.71
 TIC 277812308, 3365.81, 4.97
 TIC 147689701, 3973.22, 4.72
 TIC 38138390, 4043.86, 4.69
 TIC 115072224, 3778.47, 4.29
 TIC 4602564, 4235.36, 4.76
 TIC 277875355, 4121.62, 4.49
 TIC 269571719, 4233.47, 4.28
 TIC 66782240, 4241.95, 4.49
 TIC 173163665, 3353.96, 4.59
 TIC 169447944, 3398.02, 4.87
 TIC 48481648, 4239.99, 4.37
 TIC 243015988, 3574.86, 4.32
 TIC 138665181, 3217.59, 4.95
 TIC 66715268, 4227.05, 4.25
 TIC 374268800, 3697.43, 4.72
 TIC 374312779, 3855.68, 4.62
 TIC 38088371, 4017.76, 4.78
 TIC 176940660, 3995.34, 4.78
 TIC 173165644, 3619.51, 4.74
 TIC 176877709, 4220.67, 4.44
 TIC 8961594, 4117.67, 4.77
 TIC 114958804, 4247.53, 4.45
 TIC 157843220, 3402.28, 4.94
 TIC 176867735, 4162.77, 4.48
 TIC 203226359, 3467.30, 4.87
 TIC 4619772, 4183.88, 4.80
 TIC 437701116, 3327.78, 4.76
 TIC 311365859, 3412.70, 4.77
 TIC 293945277, 3948.93, 4.29
 TIC 333609206, 4211.45, 4.69
 TIC 115079980, 3695.05, 4.86
 TIC 374296336, 3891.99, 4.88
 TIC 49677989, 3155.07, 4.99
 TIC 269593905, 4202.53, 4.52
 TIC 335871545, 3883.22, 4.78
 TIC 0, 3771.03, 4.58
 TIC 350565208, 3400.51, 4.63
 TIC 0, 3387.05, 4.59
 TIC 66779501, 4054.40, 4.69
 TIC 115079437, 3624.23, 4.27
 TIC 4619764, 3314.07, 4.85
 TIC 357245371, 3320.73, 4.91
 TIC 203279372, 3514.36, 4.97
 TIC 49678071, 4214.19, 4.66
 TIC 348663826, 3542.09, 4.79
 TIC 366409722, 3240.89, 4.90
 TIC 374296691, 4128.13, 4.38
 TIC 374314997, 3863.01, 4.87
 TIC 23681985, 3926.41, 4.81
 TIC 444009839, 4013.83, 4.58
 TIC 186818099, 3598.69, 4.37
 TIC 427581725, 3316.28, 4.60
 TIC 402313599, 3905.43, 4.74
 TIC 115082891, 3351.29, 4.62
 TIC 85913904, 4142.47, 4.78
 TIC 157857992, 3309.10, 4.65
 TIC 242994518, 3928.37, 4.74
 TIC 78924557, 4132.92, 4.32
 TIC 411697781, 3445.19, 4.78
 TIC 411749241, 3851.17, 4.86
 TIC 66734580, 3982.51, 4.70
 TIC 456889488, 4231.42, 4.85
 TIC 294319056, 3472.16, 4.62
 TIC 66731421, 3371.75, 4.86
 TIC 366657558, 4002.26, 4.77
 TIC 66733762, 4246.35, 4.51
 TIC 203286359, 3444.54, 4.60
 TIC 0, 4244.02, 4.66
 TIC 0, 4103.10, 4.60
 TIC 292261801, 3551.07, 4.48
 TIC 115078563, 4243.68, 4.84
 TIC 374273395, 3284.10, 4.98
 TIC 86070108, 4161.05, 4.95
 TIC 130691738, 3631.30, 4.88
 TIC 61072281, 3558.65, 4.41
 TIC 130711947, 4137.71, 4.35
 TIC 173098911, 3352.29, 4.93
 TIC 9005709, 3864.88, 4.83
 TIC 240765726, 4070.50, 4.72
 TIC 8964278, 4047.89, 4.67
 TIC 66734425, 4166.07, 4.72
 TIC 225805570, 4191.48, 4.65
 TIC 374314358, 3728.89, 4.85
 TIC 399722733, 4169.58, 4.75
 TIC 374312030, 3308.89, 4.86
 TIC 117295919, 4198.13, 4.77
 TIC 411691984, 3295.33, 4.93
 TIC 443580904, 4169.13, 4.71
 TIC 152220701, 3555.62, 4.43
 TIC 61110925, 3825.03, 4.86
 TIC 126319325, 4157.69, 4.73
 TIC 269591822, 4008.44, 4.96
 TIC 0, 3801.02, 4.89
 TIC 130717855, 4157.19, 4.67
 TIC 0, 3925.01, 4.70
 TIC 411692079, 3677.88, 4.91
 TIC 399694569, 3862.21, 4.29
 TIC 175403878, 3907.47, 4.84
 TIC 374314563, 3759.32, 4.37
 TIC 38139258, 4234.00, 4.68
 TIC 0, 3386.95, 4.42
 TIC 344242909, 3971.13, 4.64
 TIC 157836575, 4140.58, 4.78
 TIC 0, 3532.17, 4.74
 TIC 277888616, 3620.83, 4.83
 TIC 66768754, 3894.91, 4.87
 TIC 458682497, 4215.73, 4.80
 TIC 126278154, 3978.69, 4.82
 TIC 374355931, 3654.68, 4.92
 TIC 277812706, 3876.69, 4.80
 TIC 188585655, 3344.35, 4.90
 TIC 66717364, 3989.66, 4.78
 TIC 0, 4232.95, 4.76
 TIC 374338257, 3601.87, 4.63
 TIC 61072178, 4025.81, 4.76
 TIC 411749101, 3585.86, 4.88
 TIC 66715165, 3421.62, 4.83
 TIC 374171371, 3562.51, 4.61
 TIC 114983131, 4019.24, 4.88
 TIC 175403816, 3616.34, 4.34
 TIC 114985426, 4136.11, 4.45
 TIC 152775336, 3648.01, 4.90
 TIC 27679083, 3946.02, 4.81
 TIC 117279479, 4228.44, 4.75
 TIC 98593269, 3934.16, 4.75
 TIC 48559089, 4084.49, 4.81
 TIC 114982572, 3576.64, 4.49
 TIC 357531846, 3384.16, 4.62
 TIC 98594332, 3390.39, 4.62
 TIC 49689699, 3976.05, 4.76
 TIC 248351251, 3378.41, 4.90
 TIC 147745191, 4227.45, 4.80
 TIC 82052212, 4201.90, 4.40
 TIC 173102441, 3750.12, 4.64
 TIC 114958922, 4200.08, 4.38
 TIC 38139282, 3323.83, 4.65
 TIC 411691594, 3330.78, 4.91
 TIC 48539009, 4024.05, 4.76
 TIC 9697866, 4249.93, 4.79
 TIC 186812751, 4089.60, 4.66
 TIC 344299504, 3403.91, 4.18
 TIC 277915175, 3627.90, 4.94
 TIC 374296897, 4214.87, 4.64
 TIC 48559679, 3995.54, 4.78
 TIC 458677938, 4041.12, 4.73
 TIC 130726481, 4192.63, 4.93
 TIC 386908910, 4236.34, 4.73
 TIC 374337436, 3643.79, 4.70
 TIC 380673986, 3957.65, 4.92
 TIC 292205578, 3662.25, 4.63
 TIC 281731030, 4166.74, 4.62
 TIC 277769101, 3903.10, 4.85
 TIC 0, 4239.00, 4.68
 TIC 374338266, 3171.03, 4.94
 TIC 61071557, 3898.65, 4.90
 TIC 332109342, 4034.38, 4.32
 TIC 345033408, 3939.33, 4.57
 TIC 66715046, 3552.62, 4.29
 TIC 38132469, 3757.26, 4.79
 TIC 146800972, 3419.78, 4.21
 TIC 176910216, 3168.34, 4.97
 TIC 411749245, 4242.03, 4.69
 TIC 130712206, 4170.19, 4.68
 TIC 458655218, 4249.20, 4.68
 TIC 115079405, 4217.18, 4.33
 TIC 411697857, 4003.16, 4.48
 TIC 61099255, 4164.77, 4.39
 TIC 114958712, 3219.16, 4.89
 TIC 225890219, 4041.81, 4.33
 TIC 203289511, 3982.42, 4.79
 TIC 78295854, 4239.87, 4.86
 TIC 98724168, 3822.00, 4.63
 TIC 12773357, 3944.32, 4.77
 TIC 374349998, 3228.00, 4.98
 TIC 345034864, 4152.86, 4.85
 TIC 130691578, 3700.19, 4.71
 TIC 66717337, 3673.12, 4.62
 TIC 146580447, 3580.33, 4.44
 TIC 0, 3956.62, 4.82
 TIC 130715222, 3242.97, 4.89
 TIC 0, 3870.36, 4.31
 TIC 444038028, 3689.45, 4.90
 TIC 0, 3594.15, 4.28
 TIC 49544603, 3692.21, 4.40
 TIC 114982986, 3961.97, 4.98
 TIC 203219773, 3556.50, 4.95
 TIC 157843552, 4248.61, 4.39
 TIC 277839957, 3361.91, 4.93
 TIC 436572974, 3330.21, 4.98
 TIC 366576480, 3421.69, 4.26
 TIC 399724992, 3330.00, 4.96
 TIC 0, 4070.45, 4.51
 TIC 380886648, 3322.21, 4.93
 TIC 176868835, 3993.84, 4.53
 TIC 9003059, 4191.94, 4.71
 TIC 292160421, 3307.61, 4.97
 TIC 130726703, 3738.61, 4.87
 TIC 173098886, 4211.04, 4.49
 TIC 14328420, 3249.81, 4.94
 TIC 66765253, 4052.46, 4.66
 TIC 443616602, 3950.77, 4.90
 TIC 117354654, 4115.68, 4.75
 TIC 114982340, 3504.20, 4.82
 TIC 269594007, 3443.55, 4.60
 TIC 0, 3801.81, 4.61
 TIC 66779915, 3527.85, 4.75
 TIC 38160122, 3689.23, 4.87
 TIC 277810844, 3332.83, 4.94
 TIC 23374161, 4242.07, 4.72
 TIC 388994806, 3819.18, 4.80
 TIC 374366874, 4229.18, 4.50
 TIC 374296423, 3612.53, 4.25
 TIC 114958580, 4042.92, 4.67
 TIC 117508913, 3490.31, 4.82
 TIC 366631717, 3981.81, 4.67
 TIC 114985457, 4022.22, 4.72
 TIC 126237368, 3350.86, 4.61
 TIC 117358082, 4112.02, 4.69
 TIC 458681907, 3315.72, 4.99
 TIC 333609125, 3471.24, 4.55
 TIC 411749103, 3276.47, 4.94
 TIC 146802020, 4232.42, 4.74
 TIC 374350266, 4035.81, 4.77
 TIC 66765159, 3772.88, 4.30
 TIC 293893420, 3697.55, 4.86
 TIC 130717779, 3481.41, 4.89
 TIC 248391439, 4093.18, 4.65
 TIC 9633574, 4224.07, 4.40
 TIC 130726305, 3242.22, 4.89
 TIC 396734208, 3912.92, 4.87
 TIC 435310552, 3724.45, 4.65
 TIC 21339593, 4106.84, 4.76
 TIC 374312054, 4176.59, 4.71
 TIC 281726263, 3661.87, 4.74
 TIC 152805748, 3866.13, 4.85
 TIC 374270447, 4075.54, 4.68
 TIC 138665515, 3470.26, 4.28
 TIC 38114175, 4166.82, 4.76
 TIC 248353597, 4180.53, 4.88
 TIC 240851112, 4136.14, 4.76
 TIC 434101634, 3846.30, 4.47
 TIC 117279504, 3388.65, 4.94
 TIC 292260955, 3534.79, 4.78
 TIC 9709317, 3372.27, 4.94
 TIC 269506712, 3244.19, 4.90
 TIC 126236947, 4240.00, 4.57
 TIC 225800031, 3304.28, 4.93
 TIC 66768033, 4201.22, 4.71
 TIC 281777668, 4111.86, 4.76
 TIC 66731663, 3325.79, 4.86
 TIC 402319992, 4141.83, 4.37
 TIC 61072310, 3328.99, 4.88
 TIC 66717219, 3434.05, 4.13
 TIC 434260666, 3523.70, 4.87
 TIC 48664112, 3882.26, 4.78
 TIC 157844099, 3613.96, 4.37
 TIC 138709133, 4124.98, 4.54
 TIC 8963952, 3238.83, 4.65
 TIC 281706095, 3627.24, 4.73
 TIC 66780210, 4218.22, 4.81
 TIC 437039636, 4146.03, 4.75
 TIC 427581713, 4069.55, 4.72
 TIC 98670540, 3923.24, 4.77
 TIC 197221080, 3373.10, 4.71
 TIC 12822177, 4227.70, 4.50
 TIC 411749087, 4212.35, 4.50
 TIC 245829147, 3626.75, 4.36
 TIC 0, 4090.41, 4.78
 TIC 130712307, 3335.87, 4.93
 TIC 277914255, 3831.93, 4.84
 TIC 0, 3379.63, 4.89
 TIC 175401311, 4247.56, 4.53
 TIC 366399403, 4194.49, 4.70
 TIC 145753352, 3584.54, 4.68
 TIC 49687367, 4233.99, 4.59
 TIC 117296457, 4225.42, 4.48
 TIC 21273623, 3606.35, 4.60
 TIC 157844235, 4145.07, 4.37
 TIC 130718151, 4033.94, 4.89
 TIC 396742522, 3875.89, 4.75
 TIC 437039649, 3277.11, 4.86
 TIC 130712350, 4155.75, 4.68
 TIC 374337801, 4063.44, 4.73
 TIC 374268967, 4219.65, 4.56
 TIC 114985468, 3552.90, 4.28
 TIC 333609204, 3613.88, 4.38
 TIC 8937828, 3663.61, 4.44
 TIC 366631905, 4237.51, 4.73
 TIC 38160085, 3372.17, 4.54
 TIC 332109197, 4236.70, 4.83
 TIC 374178221, 4156.20, 4.72
 TIC 903020082, 3685.92, 4.69
 TIC 157843376, 4002.54, 4.71
 TIC 117249473, 3980.89, 4.70
 TIC 66779534, 3572.71, 4.53
 TIC 281782033, 3734.57, 4.81
 TIC 152868767, 4169.99, 4.84
 TIC 188585524, 4121.48, 4.65
 TIC 0, 4244.04, 4.70
 TIC 242886537, 3415.98, 4.93
 TIC 335657957, 4175.48, 4.69
 TIC 115071794, 3944.69, 4.60
 TIC 49677680, 3211.30, 4.96
 TIC 380886790, 4134.31, 4.60
 TIC 350546077, 3943.80, 4.80
 TIC 173096924, 3972.32, 4.78
 TIC 173163571, 3899.72, 4.89
 TIC 203289607, 3878.79, 4.76
 TIC 66768319, 3407.16, 4.61
 TIC 0, 3730.84, 4.72
 TIC 114985310, 3322.53, 4.66
 TIC 130725764, 4233.97, 4.84
 TIC 374171425, 3829.36, 4.86
 TIC 414967263, 4183.63, 4.75
 TIC 130726385, 3453.70, 4.59
 TIC 292160471, 3383.70, 4.96
 TIC 292265368, 3816.76, 4.84
 TIC 130725497, 3921.01, 4.74
 TIC 374314587, 3967.87, 4.78
 TIC 98724219, 3370.95, 4.05
 TIC 9725937, 3745.25, 4.81
 TIC 114958873, 3574.46, 4.21
 TIC 117254412, 4077.29, 4.67
 TIC 0, 4238.66, 4.82
 TIC 130691610, 3884.97, 4.89
 TIC 335038069, 3911.99, 4.60
 TIC 374349659, 3771.84, 4.74
 TIC 114985256, 4022.24, 4.76
 TIC 248355924, 3311.67, 4.97
 TIC 374314876, 3398.61, 4.49
 TIC 344816548, 3814.24, 4.89
 TIC 130714133, 3779.30, 4.26
 TIC 152773053, 3210.37, 4.95
 TIC 126234440, 3612.80, 4.50
 TIC 436659955, 4207.49, 4.65
 TIC 292205576, 3813.85, 4.82
 TIC 114958790, 4006.00, 4.71
 TIC 186284716, 3484.94, 4.88
 TIC 0, 4133.14, 4.83
 TIC 240628908, 3553.70, 4.53
 TIC 423610592, 3973.39, 4.42
 TIC 374272904, 4077.93, 4.39
 TIC 14342508, 3850.77, 4.82
 TIC 114958662, 4164.66, 4.34
 TIC 126369397, 3306.81, 4.51
 TIC 386908784, 3556.43, 4.49
 TIC 152772640, 3578.39, 4.67
 TIC 357493134, 3794.79, 4.81
 TIC 186900278, 3288.77, 4.66
 TIC 284993548, 4211.23, 4.86
 TIC 126236825, 3647.69, 4.62
 TIC 277767545, 3935.15, 4.82
 TIC 436654779, 3318.34, 4.46
 TIC 374200861, 3975.56, 4.84
 TIC 374270662, 4104.38, 4.68
 TIC 66780122, 3311.46, 4.62
 TIC 49504270, 3243.75, 4.98
 TIC 0, 3474.06, 4.68
 TIC 0, 3867.57, 4.67
 TIC 23073170, 3142.51, 4.99
 TIC 0, 3363.66, 4.10
